,Description,Platform,Price,Product
1173,Monitor your children's activities and habits of surfing the Internet.,Windows,Free,KidiSafe
1174,"Type in your ID, password, credit card number automatically.",Windows,$9.95,Aha Password
1175,Check accuracy of your downloaded files.,Windows,Free,MD5 / SHA1 Download Checker
1176,Protect your computer from unwanted software and boost system performance.,Windows,Free,Startup Guard
1177,"Recover lost e-mail, newsgroup, and identity passwords stored by Outlook Express.",Windows,Free to try,Outlook Express Password Recovery Master
1178,"Remove viruses, spyware, diagnose and repair many common problems.",Windows,Free,WebPost Tools
1179,"Eliminate spyware, keyloggers, and other spy and tracking devices from your computer.",Windows,Free to try,Ultimate Spyware-Adware Remover
1180,Protect your system with fast and light antivirus with multi-layered detection system.,Windows,Free,Roboscan Internet Security Free (32-bit)
1181,Protect your Windows 10 PC with Avast Free Antivirus.,Windows,Free,Avast Antivirus Download Center for Windows 10
1182,"Manage, modify, and troubleshoot Firewall Client for ISA Server 2004.",Windows,Free,Firewall Client Tool for ISA Server 2004
1183,Change password security setting of your PDF files.,Windows,Free to try,A-PDF Password Security
1184,Create and customize PKI electronic signature for everyone in your company.,Windows,Free,Easy Signature
1185,"Retrieve the password of your Word file, unlock and open it without any problems.",Windows,Free,Free Word Password Recovery
1186,Recover passwords and license from more than 3000 popular applications.,Windows,Free,RecAll
1187,Prevent hackers from accessing Outlook e-mail folders.,Windows,Free,Microsoft Outlook View Control Vulnerability Patch
1188,Protect your computer from bothersome pop-ups.,Windows,Free to try,Winguard Popup Remover
1189,Recover Microsoft Access database and user-level passwords.,Windows,Free to try,Access Password Recovery Master
1190,"Get a PDF document security application with DRM copy, print, and expiry controls.",Windows,Free,LockLizard PDF DRM - Secure PDC Viewer
1191,Protect your PC against local or external attacks by scanning activity of programs.,Windows,Free,Winpooch
1192,"The free way to store all your passwords on a PC, MAC or Linux - 128 bit encryption",Mac,Free,Password Bank Vault
1193,"Scans and remove TDL4/3, MBRoot (Sinowal), Whistler and other rootkits.",Windows,Free,aswMBR
1194,Protect your PC from various harmful threats.,Windows,Free to try,Comodo Internet Security Pro
1195,"Provides corporate level  protection from viruses, spyware, spam, phishing, hacking, and data theft.",Windows,Free to try,eScan AntiVirus Edition for SMB
1196,Complete protection against viruses and other Internet threats.,Mac,Free to try,Panda Antivirus
1197,Recover your passwords.,Windows,Free to try,MDB Unlock for Access
1198,Block various kinds of malicious codes and virus attacks.,Windows,Free to try,ViRobot Desktop
1199,Delete your files completely.,Windows,Free,Shredder
1200,"Surf online with complete freedom, security, and anonymity.",Android,Free to try,PureVPN
1201,Encrypt and decrypt files and texts.,Windows,Free,SBox
1202,Create strong and unique passwords and restore whenever you want it on browser.,Windows,Free,1Password
1203,"Erase the cache, cookies, history, and typed URLs.",Windows,Free to try,Privacy Cleaner
1204,Store and recover your FTP site passwords.,Windows,Free,FlashFXP Password Recovery
1205,View saved WiFi passwords in Windows.,Windows,Free,Wifi Key View
1206,"Protect your removable disks against ""autorun viruses"".",Windows,Free,Anti Autorun-7
1207,Provide complete protection against viruses and hackers.,Windows,Free to try,Zillya Internet Security
1208,Keep your data safe with different encryption methods.,Windows,Free,Chaos Mash
1209,Surf the Web anonymously and ensure online privacy and security.,Windows,Free to try,Ghost Navigator
1210,Detect malicious tools running on your Mac.,Mac,Free,Rootkit Hunter
1211,Protect your system from spyware and adware.,Windows,Free to try,AdWare & SpyWare Eradicator
1212,Block ads on all major browsers as well as in apps and games.,Android,Free,StopAd
1213,Surf the Web via secured VPN tunnel.,Mac,$39.95,Private Internet Access client
1214,Manage document transfer and digital signature services securely.,Windows,Free,SSX Free
1215,remove sensitive files.,Windows,Free to try,File Shredder 2000
1216,"Connect your smartphones, tablets, and computers into a mobile security system.",Mac,Free,TrackView
1217,"Recover and analyze mobile phone data like text messages, photos, call history.",Windows,Free to try,Device Seizure
1218,Protect your privacy using proxy servers with rotating and static IP addresses.,Windows,Free to try,Private Proxy
1219,Protect your system with antivirus that uses cloud-based and community-based detection methods.,Windows,Free,ClamAV for Windows (64-bit)
1220,Eliminate an adware that displays popups that eat bandwidth.,Windows,Free,ViewpointKiller
1221,Block drive-by malware infections by proactively blocking known and zero-day vulnerability exploits.,Windows,Free,ExploitShield
1222,"The KeyGen App for Windows, an offline open source password generator service.",Windows,Free,KeyGen App for Windows 10
1223,"Protect your Mac against malware, strangers and suspicious applications.",Mac,Free to try,Intego Mac Internet Security X9
1224,View and record videos using your network cameras.,Windows,Free to try,NVS IP Recording Software
1225,"Clear unwanted user changes at log off and reboot providing a clean, secure, and consistent computer.",Windows,Free to try,Clean Slate
1226,Fix a vulnerability cause a memory allocation error that would result in the failure of the IIS service.,Windows,Free,IIS5 Malformed URL Service Failure Vulnerability Patch
1227,Recover Internet Explorer passwords.,Windows,Free to try,Passcape Internet Explorer Password Recovery
1228,"Keep your passwords, serial numbers, credit card numbers, and phone entries safe.",Windows,Free to try,Personal Passworder
1229,Protect your system from harmful threats.,Windows,Free,Hazard Shield
1230,Removes autorun.inf from drives.,Windows,Free,Autorun Cleaner
1231,"Security solution designed exclusively for Apple Macintosh machines running Mac OS X, keeping in mind the drastically increasing cyber threats and the security needs required for their defense.",Mac,Free to try,eScan Anti Virus Security
1232,Restore crashed hard disk and protect your system from viruses.,Windows,Free,V-Buster Professional
1233,"Protect, encrypt, and compress your documents to keep them safe on shared computers.",Windows,Free to try,My Private Files
1234,free replacement for PGP,Windows,Free,GnuPG
1235,Protect your online privacy and security & get unrestricted access to web content.,Mac,Free,VPN Unlimited
1236,Recover your FileMaker database passwords.,Windows,Free to try,FileMaker Password Recovery
1237,Reset MS SQL Server Password (SA and other account).,Windows,Free to try,MS SQL Server Password Unlocker
1238,Secure files stores on USB flashdisk.,Windows,Free to try,Take-Away USB Flashdisk Encryption
1239,Monitor your hard drive space.,Windows,Free,Drive Manager
1240,Protect your system with antivirus that uses cloud-based and community-based detection methods.,Windows,Free,ClamAV for Windows (32-bit)
1241,Track logs and activities of your Windows Firewall.,Windows,Free to try,FirePanel XP
1242,"Inspect operating systems, applications, and Web sites for possible vulnerabilities.",Windows,Free to try,MaxPatrol
1243,Overwrite files so the data cannot be recovered.,Windows,Free to try,Data Destroyer
1244,Get a packet filter for TCP/IP.,Windows,Free,Ipfilter
1245,"View, copy, and save deleted usernames and passwords.",Windows,Free,EOM Password Recovery
1246,Support Patch for Wireless Protected Access,Windows,Free,Windows XP Patch
1247,"Scan and clean up your Internet cache, cookies, and history.",Windows,Free to try,Clean Assistant
1248,"Retrieve forgotten PDF file passwords without original file damage with powerful decryption techniques.
 
",Windows,Free,Free PDF Password Recovery
1249,"Erase the cache, cookies, history, typed URLs, and auto-complete memory from your browser.",Windows,Free to try,Privacy Protector
1250,Find and secure personal information stored on your PC.,Windows,Free to try,Identity Finder Home Edition
1251,Keep track of your user names and passwords in a secure way.,Windows,Free,MyPadlock Password Manager
1252,"Detect and remove spyware, block pop-ups with firewall protection.",Windows,Free to try,ArmorWall Personal Firewall
1253,Prevent malicious users from compromising your computer and gaining complete control over your Windows XP system.,Windows,Free,Microsoft Windows XP (64-bit) Unchecked Buffer Vulnerability Patch
1254,"Hide, lock, and encrypt folders using AES encryption.",Windows,Free to try,Secure Folder
1255,Delete and format data stored on your computer without erasing it.,Windows,Free to try,Blancco - File Shredder
1256,Secure your portable media and hide its content.,Windows,Free to try,Keynesis Lockngo Professional
1257,Scan your system for malware using the online database.,Windows,Free,Exedb Anti Malware Scanner
1258,Block pop-ups and floating ads and keep your home page intact.,Windows,Free to try,Pop Cop
1259,Hide your real IP address so that you can hide your internet traffic & identity.,Windows,Free to try,Hide IP Address Safe
1260,Prevent a malicious user from running an unauthorized program on your computer with this security update.,Windows,Free,Windows 98 Unchecked Buffer Help Security Vulnerability Patch
1261,"Analyze your files and identify viruses, worms, trojans, and malware.",Webware,Free,VirusTotal
1262,"Protect your new applications with licenses, demo, and time-limited versions.",Windows,Free to try,Licence Protector
1263,Send and backup your files though emails.,Windows,Free to try,CryptoHeaven
1264,Locate a lost or stolen laptop in a network.,Windows,Free to try,Laptop Anti-Theft
1265,Use graphic user interface and set of policy compilers to manage and configure various firewalls.,Linux,Free,Firewall Builder for Linux
1266,"Browse, watch or stream anything, anywhere.",Mac,Free,Total VPN
1267,"Perform offline scan and clean malware infected systems, including rootkits.",Windows,Free,Microsoft Standalone System Sweeper beta (32-bit)
1268,Detect virus in your Lotus Domino files.,Windows,Free to try,Protea AntiVirus Tools Quick Heal
1269,Scan and delete all the files and registry created by WinFixer.,Windows,Free,Free WinFixer Removal Tool
1270,Hide your file names and extensions from viewing.,Windows,Free,Hide N Seek
1271,Encrypt and decrypt PGP files and text.,Windows,Free,PGP Tool
1272,Stay anonymous on the internet with private VPN service.,Windows,$9.99,TorGuard
1273,"Monitor, record, and view all computer activities.",Windows,Free,Find Out Now Spy Software
1274,Hide for-your-eyes-only photos in a password-protected secure encrypted container.,Windows,Free to try,Hide Photos
1275,Monitor and record audio and video with a Web cam.,Windows,Free to try,Video Surveillance WebCam Software (Basic 4 Camera)
1276,Restrict access to the Internet for your kids and protect valuable information from them.,Windows,Free to try,Kid Browser
1277,"Unblock blocked sites, hide your IP to become anonymous online, and protect yourself from hackers.",Windows,Free to try,SaferVPN
1278,Control PC time for kids specifying when and how long the PC can be used.,Windows,Free to try,PC Time Limit
1279,Encrypt messages and send them to your friends.,Windows,Free,One Time Pad
1280,Scan your PC and remove annoying malware with a cloud-based virus protection tool.,Windows,Free to try,OSHI Defender
1281,Monitor keystrokes on your computer while you're away and have the information sent to your e-mail.,Windows,Free to try,PC-Keylogger
1282,Disable all USB mass storage devices not listed within software white list.,Windows,Free,LOK-IT USB Storage Device Control
1283,Modify your proxy settings and gain anonymous surfing capabilities.,Windows,Free,Proxy Switcher Lite
1284,Add watermarks to your images.,Windows,Free to try,DropWaterMark
1285,"Eliminates malware, program exploits, and ransomware with deep scan and advanced behavior analysis.",Windows,Free to try,HitmanPro.Alert
1286,Hide your IP and protect your privacy in the Internet.,Mac,Free,Hideman
1287,Preview and record video from USB and IP cameras.,Windows,Free,Home Surveillance
1288,Remove spyware and data trails.,Mac,Free to try,Internet Cleanup
1289,Fix a Windows flaw to stop a Web site or HTML e-mail from deleting digital certificates on your computer.,Windows,Free,Windows Certificate Enrollment Control Vulnerability Patch (Windows 98/98 Second Edition)
1290,"Detect, identify, and remove all known rootkits from your Windows PC. ",Windows,Free,Bitdefender Rootkit Remover (64-Bit)
1291,Encrypt and decrypt files using WISeKey certificates.,Windows,Free,WISeCrypt
1292,Hide your personal files and folders.,Mac,Free to try,ThunderSoft File Lock
1293,"Restrict access to Internet, files, folders, programs, USB devices.",Windows,Free to try,InTouch Lock
1294,Prevent identity thefts protect your online privacy.,Mac,Free to try,Trend Micro Antivirus
1295,Transfer data safely between Macs and remote networks.,Mac,Free to try,VPN Tracker 365
1296,Monitor keystrokes and other activities on your PC remotely.,Windows,Free,Free Keylogger Remote
1297,Monitor file access activity on your PC.,Windows,Free,Moo0 FileMonitor Portable
1298,Protect your data by hiding and locking your secret files or folders.,Windows,Free to try,Hide Folders
1299,"Protect your PC from spyware, adware, Trojans, and ransomware.",Windows,Free,Xvirus Anti-Malware
1300,Block all the kinds of surfing annoyances.,Windows,Free to try,BlockAD
1301,Protect your android devicec from harmful threats like viruses and malware.,Android,Free,"Panda Dome: Free antivirus, VPN"
1302,Be in full control over applications in your computer.,Windows,Free to try,AppLock
1303,Connect to the Web without censorship or restrictions.,Windows,Free,Unlimited Free VPN for Firefox
1304,Recover lost Windows password.,Windows,Free to try,Windows Password Breaker Standard
1305,Monitor and control the use of a removable media on your PC.,Windows,Free to try,USB Admin Pro
1306,Share and monitor employees' access to Internet.,Windows,Free to try,UserGate Proxy & Firewall
1307,Create a customized rescue boot disc that gets you back up and running fast if your OS is infected.,Windows,Free,Norton Bootable Recovery Tool
1308,Password management you need and convenience you'll love!,Windows,$15.00,Password Genie
1309,"Encrypt e-mails, files, folders and USB flash drives.",Windows,Free to try,Cryptzone Endpoint Encryption
1310,Organize and store your UserID information.,Windows,Free to try,Personal Info Keeper
1311,"Disable tracking services enabled by default in Windows 7, 8, and 10.",Windows,Free,Spybot Anti-Beacon
1312,"Prevent data loss by blocking unauthorized USB drives, external disks.",Windows,Free to try,USB Block
1313,Don't let the Web browse you.,Android,Free,Avira Phantom VPN
1314,Block ads while surfing the Internet.,Windows,Free,Emma Ad Blocker
1315,"Collect and report on most enterprise firewalls, proxy servers, and VPNs.",Windows,Free to try,ManageEngine Firewall Analyzer
1316,Protect folders on your computer and removable drives.,Windows,Free to try,Folder Password Expert USB
1317,Protect valuable files with password encryption.,Windows,Free to try,ENC Encryption Software
1318,Access blocked content and protect your privacy when surfing the Web.,Android,Free to try,Jailbreak VPN
1319,Recover passwords for protected sites stored by Firefox and other Mozilla browsers.,Windows,Free to try,Firefox Password Recovery Master
1320,Hide your IP address when you are browsing the Web.,Windows,Free to try,Complete Anonymous Internet
1321,Kill advertising windows when you browse Web sites.,Windows,Free to try,TopLang Ad Killer
1322,Mount and access encrypted volumes on your Windows system via a Windows Explorer-style user interface.,Windows,Free,FreeOTFE Explorer
1323,Secure your online and offline privacy on PC.,Windows,Free,History Killer Pro
1324,Surf the Web anonymously and determine what data your browser sends.,Windows,Free to try,ArchiCrypt Stealth
1325,Surf the Internet securely via VPN.,Windows,Free,NetSee VPN
1326,Get this patch that fixes a critical vulnerability in the Windows Script Engine.,Windows,Free,JScript 5.6 Security Patch for Windows
1327,Protect your folders and discs.,Windows,Free to try,Locker
1328,Hide and protect important files.,Windows,Free,Anvi Folder Locker
1329,Protect your desktop and personal information with this security program.,Windows,Free to try,My Desk Lock
1330,Lock and password protect your files and folders.,Windows,Free to try,SecuKeeper
1331,Access the Internet via secure VPN connection.,Windows,Free to try,VPN Shield
1332,Verify your Svchost.exe process security.,Windows,Free,Svchost Process Analyzer
1333,Prevent users from installing and using unauthorized applications.,Windows,Free to try,Process Blocker
1334,Create secure passwords for your various needs.,Windows,Free,Password Generator
1335,Hide secret messages in pictures.,Windows,Free,QuickStego
1336,Monitor and track online activity.,Windows,Free to try,Verity Parental Control
1337,Keep your folders secure and safe.,Windows,Free,Lock-A-Folder (32-Bit)
1338,Recover passwords for Microsoft Outlook e-mail accounts and personal folder files.,Windows,Free to try,Outlook Password Recovery Master
1339,Monitor all activity in the computer and identify actions which are typical of ransomware activity.,Windows,Free,Malwarebytes Anti-Ransomware
1340,"Get full protection against viruses, trojans, spyware or other malware.",Android,Free to try,Defenx Security Suite 
1341,save or email keystrokes & screenshots,Mac,Free to try,KeystrokeRecorder
1342,Analyze Internet traffic to prevent phishing attacks.,Windows,Free to try,BitIdentify Pro for Mozilla Firefox
1343,locks your mouse &  PC,Windows,$15.00,Mouse Lock
1344,Protect your system from USB media autorun viruses.,Windows,Free,Protect My Disk
1345,Eradicate computer vulnerabilities associated with software defects and misconfigurations.,Windows,Free,S.W.A.T. Pro
1346,Record WhatsApp logs in stealth mode.,Android,Free,Monitor WhatsApp
1347,Keep your kids safer online.,Windows,Free,Microsoft Family Safety
1348,Find security holes and vulnerabilities in your network to protect it from an attack.,Windows,Free to try,Internet Scanner
1349,Erase sensitive files and protect your data.,Windows,Free to try,O&O SafeErase
1350,"Synchronize, backup and secure your data.",Windows,Free,Toucan
1351,Scan and protect USB drives from viruses.,Windows,Free to try,USB-AV Antivirus 2017
1352,Advanced Adware protection for mobile. Adware remover and live protection mode,Android,Free,AdWare
1353,Surf the Web securely via VPN service.,Mac,Purchase,HMA Pro VPN
1354,Protect your privacy while surfing the Web.,Windows,Free,Disconnect
1355,Get real-time protection against different malware attacks.,Windows,Free to try,Malwarefox Antimalware
1356,"Erase the IE cache, cookies, history, typed URLs, auto-complete history, and Window's temporary folder.",Windows,Free to try,123 Cleaner
1357,"Encrypt, hide, lock files & folders. ",Windows,Free to try,CyberSafe Top Secret
1358,Monitor and control Internet bandwidth usage.,Windows,Free,ISA Monitor
1359,"Protect your Mac against viruses, worms and Trojan horses.",Mac,Free,Comodo Antivirus for Mac
1360,Control your Android devices remotely without root.,Windows,$6.00,Remodroid
1361,Keep your business moving with AVG's award winning file security product.,Windows,Free to try,AVG File Server Business Edition
1362,Clear away Internet tracks and delete past computer activities.,Windows,Free to try,Internet Disk Cleaner
1363,Organize a browsing environment for your children to ensure safe online activities.,Windows,Free to try,KidSplorer Web Browser
1364,Allow you to protect your privacy on the Internet. ,Windows,Free to try,Super Hide IP 
1365,"Maintain your anonymity online, protect your privacy and unblock all blocked service.",Mac,Free to try,Vpn One Click
1366,"Protect yourself from online threats, privacy invasions, and the loss of your iOS device.",iOS,Free,Trend Micro Mobile Security
1367,Prevent a malicious user from taking control of your SQL Server database.,Windows,Free,Microsoft Data Access Components 2.5 Unchecked Buffer Vulnerability
1368,Send and receive S/MIME messages.,Windows,Free to try,Cryptigo S/MIME Eudora Plugin
1369,Protect yourself from information theft while accessing your financial accounts or shopping online.,Windows,Free to try,Norton Confidential
1370,Erase unused files or tracks left from applications.,Windows,Free,Remover
1371,"Lock and hide your documents, images, videos, and other file types with password protection.",Windows,Free to try,GiliSoft File Lock
1372,"Utilize business-grade cybersecurity, now available for home users.",Windows,Free,Sophos Home
1373,Encrypt your data at physical sector level.,Windows,Free to try,Secure Disk
1374,Identify and eliminate malicious software from your computer.,Windows,Free,Semellone Antispyware
1375,Keep your files from being seen by others.,Windows,Free,Deccan Encryptor / Decryptor
1376,Monitor and protect your PC from harmful threats.,Windows,Free to try,Look Trojan Stop
1377,Recover the ZIP files password.,Windows,Free,Free ZIP Password Recovery
1378,"Keep all your Web passwords automatically remembered and protected in a single, secure location.",Windows,Free,My Wallet
1379,Protect your PC from harmful threats.,Windows,Free to try,Quick Heal Antivirus Plus for Win 9x
1380,Protect your PC from harmful threats.,Windows,Free to try,Quick Heal Total Security for Win 9x
1381,Create executable installers from packages created with VB's Setup Wizard.,Windows,Free to try,OneStep Installer
1382,Monitor visited Web sites and enable/disable Bandwidth and Filtering per PC.,Windows,Free,HandyCafe Firewall
1383,"Hide file, hide folder, forbid file being deleted or write, and forbid folder being deleted or write.",Windows,Free to try,File Safer
1384,Protect home user systems against data theft and system invasion by complex malware.,Windows,Free to try,K7 Total Security
1385,Protect your PC by locking it with a password.,Windows,Free to try,Lock My PC
1386,Control the amount of time a person can spend on the computer.,Windows,Free to try,TimeOut PC
1387,Repair your hard disk and removable mass devices' autorun problems.,Windows,Free,HART
1388,Delete your sensitive data securely.,Windows,Free,ProtectStar Data Shredder
1389,"Display server names, user logins, and passwords stored by Outlook.",Windows,Free,AkeeSoft Password Recovery
1390,Encrypt and hide steganographic information behind JPEG picture.,Windows,Free,Hide'N'Send
1391,Generate a strong and secure passwords.,Windows,Free,Extreme Password Generator Pro
1392,View and manage cookies within your Web browsers.,Windows,Free,MAXA Cookie Manager
1393,Record all your incoming and outgoing calls.,Android,Free,Auto Call Recorder
1394,"Protect private folders, files, and drives from unauthorized access.",Windows,Free to try,Protect Folder Plus
1395,Monitor your kids' Facebook usage.,Windows,Free,Free Facebook Monitoring
1396,Surf the Web anonymously and access blocked content.,Windows,Free,Privatix
1397,Hide and send files hidden securely within other files.,Windows,Free,DeEgger Embedder
1398,"Block unsuitable newsgroups, Web sites, and search engines.",Windows,Free to try,Cyberoam Web Filter Control
1399,Monitor and analyze DDoS attacks.,Windows,Free,FortGuard DDoS Attack Monitor
1400,Generate passwords from four through infinite characters in length.,Windows,Free,LameGen
1401,Protect data on your CDs from piracy and unapproved access.,Windows,Free to try,CD Secure
1402,Preserve your desired computer configuration and settings.,Windows,Free to try,Deep Freeze Enterprise
1403,Protect your online privacy and security and get unrestricted access to Web content.,Android,Free to try,KeepSolid VPN Unlimited - Free VPN for Android
1404,"Monitor traffic and filter URL, mime, category, Web content, and post file.
",Windows,Free,Active Wall Web Filter
1405,"Protect your Mac from adware, malware and browser hijackers.",Mac,Free,Adware Removal Pro
1406,Detect and respond to any network intrusion.,Windows,Free to try,Intrusion Detection System - SAX2
1407,Provides full security from USB infections.,Windows,Free to try,NavyAntivirus
1408,Lock down your PC while you're away and prevent unauthorized access.,Windows,Free to try,Sentry
1409,Surf the Internet with privacy from US-based IP address.,Windows,Free to try,ProxEasy Desktop Client
1410,Protect your tablet and eliminate malicious threats.,Android,Free,Norton Tablet Security
1411,Locate and remove the traces of activities on your computer.,Windows,Free to try,WyvernWorks Drive Clean-Up Gold 2004
1412,Record and monitor computer activities automatically.,Windows,Free to try,Super Spy
1413,"Encrypt text messages, Web pages, and binary files and run applications from a command line.",Windows,Free to try,Encryption Protection
1414,Restrict access to the web and internet connection.,Windows,Free to try,iNet Protector
1415,Monitor your computer and protect your privacy.,Mac,Free to try,Hands Off!
1416,Recover Windows and any account passwords.,Windows,Free to try,iAidsoft Password Recovery Bundle
1417,Remove private files and computer and Internet activity traces permanently.,Windows,Free to try,Digital File Shredder Pro
1418,"Protect your PC against viruses, Trojans, spyware, and hacking.",Windows,Free to try,G DATA TotalSecurity
1419,Detects people and moving objects in video streams for security & monitoring purposes.,Mac,Free,Vitamin D
1420,Perform thorough analysis of your network protocol.,Linux,Free,WireShark for Linux
1421,Write protect your pen drive so that virus cannot copy itself automatically to your pendrive.,Windows,Free,USB Virus Protector
1422,"Protect your system from spyware, adware, and spyware cookies.",Windows,Free to try,Spyware This
1423,Get an advanced call/sms filter and anti sms spam tools for Android phone.,Android,Free,Blacklist
1424,Get policy-driven data protection and asset management in a single solution.,Windows,Free to try,Cyberoam Endpoint Data Protection
1425,Hide your running applications from the screen instantly with hot keys or mouse actions.,Windows,Free to try,Silent BossKey
1426,Eliminate all AVG associated installation parts in case of repeated uninstall or repair process failure.,Windows,Free,AVG Clear
1427,Encrypt texts and generate scrambled keys.,Windows,Free,Text Locker
1428,Monitor and capture all computer activities.,Windows,Free to try,PC Activity Monitor Pro
1429,Use graphic user interface and set of policy compilers to manage and configure various firewalls.,Windows,Free to try,Firewall Builder
1430,Remove user activity tracks and clean the hard disk from junk files.,Windows,Free to try,PCMesh Internet and Disk Cleanup
1431,Defend your PC against unauthorized attempts at recovering private or confidential information.,Windows,Free to try,System Shield
1432,Browse the Web securely and protect your online privacy.,Windows,Free,Taoist VPN
1433,A viewer app for DVR models.,Windows,$4.99,DVR Viewer for Windows 10
1434,Trace down Trojan viruses on your PC.,Mac,Free,Zebra Scanner
1435,Clean your Internet traces and keep your privacy.,Windows,Free to try,History Cleaner
1436,Unblock restricted content and surf the Web anonymously.,Webware,Free,Unlimited Free VPN for Chrome
1437,Show the password hidden behind asterisks.,Windows,Free,Password Viewer
1438,Protect your enterprise network with firewall and unlimited VPN tunnels.,Windows,Free to try,NetMaster Gateway Guardian
1439,Erase files or folders on your PC using U.S. government cryptography standards.,Windows,Free to try,Advanced File Shredder
1440,Fix the Windows 2000 bug that causes an error when trying to log on to NetWare.,Windows,Free,Microsoft Windows 2000 Password Patch
1441,"Unblock websites, hide your real IP, protect your privacy.",Windows,Free to try,Seed4.Me
1442,"Manage your passwords and access codes, and randomly generate hard to crack seven-character passwords.",Windows,Free to try,PasSafe Password Manager
1443,Protect your personal data by hiding it.,Windows,Free,System Vault
1444,Delete and clean your Internet cookies and browsing histories for major browsers in one interface.,Windows,Free,Easy Cookie Cleaner
1445,Encrypt and delete files securely.,Windows,Free,Crypteze
1446,"Hide some files, folders and disks or restrict access to them.
",Windows,Free to try,GiliSoft File Lock Pro
1447,Protect your devices from viruses and malware.,Windows,Free to try,ScanGuard
1448,Prevent a Web-based attack on your computer through a flaw in Microsoft Office Web Components.,Windows,Free,Microsoft Office Web Components Vulnerability Patch
1449,Protect your personal data against unauthorized access.,Windows,Free,R-Crypto Disk Security
1450,Reset lost Windows administrator and user password for Windows OS.,Windows,Free to try,Windows Login Recovery Standard
1451,"Hide important files, folders, or drives in Explorer, and recover them whenever you want.",Windows,Free to try,Smart Folder
1452,Scan your PC for license keys of many different software and games.,Windows,Free,SterJo Key Finder
1453,Reveal passwords hidden in stars or circle symbols.,Windows,Free,DopeCode Reveal
1454,port scanner,Mac,Purchase,Portscanner
1455,"Stop those annoying and unwanted pop-up ads, windows, and applications.",Windows,Free,AdCop
1456,"Take your IE favorites, Outlook folders, and logins and passwords with you.",Windows,Free,USB Suite
1457,Provide firewall with full logging capabilities.,Mac,Free to try,DoorStop X Firewall
1458,Prevent your computer from accepting erroneously signed VeriSign digital certificates.,Windows,Free,Windows Digital Certificate Spoofing Hazard Vulnerability Patch
1459,"Reset Windows 7, Vista, XP, admin and other user passwords.",Windows,Free to try,iAidsoft Windows Password Recovery
1460,Edit and secure your text files using encryption algorithm.,Windows,Free,Crypditor
1461,"Convert passwords in asterisk, recover lost passwords, and enter passwords automatically.",Windows,Free,Passwords Explorer
1462,Even Macs can pick up annoying adware programs from the Internet,Mac,Free,Bitdefender Adware Removal Tool
1463,Hide any application window using a hotkey.,Windows,Free,Window Hide Tool
1464,Protect your PC from malicious threats.,Windows,Free to try,Spyware Remover
1465,Choose from 150+ servers in 55 different countries and access the Internet anonymously and securely. ,Android,Free,Hide.me VPN
1466,Recover your SDW file password automatically.,Windows,Free to try,Simply Accounting Password Recovery
1467,Lock your computer automatically when your Bluetooth device is out of range.,Windows,Free,Blue Lock
1468,"Parental control software for your Mac, blocks porn and other web content, monitors Internet.",Mac,Free to try,Safe Eyes
1469,Remove Malware and Trojans from the computer.,Windows,Free,NoVirusThanks Malware Remover
1470,Encrypt and password-protect your data.,Windows,Free to try,Personal Data Vault
1471,Test the quality and performance of your PC or LCD screens.,Windows,Free to try,MonitorTest
1472,Erase different types of files from your system.,Windows,Free to try,File Monster
1473,Encrypt and decrypt files located on your system.,Windows,Free,EncryptDrop Free Edition
1474,Erase online Internet tracks and program activity with one click.,Windows,Free to try,Windows Eraser
1475,Prevent phishing and Man-in-the-Browser (MitB) malware attacks.,Windows,Purchase,Trusteer Rapport
1476,Keep all your confidential info secure & encrypted in one place.,Windows,Free to try,Secret Keeper
1477,Protect your computer from viruses.,Windows,Free to try,KV Antivirus
1478,Prevent access to sexual and erotic content.,Windows,Free to try,AntiPorno Win
1479,Secure your Windows programs with password protection.,Windows,Free,SaveIt
1480,Evade privacy risks by blocking attempts to track your Internet activity.,Windows,Free to try,NoTracks Anti-Tracker
1481,Protect your computer from virus and malware and secure your data.,Windows,Free to try,PC Defender
1482,Protect your PC from spyware.,Windows,Free,Spyware Firewall
1483,Remove sensitive data from your hard drive permanently.,Windows,Free,Jihosoft Eraser
1484,Act as a honeypot to attract and detect hackers and worms by simulating vulnerable system services and Trojans.,Windows,Free to try,KFSensor
1485,"SurfEasy VPN protects your online privacy and security on any computer, smartphone or tablet.",Mac,Free,SurfEasy VPN 
1486,Surf the web via secure VPN tunnel.,Windows,Free to try,KeenVPN
1487,Manage and display different system processes.,Windows,Free,PPedia Task Manager Svchost Edition
1488,Secure your privacy by eliminating online and offline traces.,Windows,Free to try,Total Shield Tracks Cleaner
1489,Lock down your browser and prevent unauthorized access to the Internet.,Windows,Free to try,TPD Browser Lock
1490,See what apps are slowing your phone's Internet connection or wasting your mobile data.,Android,Free,GlassWire Data Usage Security
1491,Protect your computer from hackers by deleting your Internet IP address.,Windows,Free,EMOS
1492,Store confidential information using powerful encryption.,Mac,Free to try,Mac Password Manager Ascendo DataVault
1493,Fix a Windows flaw to stop a Web site or HTML e-mail from deleting digital certificates on your computer.,Windows,Free,Windows Certificate Enrollment Control Vulnerability Patch (Windows Me)
1494,"Protect your system from spyware, adware, and trojans.",Windows,Free to try,Spinach AntiSpyware
1495,Mask your IP address while surfing the Internet.,Windows,Free to try,Anonymous Forum Buddy
1496,"Stop unwanted ads, banners, pop-ups, pop-unders, and cookies while surfing the Internet.",Windows,Free to try,WyvernWorks Ad Away 2004
