,Description,Platform,Price,Product
1171,Create your own colorful online auction ads.,Windows,Free to try,Easy Auction Creator
1172,Plan and design your bathroom three-dimensionally and accurately to a millimeter.,Windows,Free to try,Cera Design
1173,"Manage software projects: assign tasks, get bug reports, and record feature requests.",Windows,Free to try,Sirid Lite
1174,"WordPad 10 allows you to quickly view & edit documents on Windows devices, including Microsoft Office Files and PDFs.",Windows,Free,WordPad 10
1175,Manage telephone bills for hotel guests.,Windows,Free,Pabx Billing System and Hotel Management
1176,Track and manage work hours on the go. ,Windows,Free,Actitime Small Team Edition
1177,Manage and track your membership database in MS Access.,Windows,Free,Access Database Membership Tracking Templates
1178,"Provide a free App Store ribbon for Microsoft PowerPoint, Excel, and Word.",Windows,Free,Apps Store for Microsoft Office
1179,Convert PDF file to a Microsoft Word document.,Windows,Free to try,Advanced PDF2Word (PDF to RTF)
1180,"Create multimedia applications and professional CD menus for your CD, DVD, or USB drive.",Windows,Free to try,AutoRun Pro Enterprise
1181,"Explore, repair, and improve your Microsoft Access data structures.",Windows,Free,UnTools for Access 2000
1182,Update PowerPoint's template library with presentation backgrounds and cover slides.,Windows,Free to try,Presentation Plates
1183,Monitor your service and manufacture business quality.,Windows,Free,Lean6
1184,Estimate materials and labor and prepare various site management documents.,Windows,Free,Estimator
1185,"Record risk assessments, accident reports, first aid treatment records, and action plans.",Windows,Free,Health and Safety Manager Lite Edition
1186,Operate all your comprehensive work-life Amazon activities with an all-embracing toolset.,Android,Free,Amazon A to Z
1187,Generate Schedule D Form 8949 or reduce transaction records in TXF files for import to tax software.,Windows,Free to try,TXF Reader
1188,"Produce vinyl lettering, logos and pin striping.",Windows,Free to try,VinylMaster Cut
1189,word processor that edits Word & WordPerfect files,Mac,Free,AbiWord
1190,Organize and clarify ideas with a program based on Mind Mapping.,Windows,Free to try,OpenMind
1191,Fill out CMS-1500 forms on your PC.,Windows,Free to try,HCFA-1500 Fill and Print NPI
1192,"Collaborate, share applications, and present information from anywhere in the world.",Webware,Free,WebEx Meeting Center
1193,Enter and print your W-2 and 1099MISC forms.,Windows,Free to try,Tax Forms Assistant
1194,Organize and manage your data with this flexible data-inventory program.  ,Windows,Free to try,DB Organizer Deluxe
1195,Track expenses and plan your budget ahead of time.,Windows,Free to try,Budget Sheet Manager
1196,Create an office desktop with enhanced performance and advanced application interfaces.,Windows,Free,SSuite Office Excalibur Release
1197,Track and record your worktime.,Windows,Free,TimeMoni
1198,Generate schedules with rotating shifts for your employees.,Windows,Free to try,Rotating Shift Schedules for Your People
1199,"Process rentals, returns, and inventory sales for each customer receipts in your video rental store.",Windows,Free,The Ultimate Video Store Software
1200,"Process rentals, returns, and inventory sales for each customer receipts in your video rental store.",Windows,Free,The Ultimate Video Store Software
1201,"Generate QR-Code symbols for VCARDs, business cards, and URL encoding.",Windows,Free to try,IDAutomation QR Code Image Generator
1202,Manage customers and employee info with this client and enterprise database solution.,Windows,Free,Radix
1203,Manage your e-mails and generate progress reports.,Windows,Free to try,SSW eXtreme Emails
1204,Break large PDF files into smaller pieces and save them as new files.,Windows,Free to try,A-PDF Split
1205,Generate custom invoices that are printable and easily recalled or edited.,Windows,Free,Commercial Invoice
1206,The possibilities are endless.,iOS,Free,Photo Joiner Free - Add Multiple Photos Into One
1207,Automate your business accounting tasks.,Windows,Free to try,Simply Accounting
1208,"Make your at-home work simple, with word processing, spreadsheet, presentation tools, and PDF publishing.",Windows,Free to try,Corel Home Office
1209,"Manage sales, purchasing, inventory, and accounting.",Windows,Free to try,BS1 Enterprise Accounting
1210,"Access your enterprise files, applications, and desktops and be as productive on the go as you are in the office.",iOS,Free,Citrix Receiver
1211,"Manage inventory, billing, and sale reports.",Windows,Free to try,Sales Organizer
1212,"Convert CSV to QIF and import into Quicken PC 2005-2019, Quicken 2007 Mac, YNAB.",Windows,Free to try,CSV2QIF
1213,"Plan, track, and organize your home and business projects.",Mac,Free to try,Intellisys Project Desktop
1214,Print media labels using an inkjet or laser printer.,Windows,Free to try,Label Xpress
1215,Organize and store records of assets belonging to your company or organization.,Windows,Free to try,AssetManage Standard 2018
1216,View Paradox tables without any additional setup.,Windows,Free to try,Paradox Viewer
1217,Manage Microsoft Projects on your Mac.,Mac,Free to try,iTaskX
1218,Turn Microsoft Excel into a powerful statistical package.,Mac,Free to try,StatPlus:mac
1219,Open multiple documents in a tabbed window of Microsoft Word.,Windows,Free to try,Tabs for Word
1220,Compress your Power Point presentations.,Windows,Free to try,Xtreme Compressor
1221,Convert documents between PDF and Word format.,Windows,Free to try,PDF-File PDF Converter to Convert PDFs
1222,Use MICR/E13-B and secure fonts for check encoding and name/amount printing.,Windows,Free to try,MICR Font Set
1223,Explore data and display the results of your analysis. ,Mac,$895.00,Data Desk
1224,Split and merge PDF files.,Mac,Free,PDF Split and Merge
1225,Calculate mean time between failures (MTBF) of a product.,Windows,Free to try,MTBF Calculator
1226,Manage any kind of knowledge from various sources for easy access.,Windows,Free,Idea
1227,Format documents while you are writing.,Windows,Free to try,Movie Magic Screenwriter
1228,Enhance and improve your MS Office XP.,Windows,Free,Office XP Update: Service Pack 1 (SP-1)
1229,"Stanch business accounting for small, micro, and home-based businesses.",Windows,Free to try,Business Accounts Software Excel
1230,Convert DjVu file format into PDF documents.,Windows,Free to try,A-PDF DjVu to PDF
1231,Listen to an audio version of your text files.,Windows,Free to try,Read to Me Text To Speech
1232,Send multimedia files via Bluetooth.,Windows,Free,BlueMiner
1233,"Keep your equipment inventory, maintenance, and supplies right at your fingertips.",Windows,Free to try,Equipment Management Software
1234,Add advanced form recognition and processing features to Office Excel.,Windows,Free to try,FormIDEA for Excel
1235,Analyze data and find meaningful solutions to your toughest business problems.,Windows,Free to try,Minitab
1236,"Convert PDF documents into DOC, XLS, TXT, RTF, and HTM files.",Windows,Free,Office Convert PowerPoint to Pdf Free
1237,Get full information about 56 legal documents.,Windows,Free to try,All-Purpose Legal Documents
1238,Control your computer using natural language voice commands.,Windows,Free,Braina
1239,"Print quotations, invoices, receipts, and purchase orders.",Windows,Free to try,EasyBilling
1240,Send bulk personalized e-mails or HTML newsletters to unlimited recipients and track results.,Windows,Free to try,Nesox Email Marketer Business Edition
1241,"Get S-Curve for Microsoft Project, Jalali (Shamsi - Persian Calendar) Date, and Weighting.",Windows,Free,ARPC Maintenance Department Toolbar
1242,Convert multiple VCFs to Excel XLS/XLSX files.,Windows,Free to try,VCF To Excel Converter Software
1243,Build complete e-commerce Web sites.,Windows,Free to try,NetStores Shopping Cart SW Dreamweaver MX 2004 / 8
1244,Resolve all the issues regarding opening QuickBooks files.,Windows,Free to try,QuickBooks File Doctor
1245,Office delivers the tools to get work done.,Windows,Free to try,Office Professional Plus 2013
1246,Record and track your help desk issues.,Windows,Free to try,Been There Done That
1247,Perform scientific conversions and calculations.,Windows,Free to try,ProKon
1248,Perform scientific conversions and calculations.,Windows,Free to try,ProKon
1249,"Convert CSV to QBO and import into QuickBooks 2019, 2018, 2017, 2016.",Windows,Free to try,CSV2QBO
1250,"Create, print and export barcodes as vector graphics or high resolution images.",Mac,Free to try,iBarcoder
1251,Capture various ideas and manage information easily.,Mac,Free,XMIND
1252,Deliver spreadsheet-like analysis capabilities.,Windows,Free to try,IntelliView Report Analyzer
1253,"Capture, organize, outline, and structure your notes and ideas by creating ""index-card"" blocks.",Windows,Free to try,Writer's Blocks
1254,Manage your warehouse and control inventory and distribution.,Windows,Free to try,WMSmart
1255,"Access, browse, extract, and create reports from any SAP R/3 data and objects.",Windows,Free to try,ExtractOnDemand for SAP R/3
1256,Create media presentations.,Windows,Free to try,MediaShout
1257,View your slides even if it's too crowded to read for your presentation.,Windows,Free to try,Microsoft PowerPoint Helper
1258,"Convert Word, Excel, and PowerPoint documents to text.",Windows,Free,Word Excel PowerPoint To Text Converter
1259,Enhance SQL Server Management Studio with intelligent auto-completion of SQL Queries.,Windows,Free to try,SQL Prompt
1260,Carry out detailed tasks of a cashier.,Windows,Free,Cashier Pro
1261,Get various tools for managing customer relations.,Windows,Free,Sky Blue Support Helpdesk
1262,Make a car dealership department run efficiently and profitably.,Windows,Free,AutoSmart Dealership Management System
1263,Simplify and improve endpoint protection and reduce infrastructure costs.,Windows,Free to try,Microsoft Forefront Endpoint Protection 2010
1264,JDBC 2/3 compliant database front-end in Java,Mac,Free,iSQL-Viewer
1265,"Manage book inventory, customer lists, and ISBN searches.",Windows,Free,Abebooks HomeBase
1266,Perform any file conversion or file upgrade that MS Excel would normally be capable of doing.,Windows,Free to try,Excel Converter
1267,Connect to your Microsoft Outlook data instantly from a mobile PC without the need to boot your OS.,Windows,Free to try,FirstWare Assistant 2004
1268,Convert Outlook Express Contacts into Vcard format.,Windows,Free to try,vCard Converter for Outlook Express
1269,Get PowerPoint background and design templates.,Windows,Free,PowerPoint Templates Pack 3
1270,"Add, delete, change text in PDF documents",Windows,Free,PDFCool PDF Editor Freeware
1271,Build your own fully-functional online store.,Windows,Free to try,Online Shop Creator
1272,Generate and save passwords of any length and characters in a text file.,Windows,Free,Free Password Generator
1273,"Draw flow charts, wireframes, UML diagrams, and more with just a few clicks.",Webware,Free,LucidChart
1274,Convert DOCX files to DOC format.,Windows,Free,Free Docx to Doc Converter
1275,Create Microsoft Agent powered presentations.,Windows,Free to try,MASS MS-Agent Scripting Software
1276,Send faxes without a modem.,Windows,Free,Faxtastic Desktop Fax Client
1277,"Insert Code39, I2OF5, and ITF14 barcodes to Windows documents.",Windows,Free,TechnoRiver Free Barcode Software Component
1278,"Control PC Games, PC applications, open web pages, videos, files by voice.",Windows,Free to try,"Tazti Speech Recognition Software for Windows 7, 8, 8.1 (64-bit)"
1279,Explore complete ERP software for manufacturing companies worldwide.,Windows,Free,2BizBox ERP
1280,"Organize your small business with invoicing, clients, and quotes.",Windows,Free to try,Invoiceit!Pro
1281,Collect data from virtial keyboard/RS232/USB devices.,Windows,Free to try,CPS Plus Professional DAQ
1282,Learn about the world famous stock market analyses.,Windows,Free,AptiStock
1283,View Crystal Report files on your computer without Crystal Reports.,Windows,Free,RptView for Crystal Reports
1284,"Manage hotel reservations, bookings, folios, guests, emails, billing, invoices, yield management.",Windows,Free to try,Hotel Management System
1285,Expand your Microsoft Office programs with handwriting option in your digital documents.,Windows,Free to try,JustWrite Office
1286,Manage library books in MS Access.,Windows,Free,Access Templates Library Book Database
1287,Manage and complete projects of any size.,Windows,Free,Project Manager .NET Professional
1288,Disable passwords for Excel sheets.,Windows,Free,Passwordx
1289,"Manage your customers, helpdesk, call tracking, and customer service functions.",Windows,Free to try,Tele-Support HelpDesk
1290,Start and run many types of viral marketing programs.,Windows,Free to try,Affiliate Program Management Software for ALL
1291,Manage spreadsheet data with dynamic charting capabilities.  ,Windows,Free to try,Database Plus for Microsoft Excel
1292,Create real contour plots in Microsoft Excel.,Windows,Free to try,Contour Plot For Excel
1293,Provide a useful bundle of Urdu software for word processing and web design.,Windows,Free to try,UrduKit
1294,Bring back the Mac OS 9 desk accessory Note Pad to your modern Mac. ,Mac,Free,Classic NotePad
1295,Find the guidance you need to file a federal and state tax return.,Windows,Free,H&R Block 
1296,"Store, edit, and manage all your customers and clients data.",Windows,Free to try,Account Manager
1297,Convert HTML help files to Word format.,Windows,Free to try,Batch CHM to Word Converter
1298,student information system,Windows,Free,Centre Student Information System
1299,Convert any numbers into words from zero up to trillion.,Windows,Free,1888 Number to Word Converter
1300,Convert one or more OpenOffice Calc files to Excel files.,Windows,Free to try,ODS To XLS Converter Software
1301,Collect and analyze all the backlinks to any Web site.,Windows,Free to try,SEO SpyGlass
1302,Convert PDF files to MS Word compatible RTF documents.,Windows,Free to try,BCL easyConverter Desktop
1303,"Surf the Web, check e-mail, write documents, and IM from your portable device.",Windows,Free,PortableApps Suite (Lite Edition)
1304,"Split, combine and reorder PDF files.",Mac,Free to try,PDFpen
1305,Send SMS using MS Excel.,Windows,Free,Smart XL (Send SMS from Excel)
1306,Convert your documents into PDF format.,Windows,Free to try,Ultra PDF Printer
1307,"Create PDF documents from Word, Excel, and PowerPoint.",Windows,Free to try,Nice PDF Creator
1308,Create and manage SQL queries and databases in Netezza.,Windows,Free,Aginity Workbench  for Netezza
1309,The Microsoft Word phone book add-in,Windows,Free to try,Word PhoneBook Lite
1310,Track expenses and fill out self-employed tax form.,Windows,Free to try,Profit Loss Report Spreadsheet
1311,Use employee payroll list with HR dashboards Excel template for your small business.,Windows,Free to try,Company Employee Payroll List
1312,Add advanced conditional and pattern formatting features to Excel.,Windows,Free to try,DTG Advanced Formatting
1313,Desktop project scheduling and management tool.,Mac,Free,GanttProject
1314,"Schedule your staff vacation time, sick leave, and overtime.",Windows,Free to try,Staff Planner 2006
1315,"Print bar code 128, EAN-128, SCC-14, SSCC-18 on labels, packaging, or gif/jpg.",Windows,Free to try,Bar Code 128
1316,"Format scripts for movies, TV, plays.",Mac,Free to try,Movie Magic Screenwriter
1317,Batch convert your documents and images.,Windows,Free to try,All Office Converter Pro
1318,Insert live web sites inside PowerPoint presentations.,Windows,Free,LiveWeb
1319,Convert PDF files to editable PowerPoint format.,Mac,Free to try,Wondershare PDF to PowerPoint
1320,Convert PDF files to editable PowerPoint format.,Mac,Free to try,Wondershare PDF to PowerPoint
1321,"Create, manage, and e-mail purchase orders, requisitions, RFQ track inventories, and expenses.",Windows,Free to try,Purchasing Manager
1322,Compute currencies and print or copy tapes to clipboard.,Windows,Free,Auditor Calculator
1323,Manage all aspects of a law firm with the click of a mouse.,Windows,Free to try,Advocate Office Classic
1324,Convert PDF documents to popular MS Office formats.,Windows,Free to try,PDF2Office Professional
1325,Keep track of stock quotes.,Mac,Free,Ticker
1326,Estimate and apply standard multicolinearity and heteroskedasticity tests.,Windows,Free to try,Model Explorer for Econometric Views
1327,Manage electronic components and bill of materials throughout the product life cycle.,Windows,Free,Ciiva Bill of Materials Management System
1328,Create sales and manage your banking.,Mac,Free to try,AccountEdge Pro 2016
1329,Build Gantt charts without MS Project and linked to your own database.,Windows,Free to try,Gantt Chart Builder (Access)
1330,Add watermarks to your PDF documents.,Windows,Free to try,A-PDF Watermark
1331,Create Code 128 barcodes.,Windows,Free,Code 128 Font and Encoder
1332,Automatically submit your web site to over 1600 search engines and directories.,Windows,Free,Free Website Submitter
1333,Build your Microsoft PowerPoint marketing plan presentation with professionally designed templates.,Windows,Free,Free PowerPoint Template Marketing Plan Presentation
1334,Create complex interactive PDF documents.,Mac,Free to try,PDF Magic
1335,Convert PDF documents into fully editable Microsoft Word files.,Windows,Free to try,PDF2Office Personal
1336,Manage your financial accounting.,Windows,Free to try,Alpha Business Platinum
1337,Show the classic menus and toolbar on Microsoft Word.,Windows,Free to try,Classic Style Menus and Toolbars for Microsoft Word 
1338,Get manuscript submission tracking program.,Windows,Free,Sonar
1339,Convert TXT files into PDF format and vice versa.,Windows,Free,Some Text to PDF Converter
1340,"Organize brainstorming sessions, take notes, plan your work, and make presentations.",Windows,Free to try,ConceptDraw Mindmap
1341,Record time sheets and manage your tasks.,Windows,Free to try,HourGuard Time Sheet Plus
1342,Convert your PDF documents into plain text files.,Windows,Free to try,PDF2Text
1343,Use Code 128 barcode font in your Microsoft Excel based projects.,Windows,Free to try,Code 128 Excel Add In
1344,"Display images, video, and Websites at the TV screen or monitor.",Windows,Free,Free Digital Signage Manager Software
1345,Merge PDF files.,Windows,Free,Silkodyssey PDF Merge
1346,Create and edit policy and procedure documents.,Windows,Free to try,Policy & Procedure Manager
1347,Download this full-featured calculator that can integrate with Excel.,Windows,Free to try,ActiCalc Desktop Calculator
1348,Display real-time U.S. stock quotes on your screen.,Windows,Free,Desktop US Stock Ticker
1349,"Convert any printable document to Adobe Flash (SWF) file, HTML page, or SVG file.",Windows,Free,Print2Flash Free Edition
1350,Monitor customer information and transaction reports.,Windows,Free to try,Pure Invoice
1351,Create and manage databases with graphical interface.,Windows,Free,SQLite Expert Personal
1352,Accounting Software,Windows,Free to try,Accurate Accounting Software SE
1353,"Convert PDF, Word, Excel, PowerPoint, RTF, and image documents to JPEG format.",Windows,Free,All to JPEG Converter 3000
1354,Log and track customers' calls and full history.,Windows,Free,Freeware HelpDesk CentreDesk Group
1355,"Convert any printable document to Adobe Flash (SWF) file, HTML page, or SVG file.",Windows,Free to try,Print2Flash
1356,"Create journal entries for payments, purchases, receipts, and deposits.",Mac,Free,Express Accounts Free Accounting Software for Mac
1357,Convert PDF to Word.,Windows,Free to try,Convert Pdf to Word
1358,Convert Ppt/Pptx format files to Jpeg images.,Windows,Free,Ppt/Pptx to Jpeg Converter 3000
1359,Manage your tasks easily.,Mac,Free to try,OmniFocus
1360,Put a spotlight around your cursor and dim surrounding area while doing a presentation.,Windows,Free to try,Presentation Pointer
1361,Accurate and adaptive speech recognition software.,Mac,$199.99,Dragon Dictate
1362,"Choose a text, customize its appearance and scroll this text across a screen.",Windows,Free to try,TeleScreen-32 Pro
1363,"Convert PNG, GIF, JPEG, JP2, J2K, TIFF, and BMP images to PDF.",Windows,Free to try,Advanced Image To PDF Converter
1364,"Add Skype contacts to Outlook contacts, chat with a Skype user, and call to any phone number.",Windows,Free to try,Look2Skype
1365,Maintain long-term profitable relationships with your customers.,Windows,Free,SprinxCRM Free Edition
1366,Rewrite texts by substituting suitable words.,Windows,Free to try,Article Rewriter Software
1367,Create auto calculated pay stubs.,Webware,Free,Paystub Generator
1368,Create auto calculated pay stubs.,Webware,Free,Paystub Generator
1369,"Share, view, and edit files remotely with your MSN or Skype contacts.",Windows,Free,Gogrok
1370,Manage your business accounting.,Windows,Free,TurboCASH
1371,Replace your default notepad with an advanced one with extra editing functions.,Windows,Free,Type It
1372,Create your own customized flowcharts and diagrams.,Windows,Free to try,Easy Flowchart
1373,Looking to sell your car or upgrade your mobile?,Android,Free,OLX Pakistan
1374,Sync documents and files between your PC and Palm device.,Windows,Free to try,Documents To Go
1375,Perform calculations and express the result in various linear measures.,Windows,Free to try,Metes and Bounds
1376,Convert your handwriting into a TrueType font.,Windows,Free,My Font Tool
1377,Fill out your time sheets in a snap.,Windows,Free to try,Time Is Money
1378,Build LinkedIn network within your Outlook.,Windows,Free,LinkedIn Outlook Toolbar
1379,Broadcast faxes in high volume with a simple marketing tool.,Windows,Free to try,Impact Fax Broadcast
1380,Convert Excel files into VCF (vCard) format.,Windows,Free to try,Excel To VCF Converter Software
1381,"Remove duplicates from Excel list, compare two worksheets for duplicates/uniques.",Windows,Free to try,Duplicate Remover for Excel
1382,"View, print, mark up, and compare PDF, TIFF, HPGL, and AutoCAD files.",Windows,Free to try,Brava Desktop
1383,Create an image file from any Windows document or file.,Windows,Free to try,Tiff-XChange
1384,Transform your PowerPoint presentations into video files and burn them to DVDs.,Windows,Free to try,PowerPoint to Video DVD
1385,Track your multiple projects focusing on schedules with a list-oriented entry method.,Windows,Free to try,123-Project
1386,Create and edit texts.,Windows,Free,iWrite
1387,Control your computer using your voice.,Windows,Free to try,Talkie
1388,Open and view PDF files using multi-page viewer with zoom and fit options and navigation toolbar.,Windows,Free,All in One PDF Lite
1389,Remove password protection in one or more MS Excel files.,Windows,Free to try,Excel Remove Sheet & Workbook Password Protection Software
1390,Calculate and analyze heating and air conditioning loads in commercial buildings.,Windows,Free to try,ComfortAir HVAC Software
1391,Open Microsoft project files or create projects and tasks.,Windows,Free to try,ProjectSimple
1392,Manage your sales.,Mac,Free to try,Pipeliner CRM
1393,Clean up badly formatted text from a variety of sources.,Windows,Free to try,Text Cleanup
1394,Manage your foodservice business.,Windows,Free to try,Multi Pos for Restaurant
1395,Create a precise plan for your business project.,Windows,Free to try,PlanBee
1396,"See important Outlook e-mail information at a glance, without having to open the message.",Windows,Free to try,New Mail Notifier
1397,Extract pages or page ranges from PDF documents.,Windows,Free to try,Advanced PDF Page Extractor
1398,Build your own e-commerce Web site that is search engine friendly.,Windows,Free,Shopfitter
1399,"Create any size of label with barcodes, text, shapes, or images.",Windows,Free to try,Barcode Label Maker Deluxe
1400,Escape the tedious chore of filling out paperwork by hand.,Windows,Free to try,Scan&Fill II
1401,Create documents using a library of saved examples and provided templates.,Windows,Free to try,DocBuilder for Microsoft Word
1402,Send and receive fax from single computer or Network.,Windows,Free to try,FaxMail Network for Windows
1403,Calculate rates of return using the Internal Rate of Return (IRR) method .,Windows,Free to try,Financial Calculators
1404,Manage your schedule with My Walmart Schedule.,Android,Free,My Walmart Schedule
1405,Manage your restaurant/Bar business.,Windows,Free to try,Restaurant Maid
1406,"Parse any commonly found delimited data formats, CSV, fixed width, Excel, and XML in .Net.",Windows,Free to try,CsvReader
1407,Manage patient records and appointments for a medical office.,Windows,Free,Medix Doctor
1408,Manage equipment and software on your network.,Windows,Free to try,Network Inventory Manager
1409,View DOC files without Microsoft Word.,Windows,Free,Free Doc Viewer
1410,Determine the pressure of flowing liquids.,Windows,Free to try,SF Pressure Drop
1411,"Track payments, receipts, create invoices, and produce professional-looking financial statements.",Mac,Free,Manager
1412,"Calculate size, flowrate, or pressure drop for gas and liquid orifices.",Windows,Free to try,AGA-3
1413,"Create invoices, packing list, shipping labels, and inventory listings with your own logo.",Windows,Free to try,GT Invoice Maker
1414,Convert topics in CHM file to Microsoft Word Documents to print or edit.,Windows,Free to try,CHM2Word 2012
1415,"Schedule your jobs, service items, punch lists, and warranty items.",Windows,Free to try,VirtualBoss
1416,"Track vehicle maintenance, fuel, and total expenses records.",Windows,Free to try,Fleetmate
1417,Manage and reuse your existing PowerPoint presentations by creating new ones.,Windows,Free to try,Slide Executive xPoint
1418,"Schedule staff, manage workforce deployment, and allocate resources.",Windows,Free to try,Schedule24 Staff Scheduler
1419,Create an e-commerce solution for your Web site.,Windows,Free to try,NetStores FrontPage 2000 2002 Shopping Cart Addin
1420,Convert your PowerPoint presentations into small-sized files viewable with a media player.,Windows,Free to try,Streaming PowerPoint Toolkit
1421,"Manage and create colorful spreadsheets, tables, and charts.",Windows,Free,SSuite Accel Spreadsheet
1422,"Create and manage quotation, bill, invoice, purchase, sale, stock,  and finance.",Windows,Free,NBL Business Suite 2 Free
1423,Manage customer complaints and service contracts.,Windows,Free,Service Desk Lite
1424,"Convert PowerPoint to video in all format, such as PowerPoint to AVI, MP4.",Windows,Free to try,Leawo PowerPoint to Video Pro
1425,Compare two blocks of Microsoft Excel cells and find differences between them.,Windows,Free to try,Excel Compare Data In Two Tables Software
1426,"Convert Microsoft Word documents to LaTeX and XML, including equations, tables, and figure.",Windows,Free to try,Word-to-LaTeX
1427,"Get a self-calculating IRS Form 1120S, S Corporation Tax return.",Windows,Free to try,IRS Form 1120S Corporation Tax Return
1428,Prepare detailed monthly cash flow projections.,Windows,Free,Cashflow Plan Free
1429,Open and view CSV files.,Windows,Free,CSV Viewer
1430,Convert your Excel workbooks to PDF.,Windows,Free,Excel to PDF Converter
1431,Access and control a remote PC.,Windows,Free,Supremo
1432,"Browse, edit, and create data in with this MySQL client.",Windows,Free,HeidiSQL
1433,Convert PDFs to Word or Excel format.,Mac,Free to try,Solid Converter Mac
1434,Graphing and data analysis tool.,Windows,$199.95,Synergy KaleidaGraph
1435,Create custom payroll calculations in Microsoft Excel.,Windows,Free to try,Excel Payroll Calculator Template Software
1436,Decipher and save FileZilla.xml passwords.,Windows,Free,Filezilla Password Decoder
1437,"Make lots of list-based sales calls and setting appointments. 
",Windows,Free,TeleMarketing Software System
1438,"Take, store, and print phone messages in standard systemized form.",Windows,Free,Phone Messages
1439,Convert PPT files to DOC format.,Windows,Free to try,Ailt PPT to DOC Converter
1440,Track and record expenses.,Windows,$9.95,Family Budget
1441,Scroll your custom text at full-screen resolution on your computer monitor.,Windows,Free to try,Scrolling Teleprompter Software
1442,Add sales and marketing power to your Visio drawings.,Windows,Free to try,Amazing Visio
1443,"Send or receive messages to or from phones, pagers, mobile phones, and faxes.",Windows,Free to try,Integrated Notification System (IVR)
1444,Export any data defined in Address Book straight to Excel or other formats.,Mac,$3.99,Exporter for Contacts
1445,Supply an affordable web enabled service management for your help desk solution.,Windows,Free to try,DataTrack System
1446,"Create, edit, markup, sign & secure PDFs.",Windows,Free to try,DeskPDF Editor X
1447,Manage and organize your disc collection.,Windows,Free,CD Archiver
1448,Track and bill time toward any number of clients and projects.,Windows,Free to try,Time Tool
1449,Convert PowerPoint files to WMV & ASF for free.,Windows,Free,Leawo PowerPoint to Video Free
1450,"Accurately converts PDFs to Microsoft Word, Excel, HTML and Images.",Mac,Free to try,DeskUNPDF Converter
1451,Send bluetooth multimedia messages to mobile phones.,Windows,Free to try,AreaBluetooth Proximity Marketing Light
1452,Handle accounting and billing operations for your enterprise.,Windows,Free to try,Marg
1453,Count the time spent on different activities.,Windows,Free to try,Actitime
1454,Generate designs for Structural Engineering use.,Windows,Free,BS8110 Rectangular RC Slab Design
1455,"Share your project plans with your customers, vendors, and partners.",Windows,Free,Smartworks - Project Planner Reader
1456,Manage all inventory and accounting works of a small company.,Windows,Free to try,Almyta Inventory Distributor
1457,"Use a collection of letter, Avery label, and correspondence templates.",Windows,Free to try,Business Letter Templates for Word
1458,Schedule and track preventive maintenance of your equipment.,Windows,Free,PMSS (Preventive Maitenance Scheduling System) Basic
1459,Earn extra money from your Web site by adding a service that everybody needs.,Windows,Free,GIHS Affiliate Master Program
1460,Create and personalize your e-shop home page.,Windows,Free,Quick.Cart
1461,Create PDF with a wide range of file and graphic formats support.,Windows,Free,7-PDF Maker Portable
1462,"Create, operate, and maintain an online store. ",Windows,Free to try,MidiCart PHP Shopping Cart
1463,displays held keys while taking screenshots,Mac,Free,KeyCastr
1464,Get reference on US ZIP codes with latitudes and longitudes.,Windows,Free to try,Zipwise Zip Codes
1465,Convert Office Open XML templates to Office Open XML documents.,Windows,Free,DOTX to DOCX Converter
1466,"Read barcode from images, PDF and TIFF.",Windows,Free,Bytescout BarCode Reader
1467,Manage employee attendance and database in MS Access.,Windows,Free,Employee Attendance Tracker and Database for MS Access
1468,Create and modify TXT files.,Mac,Free,Really Simple Text
1469,Convert your XML documents into PDF format.,Windows,Free to try,AZ XML to PDF Converter
1470,Compute the design calculations of shell and tube heat exchanges.,Windows,Free to try,Shell and Tube Heat Exchanger Design
1471,Use a block of Microsoft Excel cells to produce XML documents.,Windows,Free to try,Excel Table To XML Converter Software
1472,Communicate with other YouTube users and get more Videos views. ,Windows,Free,Tube Toolbox
1473,Write manuscript for submission or self-publishing on PC.,Windows,Free to try,Scrivener
1474,Solve sudoku puzzles quickly.,Windows,Free,Excel Sudoku Solver
1475,Convert Microsoft Word documents to PDF format and add digital signatures to the outputs.,Windows,Free to try,PDFExec For MS Word
1476,"Share and sync Outlook contacts, sharing items via email without Exchange server.",Windows,Free to try,ShareContacts for Outlook
1477,View MDB files without an Access license.,Mac,Free to try,MDB Explorer
1478,"Find, manage, and organize your documents.",Windows,Free to try,DocuXplorer
1479,"Import text files from legacy, mainframe, non-windows-based systems into databases or spreadsheets.",Windows,Free to try,Import Wizard
1480,Calculate your expenses and receive professional reports.,Windows,Free to try,Expense Reports Pro
1481,Manage your project by creating a Gantt chart.,Windows,Free to try,AdeptTracker Professional
1482,Automate the flashing process for CDMA phones.,Windows,Free,Wireless Workshop
1483,Manage your presentation with a projector with ease.,Windows,Free to try,Presentation Assistant Pro Portable
1484,Provide access for your employees to the email clients on their BlackBerry mobile.,Windows,Purchase,BlackBerry Enterprise Server
1485,Monitor and test your system speed.,Windows,Free,Speed Test Pro
1486,"Connect ""Microsoft Fax"" and ""Windows Fax and Scan"" to a VoIP system that supports SIP T.38.",Windows,Free to try,VoIP Plug-in for Microsoft Fax
1487,"Create complete, powerful e-commerce Web sites.",Windows,Free,Shopping Cart for NetObjects Fusion/MX - NetStores Ecommerce Components
1488,"Write a better resume, land a better job, and earn a higher salary.",Windows,Free to try,ResumeMaker Ultimate
