,Description,Platform,Price,Product
613,Open and view EPS images.,Windows,Free,EPS File Viewer
614,Create your own photo collages.,Windows,Free to try,Photo Collage Platinum
615,Create a movie slideshow from your digital photos.,Mac,Free to try,Photo to Movie
616,"Squeeze your photos, images, and more into streamlined JPEGs that speed up download time.",Windows,Free to try,JPEG Cruncher Pro
617,3D animation software for Macromedia Flash,Mac,$229.00,Swift 3D
618,Create Web albums or online screen shows and store your digital photos and scanned images.,Windows,Free to try,CodedColor PhotoStudio Pro
619,Process images and develop Java applications.,Windows,Free,ImageJ (32-bit)
620,Add effects to your photos.,Windows,Free to try,PerfectPhotos
621,"Best Selfie photo Editor for Facebook, Instagram and Twitter.",iOS,Free,InstaBeauty -Camera&Photo Editor&Pic Collage Maker
622,"Covert, manipulate, and edit image files.",Mac,Free,ConvertImages (OS X)
623,"Resize and convert JPEG, BMP, PNG, TIFF, PCX, and other image files.",Windows,Free to try,iRedSoft Image Resizer(32 bit)
624,"Resize and convert JPEG, BMP, PNG, TIFF, PCX, and other image files.",Windows,Free to try,iRedSoft Image Resizer(32 bit)
625,Convert any PSD file to the standard JPG image format.,Windows,Free,Free PSD to JPG Converter
626,"Scan, oragnize, and edit your pictures with this program.",Windows,Free to try,PhotoGather
627,Edit and process digital images.,Mac,Free to try,Nikon Capture NX 2
628,Capture screenshots with ease.,Windows,Free,PrtScr
629,Make your photo awesome with many easy to use photo tools.,Webware,Free,iPiccy Photo Editor
630,Enhance the quality and resolution of images.,Windows,Free,QE SuperResolution
631,Repair corrupt JPEG/JPG image files.,Windows,Free to try,Stellar Repair for Photo
632,"Capture and manage screenshots of your applications, documents, and images.",Windows,Free to try,Capture View
633,"Extract, edit, and recombine selections from images.",Windows,Free to try,kjClipper
634,Turn your favorite photo into a poster.,Windows,Free,Wrapcandy Poster Maker
635,Protect your photos quickly. ,Mac,Free,Visual Watermark Free
636,Simulate appearance of your video displays.,Mac,Free to try,RetroScan Photoshop Plug-in
637,graphics effects program,Windows,Free to try,Repligator
638,Create stunning panoramas from photos.,Windows,Free to try,Stoik PanoramaMaker
639,Process batches of images.,Windows,Free to try,nEO iMAGING
640,"With 200 million users worldwide, Cymera is a powerful editor and an all-in-one beauty camera.",iOS,Free,Cymera - Photo & Beauty Editor & Collage
641,Build slide shows accompanied by your favorite songs.,Windows,Free to try,Slideshow Pro
642,Take vintage style photos in high resolution.,Android,Free,Retrica - The Original Filter Camera
643,HUJI Cam makes your moments as precious as the feelings of analog film with old memories.,iOS,Free,Huji Cam
644,"Design, edit, and print high-quality photos, albums, and scrapbooks.",Windows,Free to try,PhotoOne Print
645,Rotate your JPEG images and photos without affecting quality.,Windows,Free,JPEG Lossless Rotator
646,Recover your images from corrupted or formatted flash card.,Windows,Free,Photo Extractor
647,Convert pictures of JPEG and BMP format to JPEG 2000.,Windows,Free,JPEG 2000 Compressor
648,Create screensavers and presentations with various graphical effects and sound tracks.,Windows,Free to try,Music Slide Maker
649,Watermark text and images in batch mode.,Windows,Free,WatermarkLib
650,Compare your images by pixels.,Windows,Free,ImageDiff
651,Acquire images from TWAIN scanner simply and quickly.,Windows,Free to try,Scanitto Lite
652,Organize your photos and never forget when and where the pictures were taken.,Windows,Free,Album Burger Photograph
653,"Create and edit images on your Mac using aa set of image tools, filters, and effects.",Mac,Free to try,PhotoEdit
654,Cocoa image editor based on GIMP,Mac,Free,Seashore
655,Add clip art drawings to your digital photos and images.,Windows,Free to try,Photo Graffiti T
656,View any SVG files on your computer.,Windows,Free,Free SVG Viewer
657,Extract portion of an image and remove objects and background from images.,Windows,Free,Easy Background Remover
658,"Create flash and web galleries, geotag photos with GPS, and make feature-rich photo Web sites.",Windows,Free,JetPhoto Studio
659,Turn your digital photos into watercolor drawings and pencil sketches.,Windows,Free to try,AKVIS Sketch
660,Manage and edit several images at the same time.,Windows,Free,FireAlpaca 
661,Add stylized edge effects to your images.,Mac,Free to try,Auto FX Photo/Graphic Edges
662,"Edit your images with flood fill, gradients, vector shapes, drawing and erasing tools, with a fluid interface similar to iLife.",Mac,Free to try,Acorn
663,Capture and manipulate screen images.,Windows,Free to try,HardCopy Pro
664,Create unlimited photo effects and share the vision with the world.,Windows,Free to try,Photo Effect Studio Pro
665,Create mosaic images composed of many smaller ones of any kind.,Windows,Free to try,Mazaika
666,"Scan, process, and edit photos and images.",Windows,Free to try,SilverFast Canon Scanner Software
667,Capture screenshots on your PC.,Windows,Free,ScreenGrab
668,Render your images to fit the resolution of your monitor.,Windows,Free,Fullscreen Photo Viewer
669,Protect the images you have created with a watermark.  ,Windows,Free to try,AiS Watermark Pictures Protector
670,Create slide shows with your photos with music and fancy effects.,Windows,Free to try,Photo Slideshow Creator
671,Capture pictures of your screen with ease.,Mac,Free to try,Screen Catcher
672,"Remove blemishes, acnes and, spot stains on your photos.",Windows,Free,Free Photo Blemish Remover
673,Reveal everything about your digital photos.,Windows,Free,JPEGsnoop
674,Rename your digital photos and videos with the date they were shot.,Windows,Free,Namexif
675,Print snapshots of your screen instantly with the push of a button.,Windows,Free to try,RobSoftware Print Screen
676,"With the GoPro app, your latest footage moves to your phone and automatically transforms into a QuikStory--an awesome video with effects and music.",Android,Free,GoPro (formerly Capture)
677,Some codecs are not supported by licensing issues.,iOS,Free,KMPlayer
678,Take a 2D still picture of a human or an animal and animate it as a 3D talking character.,Windows,Free to try,Living Picture Maker Web Edition
679,Create exceptional print and scan experiences from the Start screen on your Windows 8 and 10.,Windows,Free,Epson Print and Scan for Windows 10
680,Create a data CD containing video and audio files.,Windows,Free to try,MediaCD
681,Split images into multiple equal parts.,Windows,Free to try,Image Cutter Software
682,"Preview, scan, edit, and enhance photos and documents.",Windows,Free to try,Photo Copier Professional
683,Convert JPG files to PNG format.,Windows,Free,Free JPG to PNG Converter
684,Shrink JPEG images with custom resolution.,Windows,Free,Image Shrinker
685,Download images from your digital camera.,Mac,Free to try,Cameraid
686,Create and customize photo slideshows.,Windows,Free,Lets Photo Express
687,Convert 2D images into 3D format.,Windows,Free,2D to 3D Converter Rev
688,Convert any digital picture into a full-color or black and white text style.,Windows,Free to try,ASCII Art Generator
689,Restore accidentally deleted pictures or prevent deleted picture recovery.,Windows,Free,Digicam Photo Recovery
690,"Recover lost JPEG, GIF, BMP, CRW, and other image files from any media.",Windows,Free to try,Digital PhotoRescue Professional
691,Create animated titles and graphics applying various effects and styles.,Windows,Free to try,Boris Graffiti
692,"Create slide shows, photo albums, video files, videoCD, and DVD.",Windows,Free to try,MySlideShow Gold
693,Convert image files between various formats.,Windows,Free to try,LS Image Converter
694,Remove noise from your digital images.,Windows,Free to try,Noiseware Standard Edition
695,"Don't wait for nine months to see your baby, all you need is two pictures.",Windows,Free to try,BabyMaker
696,Mix two pictures and save them in JPEG format.,Windows,Free to try,Face Off
697,"Generate slideshow with ""Ken Burns"" effect designed to play tens of thousands of photos efficiently.",Windows,Free,Simply Slideshow
698,Make your photos fun & attractived.,Android,Free,LINE Camera - Photo editor
699,Use this Photoshop 5.0 plug-in to keep images in black and white when converting to indexed color.,Mac,Free,Force Black and White Photoshop Plug-in
700,View various medical images.,Windows,Free,Medical Image Viewer
701,Resize a large number of images in batch format.,Windows,Free,EMCO Photo Reziser
702,Download any videos for local playing.,Windows,Free,VidMate HD Download for Windows 10
703,Extend the dynamic range of photos.,Mac,Free to try,Photomatix Pro
704,Manage and edit your digital photos.,Windows,Free to try,FotoWorks XL 2019
705,Create and publish your Web photo galleries with a couple of mouse clicks.,Windows,Free to try,Extreme Thumbnail Generator
706,Manage graphic files and playlists and play multimedia files.,Windows,Free,Zap Media Lite
707,Design 3D buttons for your Web menus or applications.,Windows,Free to try,3D Button Creator Gold
708,Turn your family photo albums into attractive Web pages.,Windows,Free,NeoPhoto
709,"Manage, optimize, archive, and present your photos.",Windows,Free to try,Magix Photo Manager Deluxe
710,"Manage, edit, resize, and print out your digital images.",Windows,Free to try,Digital Photography Software
711,Create your own animated slideshow and bring them in motion.,Windows,Free,Momento Express
712,View images on networked preview stations.,Windows,Free to try,EPS
713,Edit photos and videos on your desktop.,Windows,Free to try,Adobe Photoshop Elements 8 and Adobe Premiere Elements 8 Bundle
714,Upload your photos or graphics and share or link it to thousands of Web sites.,Webware,Free,Photobucket
715,Add text or watermark to pictures and images.,Windows,Free to try,Watermark Factory - advanced watermark creator
716,"Create colorful images with star, lighting, and sky effects.",Windows,Free to try,Stick Photo Star
717,"Make labels for CDs, DVDs, and packaging.",Mac,Free to try,DiscLabel
718,"Compare photos, find duplicates, delete similar images, and manage your albums.",Windows,Free to try,Duplicate Photo Cleaner
719,Crop and add QuickTime effects to several image formats.,Mac,Free,Goldberg
720,Convert multiple TIFFs to JPGs.,Windows,Free to try,TIFF To JPG Converter Software
721,"Make your own collages, photos, and more on Muzy. Over 20 million people use Muzy as the free, all-in-one way to share their creative side....",iOS,Free,"Muzy: Photo Editors, Collages, and More"
722,"Apply various art filters and stunning effects to your photos, as you share them with your friends.",Android,Free,Prisma
723,Resize and convert digital photos.,Windows,Free,Photo Resize Magic
724,Recover pictures or images from any iPod or iPhone to your Windows PC.,Windows,Free,Pod Photo Transfer
725,View and resize your image files.,Windows,Free to try,Dema Image Resizer 2005 with B-Spline
726,Make every pic perfect with the best selfie camera and photo editing app.,iOS,Free,YouCam Perfect - Photo & Selfie Editor
727,Process and edit scanned images.,Windows,Free to try,SilverFast Epson Scanner Software
728,"Arrange, scan, preview, print, and present your digital images.",Windows,Free to try,SkyView
729,Convert popular image types into an Avatar.,Windows,Free,Avatar Sizer
730,"Crop, resize & email photos quickly & intuitively.",Mac,Free to try,EasyCrop
731,"Create artwork, correct color, retouch scanned images.",Windows,Free to try,Adobe Photoshop CC
732,"Process RAW, JPEG, and TIFF images from your digital camera.
",Windows,Free to try,ArcSoft PhotoStudio Darkroom
733,Give photos on your iPhone a dramatic look by converting them to black and white pictures.,iOS,$1.99,ColorSplash for iPhone
734,Manipulate images by warping and morphing different characteristics.,Windows,Free to try,Warp
735,Enhance your digital photos with analog photographic effects replications using a Photoshop plug-in.,Windows,Free to try,PhotoKit
736,"Design and print CD/DVD labels and covers for your music, photo and video collections.",Mac,Free to try,Disc Cover
737,Create your own greeting cards.,Mac,Free to try,Greeting Card Factory
738,"Edit, view, and print ASCII art.",Windows,Free to try,ASCII Art Studio
739,Combine a group of images into a single image.,Windows,Free to try,Join Multiple JPG Files Into One Software
740,Turn an ordinary image to extraordinary and funny.,Windows,Free to try,Magic Mirror
741,Add effects and enhance your images on Windows 8 device.,Windows,Free,PhotoFunia for Windows 8
742,Crop your JPEG photos without affecting their quality.,Windows,Free,Photo Cropper
743,Capture the precious moments with ease and elegance without the hassle of applying filters afterwards.,iOS,Free,Candy Camera
744,Manage your Canon EOS digital SLR remotely from a PC.,Windows,Free to try,DSLR Remote Pro
745,"Fix stains & wrinkles, remove unwanted objects.",Windows,Free,Free Clone Stamp Tool
746,Mix up multiple faces or generate thousands of synthetic photo-realistic faces.,Windows,Free to try,Abrosoft FaceMixer
747,Convert PostScript files to EPS graphics with this image conversion utility.,Mac,Free to try,EPS Factory
748,Restore deleted and formatted files on your digital camera or other removable media.,Windows,Free to try,RecoverPlus Photo Recovery
749,Apply various visual effects to your webcam images.,Windows,Free,Free Photo Booth
750,Share your pictures on Facebook automatically.,Android,Free,Camera for Facebook
751,"Colour your photos, perfect hue and enrich saturation.",Windows,Free to try,Tintii
752,Combine pictures and effects to create amazing images.,Windows,Free to try,Play With Pictures
753,Photo album and image browser.,Windows,Free to try,CyPics
754,Restore and batch process low-quality JPEG images.,Windows,Free to try,JPEG Image Enhancer
755,Paint and edit your pictures.,Windows,Free to try,Cool Paint
756,Collects images and fonts for Illustrator documents.,Mac,Free to try,Art Files
757,"Organize photos with face recognition, easy tagging, and social media sharing.",Windows,Free,Fotobounce
758,"Manage, convert, and edit images with filters, effects, and colorizing tools.",Windows,Free to try,RahmanImager Professional
759,Add Digital bookmarks and protect your photos.,Windows,Free,Easy Watermark Studio Lite
760,for making environment maps from fisheye photographs,Mac,Free,DeFish
761,Create photo collages and digital scrapbooks from your images.,Windows,Free to try,Aleo Photo Collage Maker
762,Modify the dots-per-inch rate of any JPEG files.,Windows,Free,Change dpi 
763,Scan a folder and discover all and every duplicate or just similarly looking images in it.,Windows,Free,Image Search Pony
764,Create and print passport photos from home.,Windows,Free to try,Passport Photo Studio
765,Photo Editor by BeFunky.,iOS,Free,BeFunky - Photo Editor & Collage Maker
766,Create stylish pages for print.,Mac,Free to try,QuarkXPress 2020
767,Edit and give life to your digital images.,Windows,Free,Photo Editor for Windows 8
768,drag & drop tool for quickly making animated GIFs,Mac,Free,GIFfun
769,"Convert, modify, and manage image files.",Windows,Free,ImageTasks
770,Detect and merge separate multiple-page WinFax files into a single multiple-page FXM fax file.,Windows,Free,WinFax Merger
771,Use images from your Canon camera via Wi-Fi.,Android,Free,Canon Camera Connect
772,"Describe the content of image, video, and audio files.",Windows,Free to try,Media Purveyor
773,Update the firmware on your Canon EOS 20D camera to take advantage of the latest features.,Windows,Free,Canon EOS 20D Firmware Update
774,"View, convert, and manipulate your images.",Windows,Free to try,UniView
775,The unique Cut and Paste photos app that allows you to cut from multiple photos into one and merge them together.,iOS,Free,Cut Paste Photos Pro - Chop Edit Merge Photos App
776,"Enhance, manage, and print digital photos.",Mac,$79.99,ArcSoft PhotoStudio
777,"Update for  Premiere, Flash, Creative Suite Production Premium apps.",Mac,Free to try,Adobe Media Encoder CC 2015.0.1
778,Modify your photos based on traditional darkroom techniques.,Windows,Free,LightZone
779,Create photo slideshows with effects and music.,Windows,Free to try,PerfectPhotoShow
780,"Organize, manage, modify, share, and print your digital photos directly from your IE browser.",Windows,Free,Fotomat - Digital Foto Manager
781,"Add grain, noise, and other pixelation effects with plug-in filters.",Windows,Free,Mezzy Deluxe
782,Create animated Flash shows from your digital photos and MP3 music.,Windows,Free to try,PhotoPulse
783,"Take photos using your webcam, add amazing effects and download or share it on Facebook.",Webware,Free,Pixect
784,"Enhance your photos, Web sites, and desktop wallpapers.",Windows,Free to try,Photo Frame Genius
785,Create a photomosaic with your own image collections.,Windows,Free to try,Easy Mosaic 2005 Spring Version
786,Combine pictures and effects to create amazing images.,Mac,Free to try,Play With Pictures
787,Display driver,Windows,Free,NVIDIA GeForce FX 5600
788,"Capture windows, objects, menus, full screen, and images on your PC.",Windows,Free to try,FastStone Capture Portable
789,Transform your face using Artificial Intelligence in just one tap.,Windows,Free,Face App for Windows 10
790,"Read, write, and manipulate images in various formats.",Windows,Free,ImageMagick
791,"Store, browse, and search Web content on the go.",Windows,Free,Webaroo
792,View images on your Mac.,Mac,$15.00,PhotoGrid
793,Transform your face using Artificial Intelligence in just one tap.,Windows,Free,Face App for Windows 10
794,Convert EPS files to various popular image formats.,Windows,Free,Free EPS Converter
795,Customize your icons and edit Mac and PC icon resources.,Mac,Free to try,Iconographer
796,Modify and improve your images  quality.,Windows,Free to try,Topaz Vivacity
797,Convert PNG image files to ICO icons with all kinds of size options.,Windows,Free,Free PNG to ICO Converter
798,Modify and add effects to your pictures on MySpace and Facebook.,Webware,Free,LunaPic
799,Create photo collages using various tools and features.,Windows,Free,Free Photo Collage Maker
800,Convert multiple images into single or multiple PDFs with sizing and positioning control.,Windows,Free,JPEG to PDF
801,Find and remove duplicate photos.,Windows,Free to try,Image Comparer
802,Optimize your copy of Adobe Photoshop 5.5 for the G4 processor with these plug-ins.,Mac,Free,Photoshop AltiVec G4 Plug-Ins Update
803,"Modify, organize, and manage your images.",Windows,Free,DaVinci
804,"Restore old and damaged photos from your family archive by removing scratches, stains, and other defects.",Windows,Free to try,AKVIS Retoucher
805,Create collages from your images.,Windows,Free to try,Microsoft Research AutoCollage 2008
806,Turn your picture into beautiful video.,Windows,Free to try,Smideo 
807,Rotate and resize your JPEG and GIF images and photos in batch mode.,Windows,Free to try,Bulk Image Resizer
808,Clean portraits and skin without losing structural detail.,Windows,Free to try,Topaz Clean
809,"Import, organize, archived, and manage your digital photos.",Windows,Free to try,Smart Photo Import
810,Blend your photos together into an amazing work of art.,iOS,$1.99,PicMix
811,photo recovery tool,Windows,Free,PicaJet Photo Recovery
812,Join millions of creators on Adobe Photoshop Express - a photo editor and collage maker on Android.,iOS,Free,Adobe Photoshop Express:Photo Editor Collage Maker
813,Get a benchmarking solution based on Cinema 4D.,Mac,Free,Cinebench
814,Enhance photos taken with cameraphones by applying specially designed filters.,Windows,Free to try,Stoik Cameraphone Enhancer
815,Resize large pictures in either batch mode or single mode without losing photo quality.,Windows,Free to try,Picture Resizer
816,Live Player is a professional streaming media player for your smartphone.,iOS,Free,Live Player - Professional Streaming Media Player
817,"Manage, view, convert, and edit your images.",Windows,Free,FastStone Image Viewer Portable
818,Edit raster images and animations.,Windows,Free,GraphicsGale
819,Create multi-photo paintings and photo-art painting effects.,Windows,Free,Mosaizer Pro
820,Read and manipulate RAW images from digital cameras.,Windows,Free,Able RAWer
821,"The Hik-connect app is designed to work with Hikvision series DVRs, NVRs and IP cameras which support Cloud P2P function.",iOS,Free,Hik-Connect
822,"Perform 3D painting, sculpting, modeling, texturing.",Mac,Free to try,Pixologic ZBrush
823,Perform various operations with digital photos.,Windows,Free to try,Helicon Filter
824,"View, convert, and print graphic files in normal, batch, and command line modes.",Windows,Free to try,Able Graphic Manager
825,Turn 2Dimensional objects into 3D-shaped figures.,Windows,Free to try,3D Maker
826,Apply photo filter effects on digital photos or images.,Windows,Free to try,Citra FX Photo Effects
827,View EXIF image data from Internet Explorer.,Windows,Free,Opanda IExif
828,"Store, organize, and protect your digital images in an MS Access database.",Windows,Free to try,Image Albums (For Microsoft Access)
829,Make your landscape photo unique.,Windows,Free to try,Magic Landscape Filter
830,"Batch resize, compress and save images as JPEG.",Mac,Free,iResize
831,Create custom photo greeting cards for any occasion.,Windows,Free to try,Greeting Card Builder
832,Automate processing of ID photos.,Windows,Free to try,IdPhotos Pro
833,"Draw and manipulate lenses, crystals, and glass surfaces in Photoshop.",Windows,Free to try,LensPro III for Adobe Photoshop
834,"piZap is a fun, and easy way to edit photos, make MEMEs, design collages, and decorate your photos with stickers and effects.",iOS,Free,"piZap Photo Editor, Collage Maker & Stickers"
835,"View, browse, edit, and manipulate digital images.",Windows,Free to try,IvanView
836,Convert and batch process any type of graphic files.,Windows,Free to try,Smart Converter CL
837,Add a set of various effects to your Adobe Photoshop.,Windows,Free,Xero Plugins - Set 4
838,"Browse images and videos, create virtual albums and publish them as Web pages, and present slide shows.",Windows,Free,Quick Album
839,Create realistic flipping digital photo album with sounds.,Windows,Free to try,FLIP Flash Album Deluxe
840,Generate thumbnails for your image CDs.  ,Windows,Free to try,Thumbs
841,OpenGL picture & comic viewer,Mac,Free,FFView
842,"Watch any web-video, online movie, livestream or live tv show on your Samsung Smart TV (2010-2016 TV models).",iOS,Free,Video & TV Cast for Samsung Smart TV with Remote
843,"auto NNTP downloader, decoder & previewer",Windows,$10.00,AutoPix
844,Update the firmware on your Canon Digital Rebel to take advantage of the latest features.,Windows,Free,Canon EOS Digital Rebel firmware update
845,View and comment digital camera JPEG photos using the EXIF format.,Windows,Free,Quick EXIF Writer
846,"Manage over 100,000 images in 3D view.",Windows,Free to try,Click'n View
847,Create turning page or folding page effects for Adobe Photoshop and compatible hosts.,Windows,Free to try,AV Bros. Page Curl
848,Transform your scanned images and files into vector files.,Windows,Free,WinTopo
849,Create image with high dynamic range of brightness (HDR) from photos taken with different exposure.,Windows,Free to try,Fusion
850,Multiple library manager for iPhoto.,Mac,Free,iPhoto Buddy
851,Split images in your HTML to speedup load time.,Windows,Free to try,HTML Image Splitter
852,Create photo albums quickly and productively.,Windows,Free to try,DG Foto Art - Gold
853,Perform scientific pixel-by-pixel image processing and analysis.,Mac,Free,ImageJ
854,Convert your images between multiple formats.,Windows,Free,JPG JPEG to TIFF PNG GIF BMP Converter
855,Create big posters with small printers.,Mac,Free,PosteRazor
856,"Read, write, and manipulate images in various formats.",Windows,Free,ImageMagick (64-bit)
857,Create a digital photo album.,Windows,Free to try,Flash Album Creator
858,Edit your photos and make beautiful collages.,Webware,Free,PhotoCat
859,Create high-quality interactive slideshows.,Mac,Free to try,FotoMagico
860,Smooth skin surfaces while fully preserving facial details.,Windows,Free to try,Digital GEM Airbrush Professional Plug-in
861,Enlarge your photos by advanced photo enlargement engine.,Windows,Free to try,Wall Photo Maker
862,Manage and view your photos in different sites.,Windows,Free,Eye-Fi Center
863,"Read, write, and manipulate images in various formats.",Linux,Free,ImageMagick for Linux
864,Manage and view your photos in different sites.,Windows,Free,Eye-Fi Center
865,Restore your damaged graphic files and save them in BMP format.,Windows,Free to try,Picture Doctor
866,"Add metallic effects, motion blurs, and other effects to your images with these Photoshop-compatible filters.",Windows,Free to try,AmphiSoft Plug-ins
867,Prevent image files with malicious code to run on your computer.,Windows,Free,Picture It and Digital Image Security Update
868,Choose color schemes for your house based on photos of real objects.,Windows,Free to try,Color Style Studio
869,"Get a combination picture viewer, editor, database, and more.",Windows,Free to try,DSH Viewer
870,View images in a Desktop or Picture mode.,Windows,Free,Zoom Tool
871,"View archived image files with comics, manga, or photos.",Windows,Free,Honeyview
872,Convert and process your photos in batch.,Windows,Free to try,Contenta Converter Premium
873,Sort and edit your digital pictures.,Windows,Free,Edit Digi Pictures
874,SUPER POWER FX lets you add super powers to your videos turning you into a super hero.,iOS,Free,Super Power FX - Be a Superhero
875,Perform still-image masking using easy to master interface and workflow.,Windows,Free to try,Fluid Mask
876,"Change resolution, orientation, format, and name of your images.",Windows,Free,Easy Image Modifier
877,Convert multiple images' size and format.,Mac,Free,ResizeIt
878,MOLDIV is the all-in-one photo editor that offers everything you could wish for in photography.,iOS,Free,"MOLDIV - Photo Editor, Collage & Beauty Camera"
879,"Recover lost photo, video & audio files from memory cards and other popular storage devices.",Windows,Free to try,Disk Doctors Photo Recovery
880,Add name/logo/copyright/EXIF info as watermark to your digital photos.,Windows,Free to try,uMark
881,"Capture images from your monitor(s), annotate, and send to any destination.",Windows,Free to try,SPX Instant Screen Capture
882,Full-screen slideshow program/image browser.,Mac,Free,Phoenix Slides
883,"Optimize images for printing, publishing, and e-mailing in batch mode.",Windows,Free to try,PhotoPerfect DigiCam
884,Process your images and convert them to any of popular formats.,Windows,Free to try,Image Converter
885,Convert PowerPoint presentation files to Flash movies.,Windows,Free to try,FlashPoint
886,"Batch watermarking, resizing, format conversion...",Mac,Free to try,EasyBatchPhoto
887,"Crop, resize, rotate, correct colors, and optimize images.",Windows,Free to try,Click 2 Crop
888,"Find, share, and broadcast digital images directly to your PC.",Windows,Free,FilmLoop
889,Capture and share screenshots and desktop video.,Windows,Free,Grabilla
890,Find photos using simple and intuitive filters.,Windows,Free,Photology
891,View your image files on your Windows 8 device.,Windows,Purchase,My Photo Viewer for Windows 8
892,"Browse your photos and videos, organized by the people, places, and things that matter.",Android,Free,Google Photos
893,Convert images to JPEG format and edit them.,Windows,Free to try,AnyToGif
894,"Capture images from your computer screen, tweak and enhance, share them online instantly.",Windows,Free to try,ScreenDash Pro
895,Handle multiple images to shrink or resize them simultaneously on your PC.,Windows,Free,Shrink O'Matic
896,Highlight your mouse as it moves about the display.,Mac,Free,Highlighter
897,Capture or copy a Web page or its part.,Windows,Free,WebCollect Toolbar
898,Bring this wide range of painterly artistic effects to your image editor.,Windows,Free,Simplifier
899,Create professional-quality images and Web design.,Windows,Free to try,Pierresoft Adesign
900,"Compress GIF, JPEG, PNG, and HTML files to speed up your Web site.",Windows,Free,StripFile
901,"Create flash & web galleries, geotag photos with GPS, make feature-rich photo sites.",Mac,Free,JetPhoto Studio
902,Simulate plastic surgery effects in digital photos.,Windows,Free to try,Virtual Plastic Surgery
903,Raw converter and digital photo workflow software.,Mac,Free to try,Capture One Pro
904,Turn ordinary snapshots into beautiful portraits.,Windows,Free to try,AMS Beauty Studio
905,Convert images into ICO files.,Webware,Free,Favicon Generator
906,"Capture images from your computer screen and edit them, and create slide-show presentations.",Windows,Free to try,Easy Screenshot
907,View a large variety of image files.,Windows,Free,ImageGlass
908,Correct the EXIF date taken time and batch rename your digital photos.,Windows,Free to try,EXIF Date Changer
909,Edit and make quick adjustments to your pictures and photos with this light utility.,Windows,Free,Lightbox
910,"Make professional photo slideshow with music, 3D animation, and 250+ slide effects.",Windows,Free to try,SmartShow3D
911,"Display all images as a slide show, generate executable slideshow, Web gallery, screensaver.",Windows,Free to try,Able Photo Slide Show
912,Access and load photos with a super fast speed.,Mac,Free,Photo Viewer Free
913,Get an online photo editor.,Webware,Free,flauntR
914,Compress the size of your photos protecting the original quality.,Windows,Free,Caesium
915,Create high-quality animated Web banners.,Mac,Free to try,Headline Studio
916,Create and share photo albums over the web space.,Windows,Free,PhotoOnWeb
917,Organize your photos and create a database-driven album.,Windows,Free to try,Virtual Album - Photo Album Software
918,Add date  or time stamp to  capture JPG files.,Windows,Free to try,Visual Photo Time Stamp
919,Remove or fix red-eye effect easily.,Windows,Free,Free Red-eye Reduction Tool
920,Combine and automate differently exposed image processing on your PC.,Windows,Free to try,Photomatix Pro (64-bit)
921,Get the panoramic image stitcher for your PC.,Windows,Free,Image Composite Editor (64-Bit)
922,Read about how to use Adobe Photoshop Elements.,Windows,Free to try,Animated Introduction to Adobe Photoshop Elements
923,"View, modify, and manage your image files.",Windows,Free,Alternate Pic View
924,Cut TrueType fonts with your cricut machine.,Mac,Free to try,Sure Cuts A Lot
925,Make mosaic out of any picture.,Windows,Free,Patchwork Maker
926,Show and change geo data of images taken by digital cameras.,Windows,Free,GeoSetter
927,"Quark to HTML, DHTML, Word, eBook, Palm and more",Windows,Free,GLUON WebXPress
928,Convert images between different formats.,Windows,Free,Free Image Converter
929,"Browse, view, process, and convert multi format graphics with a vast arsenal of versatile tools.  
",Windows,Free,XnView Minimal
930,"Create, enhance and retouch images.",Windows,Free,Fotografix
931,Watch all your favorite videos in high quality without conversion.,Windows,Free,CnX Player for Windows 10
932,"Develop professional, standalone slide show presentations and photo albums.",Windows,Free to try,ShowMaker
933,Print photos and create PDF albums with automatic layout and labeling.,Windows,Free to try,PrintStation
934,Create collages using your digital photos.,Windows,Free to try,Auto Collage Studio
935,Create slideshows from your photos with music.,Windows,Free,Free Slideshow Maker
936,"Create screenshots, add notes, and apply visual effects with a single click.",Windows,Free to try,WinSnap
937,Download RM files with one click.,Windows,Free,Al Belooshi RAM Downloader
938,View and edit your image files from your PC.,Windows,Free,FreeVimager
939,"Convert, rename, and organize your photos.",Windows,Free,Contenta Converter Basic
940,Update iPhoto 5 to include a number of minor changes.,Mac,Free,iPhoto Updater
941,Display image thumbnails in a pop-up window.,Windows,Free to try,Instant ThumbView
942,Remove noise and recover detail in your photos.,Windows,Free to try,Topaz DeNoise
943,Improve image quality of your photography.,Windows,Free to try,DxO Optics Pro
944,"Create images, which, if you can focus your eyes correctly, turn into a real 3D picture.",Windows,Free to try,Stereogram Magician
945,"Resize the image for an e-mail, create thumbnail, or publish it to the Web in a batch mode.",Windows,Free to try,ImgResizer
946,Perform graphic design and production.,Mac,Free to try,Art Directors Toolkit
947,"Create, edit, and manage your photos, and publish them to your Web site.",Windows,Free to try,PX Gallery Wizard
948,Edit images and photos the intuitive way.,Android,Free,Wizard Photo Editor
949,Enlarge your photos using this application.,Windows,Free to try,Enlarger Pro
950,"Write the latitude, longitude, and altitude to the images EXIF headers and add them to the map.",Windows,Free to try,RoboGEO
951,Convert medical images in DICOM format with your PC.,Windows,Free,MicroDicom
952,"Get Stop Motion Studio, the world's easiest app to get you into stop motion moviemaking today.",Windows,Free,Stop Motion Studio for Windows 10
953,adds functions and security to 7.0x versions other than 7.05,Windows,Free,Adobe Reader Cumulative Update
