,Description,Platform,Price,Product
850,Launch your applications easily.,Windows,Free,Zoomy Dock
851,Display both local and UTC time on your desktop.,Windows,Free,Ham Clock
852,Switch from one open window to another by clicking an arranged window-snapshot list.,Windows,Free to try,WinGlance
853,Show the time in different cities.,Windows,Free to try,World Clock
854,Get a currency converter on your desktop.,Windows,Free,Desktop Currency Converter
855,Save the world from terrorists with your Winamp player.,Windows,Free,Team America: World Police Winamp Skin
856,Convert images to icons or icons to images.,Mac,Free,Img2icns
857,Search within the big database of the best German discussion board.,Mac,Free,Final Cut Pro Forum Search
858,Magnify and capture a portion of the screen.,Windows,Free,EzMagnifier
859,Run a portable version of the IcoFX icon editor.,Windows,Free,IcoFX Portable
860,Enhance Web sites and applications associated with all sorts of social networks.,Windows,Free,Free 3D Social Icons
861,Monitor the WiFi network or hotspot you are connected to.,Windows,Free,WiFi Status
862,Control your system volume easily.,Windows,Free,Volume Control Gadget
863,Decorate your Windows 7 OS with Spider-man theme.,Windows,Free,Spiderman Windows 7 Theme
864,cmm to lock or unlock a file,Mac,Free,Lock/Unlock
865,Create wallpaper themes that stretch your desktop background without distorting the aspect ratio.,Windows,Free to try,WallChanger
866,"Replace standard Windows tray clock with alarms, skins & add-ons support.",Windows,Free to try,Clock-on-Try Extended
867,Magnify your computer screen on demand.,Windows,Free,Moo0 Magnifier
868,play sound effect when pressing button,Windows,$25.00,Keyboard Sounder
869,Convert your images between various formats.,Windows,Free,PixRev
870,"Capture screenshots of desktop, scrolling Web pages, Web images, and menus.",Windows,Free to try,Super Capture
871,"Set reminders for upcoming events, set alarms to wake you up even if your computer goes to sleep.",Windows,Free to try,Aida Organizer
872,Take screenshots by single key press.,Windows,Free to try,Auto Screenshot Maker
873,"Manage Start Menu items, access Internet tools, and launch programs from one place.",Windows,Free to try,Engage
874,View RPF files easily.,Windows,Free,RPF Viewer
875,Mirror your iPhone or iPad to your Mac's screen using AirPlay.,Mac,Free to try,AirServer
876,Alert yourself to various important events.,Windows,Free to try,MP3 Alarm Clock
877,"Widget shows free music, tv shows, other content on itunes.",Mac,Free,Free iTunes Downloads
878,Read the latest RSS news headlines in the Middle East on your desktop.,Windows,Free,Aljazeera RSS Feed
879,Play a sound file at specified time.,Windows,Free,AlarmClock
880,Optimize your Windows 7 system with ease.,Windows,Free,SetteMaxer
881,Run any program installed on your PC by clicking a link inside an HTML page.,Windows,Free,WebRun
882,Turn your F1 to F10 keys into shortcut keys.,Windows,Free,The Big Red Button
883,"Count down, start stopwatch, or schedule alarm with resizable desktop timer. ",Windows,Free to try,Jumbo Timer
884,Create crosshair marker lines on your screen to help line things up.,Windows,Free,Screen Markers
885,Switch among many virtual desktops.,Windows,Free to try,Virtual Desk
886,Get a nice Flip Clock for your Mac OS X Dashboard.,Mac,Free,FlipClock
887,Share mouse and keyboard between multiple computers with different operating systems.,Linux,Free,Synergy for Linux
888,Save every useful piece of information in one place and have it available on all your PCs.,Windows,Free to try,Spartan Multi Clipboard
889,monitors the windows clipboard & store,Windows,Free to try,PasteItIn
890,Get a dedicated to dancers and the art of dancing Windows 7 theme.,Windows,Free,Dancers Windows 7 Theme
891,Write and stick notes on your Windows desktop and applications.,Windows,Free,Nargus DeskNote
892,Display hotkeys on virtual keyboard to help you to remember hotkeys.,Windows,Free to try,Hotkey Reminder
893,"Modify, animate, and manage your Windows desktop icons.",Windows,Free to try,Desktop Icon Toy (64-Bit)
894,Change your Recycle Bin icon to any of 40 different styles of toilet.,Windows,Free to try,Desktop Toilet
895,"Stop ""Skype home"" from loading when Skype starts.",Windows,Free,SkypeTuner
896,Minimize any desktop window to tray by various means.,Windows,Free to try,Actual Window Minimizer
897,Close (hide or minimize) and open multiple programs with the click of a button.,Windows,Free,Don't Panic
898,Customize the appearance of any opening window.,Windows,Free,Auto Window Manager
899,Take screenshots of your screen or individual windows with this Yahoo widget.,Windows,Free,Screen Shooter widget
900,Grab and save objects as they are copied to the Windows Clipboard. ,Windows,Free to try,Clip Plus
901,Get the transparent web browser for windows.,Windows,Free,aeroFox
902,disk/volume benchmark utility,Mac,Free,Disk Speed Bench X
903,Fake in front of your friends that you can track their mobile phones from your Android device.,Android,Free,Mobile Phone Tracker Free
904,Mount or create disk images & makes exact copies of disks.,Mac,Free to try,Apple Disk Copy
905,Find meaning and translation of words.,Windows,Free,Babylon Box
906,Enjoy a Jesus Christ theme for your Windows 7 system.,Windows,Free,Jesus Christ Windows 7 Theme
907,Customize the clock on the Windows taskbar.,Windows,Free,TClock Light
908,Experience the virtual desktop environment on your PC.,Windows,Free to try,Actual Multiple Monitors
909,Put a set of eyeballs in your menu bar or on desktop.,Mac,Free to try,Eyeballs
910,Places a small calendar on the desktop.,Mac,$3.99,CalendarOnDesktop
911,Disable some built-in features in WindowsXP.,Windows,Free,XP-AntiSpy
912,Disable some built-in features in WindowsXP.,Windows,Free,XP-AntiSpy
913,Improve your Windows shell navigation with customizable desktop toolbar and tray launcher.,Windows,Free,Advanced Launcher
914,Display an Islamic screensaver on your desktop.,Windows,Free,99 Allah Names with English Translation (1024x768)
915,Extend the Dock and get window previews whenever you hover your mouse over an app.,Mac,Free to try,DockView
916,Perform text translations on your desktop or Vista sidebar.,Windows,Free,Language Translator
917,See the current time on your desktop's wallpaper.,Windows,Free to try,ClockWallpaper
918,Automate tasks you perform on routine basis.,Windows,Free,AI Robot
919,Manage links to programs and documents using a handy alternative to the Windows Start menu.,Windows,Free to try,XStart
920,Customize an analog clock on your Desktop.,Windows,Free to try,Analog Desktop Clock
921,Adjust display brightness with high precision.,Mac,Free,Shades
922,Add a Bin Laden look to your Recycle Bin.,Windows,Free,Recycle Bin Laden
923,Customize your dock's color and appearance.,Mac,Free,cDock 2
924,Play BlackJack game.,Windows,Free,BlackJack
925,Check out this window manager that supports KDE and GNOME.,Linux,Free,Window Maker for Linux
926,View and launch all available Yahoo widgets in the specified folder.,Windows,Free,Widget Launcher
927,Hide icons on the desktop.,Mac,$5.99,Camouflage
928,Watch various video clips on your desktop.,Windows,Free to try,Video Desktop Dream Scape
929,Safari plugin captures web pages as image or PDF.,Mac,Free to try,Web Snapper
930,View the battery level of your Windows PC.,Windows,Free,Battery Meter
931,Back up and recover icon layouts.,Windows,Free,DeskSave
932,Add a cuckoo clock to your desktop.,Windows,Free to try,Parallaxis Cuckoo Clock
933,Bring the useful features of Mac OS 9 to Mac OS X.,Mac,Free,X-Assist
934,Envelope printing with barcode support widget.,Mac,Free,EasyEnvelopes
935,Create and enhance your desktop with custom-made avatars.,Windows,Free,Meez Avatar
936,Monitor and view your wireless network strength.,Windows,Free,iStat wireless
937,"Show the latest information, server time, and server speed on your desktop.",Windows,Free,RF Online
938,Share mouse and keyboard between multiple computers with different operating systems.,Linux,Free,Synergy for Ubuntu and Debian (64-bit)
939,"Modify system apps through ""haxie"" patches.",Mac,Free,Application Enhancer
940,rotates desktop pictures at specified intervals during the day,Mac,Free,DeskPictRotater
941,Speed up your internet connection,Windows,$29.95,DunSpeed
942,Shut off your PC monitor instantly.,Windows,Free,WinFlog
943,Store and edit thousands of clipboard data.,Windows,Free to try,ClipMate
944,Place a clock on your desktop.,Windows,Free,mxClock
945,Add a stopwatch to your Windows desktop.,Windows,Free,Desktop Stopwatch
946,"Launch your favorite programs, folders, and Web pages with just one click.",Windows,Free,sTabLauncher
947,Decorate your Windows 7 with a Toy Story 3 theme.,Windows,Free,Toy Story 3 Windows 7 Theme
948,"Store clipboard contents and access drives, folders, files, Favorites, and e-mail contacts.",Windows,Free,EasyClip
949,"Manage virtual desktops and workspaces.
",Windows,Free,WindowsPager
950,View PNR status of an Indian railway.,Windows,Free,PNR Status for the Indian Railway
951,Control several Macs with the same mouse & keyboard.,Mac,Free,Teleport
952,Set video as live wallpaper. change wallpaper every second.,Android,Free,Video Live Wallpaper FREE
953,create wallpaper slideshow,Windows,$14.95,AllWallpapers
954,Display your quick launch directory items on an expandable fish-eye floating widget.,Windows,Free,Quick Dock
955,Get a desktop background manager and switcher for Windows Vista and XP.,Windows,Free to try,Dream Manager
956,"Display the sunlit portion of the Earth, position of the Sun and lights at night. ",Mac,Free,Sunlit Earth
957,Access your Windows Live Messenger from your desktop or sidebar.,Windows,Free,Live Messenger Gadget
958,Launch programs with your mouse.,Windows,Free,Hot Corners
959,Get a stopwatch that displays elapsed time in the taskbar.,Windows,Free,Slimm Stopwatch
960,Visually browse and configure a variety of widgets submitted by various users.,Windows,Free,Adobe Dreamweaver Widget Browser
961,create PDF files easily and from any app,Mac,$84.00,Jaws PDF Creator
962,Improve your Windows 7 system notification area with a classic start menu.,Windows,Free,Taskbar Classic Start Menu
963,Change the look of Start Button in Windows 7.,Windows,Free,Windows 7 Start Button Changer
964,Turn off your computer at specified time.,Windows,Free,Shutdown
965,Switch between different cursors on your desktop.,Windows,Free,Change Cursor (64-Bit)
966,Convert C# code to VB or vice versa.,Windows,Free,Code Converter
967,Watch babies as they dance on your desktop.,Windows,Free,Dancing Baby
968,Keep track of your WiFi network status.,Windows,Free,WiFi-Tracker
969,Create or edit icons and cursors.,Windows,Free to try,IconCool Studio Pro
970,Identify over 400 languages used in a phrase or text.,Windows,Free,Polyglot 3000
971,Track hard drive activities of your computer.,Windows,Free,DKHardDrive-Light
972,Take advantage of multiple clipboards.,Windows,Free to try,CopyPaste
973,Make every folder look different on your computer.,Windows,Free,EfreeDVD Folder Icon
974,Turn off iTunes on a certain time.,Windows,Free,iTunes Sleep Timer
975,Free animated snow desktop wallpaper.,Windows,Free,Animated Snow Desktop Wallpaper
976,Get an onscreen virtual keyboard with multiple features on your desktop.,Windows,Free to try,Touch-It Virtual Keyboard Pro
977,Resize everything.,Windows,Free,Resize Enable
978,Show the status of your PC battery.,Windows,Free,Simple Battery Meter
979,Set an alarm and countdown timer.,Windows,Free,Generic Countdown Timer
980,Organize and manage opened windows on your desktop.,Windows,Free to try,Actual Title Buttons
981,Bartending guide: 775 classic & non-traditional drinks,Mac,$12.95,BarWare Deluxe
982,"You love the daily locksreen rotation of Windows Spotlight, but desperately can't find a good way to download those beautiful pictures permanently? Well, then this is an app just for you.",Windows,Free,SpotBright for Windows 10
983,Launch files and create tray icons or pop-up menus.,Windows,Free,Kana Launcher
984,Enjoy a colofrul theme for your Windows 7 system.,Windows,Free,Windows 7 Colorful Theme
985,Add a Start menu to your Windows 8 screen.,Windows,Free,Wentutu Start Menu
986,Set reminders to pop up at a specified time.,Windows,Free,On Time
987,iCal-integrated menu bar calendar.,Mac,Free to try,MenuCalendarClock for iCal
988,easy to use CCAD application,Mac,Free,DesignWorkshop Lite
989,Set a functional alarm clock right on your desktop.,Windows,Free,BestAlarmClock
990,Close all open windows at once: select apps you want to close and click Ok.,Windows,Free to try,Close All Windows
991,Convert FDF files into database formats.,Windows,Free to try,fdf-Converter
992,Open and manage virtual desktops on your PC.,Windows,Free,Portable VirtuaWin
993,Organize your desktop icons.,Windows,Free to try,Alive Desktop
994,Enable third-party software to suspend your PC instead of shutting it down.,Windows,Free to try,Shutdown Lock
995,Customize and colorize folder and file icons.,Mac,Free to try,Folder Icon Maker
996,Get the latest application feeds for your hand held devices.,Windows,Free,Latest Mobile Applications
997,"Get daily, weekly, and even yearly alarms on your desktop.",Windows,Free,AlarmXP Pro
998,Execute programs automatically at the time of your choosing.,Windows,Free to try,Aye Shutdown
999,Download and change your desktop wallpaper.,Windows,Free,My Daily Wallpaper
1000,Enhance your Windows console.,Windows,Free,Console
1001,Create your own marine aquarium. Select 15 fish from 150 fish species to grow.,Android,Free,aniPet Aquarium LiveWallpaper
1002,Quickly manipulate window position and size using keyboard shortcuts.,Mac,Free,ShiftIt
1003,Keep commonly used items handy for pasting.,Windows,Free to try,Clipboard Express Pro
1004,Adjust your system volume easily,Windows,Free,Volume Controler
1005,"For creating and managing hot keys, shortcuts.",Mac,Purchase,Spark
1006,Disable Microsoft Office 2010 starter advertisements.,Windows,Free,OfficeAdRemover
1007,Modify and mark your folders.,Windows,Free to try,Folder Marker Pro
1008,Get word translations from four different Web services.,Windows,Free,Desktop Translate
1009,Add a weather widget to your Windows 7 taskbar.,Windows,Free,WeatherBar
1010,Use abbreviations for frequently-used text strings and images.,Mac,Free to try,TextExpander
1011,Copy file and folder names to the clipboard directly from Windows Explorer.,Windows,Free,CopyFilenames
1012,Hide and unhide system tray icons.,Windows,Free to try,Icon Tray
1013,Edit your right click menu and add features in the way you want.,Windows,Free,Right Click Enhancer Portable
1014,Visual screen effects for your presentation and desktop.,Mac,Free,OmniDazzle
1015,Get a set of high quality hand-created UI gloss symbols.,Windows,Free to try,Toolbar Icons for FireMonkey
1016,"Change EXIF timestamp, file dates and other attributes.",Mac,Free to try,A Better Finder Attributes
1017,"Organize shortcuts and open files, folders, and applications easily.",Windows,Free,ToolBox
1018,"Get a desktop clock with a picture viewer, a calculator, and other functions.",Windows,Free,Clock Plus
1019,"Have several items in your clipboard, and easily swap between them.",Windows,Free,Shapeshifter
1020,Monitor and view CPU and RAM utilization from your sidebar.,Windows,Free,PerfomanceMeter
1021,"Savor exclusive backgrounds of Arsenal Football Club's symbolics, Robin van Persie, and the Emirates Stadium.",Windows,Free,Arsenal Windows 7 Theme
1022,Decorate your room it for yourself.,Windows,Free,My New Room 3
1023,Mute your startup chime or adjust its volume.,Mac,Free,Psst
1024,"See time and date around the world, set reminders, and customize the clock with skins.",Windows,Free to try,WorldTime Clock
1025,Share single mouse and keyboard between multiple computers with different operating systems.,Windows,Free,Synergy
1026,"Dim, colorize and scrub the menu bar.",Mac,Free to try,Menu Eclipse
1027,Multiplayer shooting game in the dashboard.,Mac,Free,Combat 3
1028,Display a customizable LED Banner on your desktop.,Windows,Free,LED Banner
1029,68k Mac emulator,Mac,Free,Basilisk II
1030,Increase the visibility of the mouse pointer/cursor.,Mac,$10.00,uPointer
1031,Enhance functionality of your Windows start menu.,Windows,Free to try,Aston Menu
1032,Set and display a countdown timer on your desktop.,Windows,Free,WinTimer
1033,Allow sharing one PC between multiple users.,Windows,Free to try,SoftXpand Duo Pro
1034,Get a 3D Sphere theme for Windows 7.,Windows,Free,3D Sphere Windows 7 Theme
1035,Remove the arrows from shortcuts.,Windows,Free,Windows Shortcut Arrow Editor 
1036,Draw and write on your computer.,Windows,Free,Sketch Screen
1037,Customize the Windows Explorer context menu.,Windows,Free,CMenuExtender
1038,Launch virtually any program from the taskbar.,Windows,Free,Tab BarLaunch
1039,Enhance your context menu in Windows Explorer.,Windows,Free,Lammer Context Menu
1040,Display the name and signal strength of your wireless network.,Windows,Free,Wireless Meter
1041,Enter the high technology world - set up free Anime Live Wallpaper HD backgrounds for passionate anime watcher like you.,Android,Free,Anime Live Wallpaper HD
1042,Add a customizable desktop alarm clock to your PC.,Windows,Free,nthClock
1043,Control volume levels without leaving your current work.,Windows,Free,VolumeTouch
1044,Modify the password of the local administrator account.,Windows,Free,Change Administrator Password
1045,Evaluate and adjust your monitor using 24 different testing methods.,Windows,Free,Eizo MonitorTest
1046,Find movies currently running in your area and get directions to them.,Windows,Free,Movies
1047,Add a countdown utility to your desktop and play a WAV file when the timer expires.,Windows,Free,Digital Timer
1048,"Get an enhanced ""God Mode"" administration in Windows.",Windows,Free,Windows God Mode
1049,Savor premium-quality backgrounds of AC Milan Football Club's glorious moments and symbolics. ,Windows,Free,AC Milan Windows 7 Theme with theme song
1050,Keep the desired application window above all other windows.,Windows,Free,Window On Top Portable
1051,Find and view Wikipedia articles on your desktop.,Windows,Free,Wikipedia
1052,Open and close windows with animated visual effects.,Windows,Free to try,ZoomOpen
1053,Control and hide your taskbar.,Windows,Free,Hide Taskbar
1054,Change the icons of your applications.,Windows,Free,Awan Icon Changer
1055,Play chess with your online friends.,Windows,Free,Chess
1056,Decorate your Windows 7 OS with The Avengers Windows theme with dialogue.,Windows,Free,The Avengers Windows 7 Theme
1057,Turn your Android or iOS device into an extra touch screen monitor for your Mac or PC.,Mac,Free,iDisplay Desktop for Mac
1058,Display a calendar on the desktop next to the system tray clock.,Windows,Free,QuickMonth Calendar
1059,Evaluate your typing speed.,Windows,Free,Typing Speedometer
1060,Multiply the power of your clipboard.,Windows,Free to try,Multi Clipboard
1061,Create small 32 x 32 Windows icons.,Windows,Free,Free Icon 32 Editor
1062,"Paste frequently used text, fill forms, insert passwords, with global hotkeys",Windows,Free to try,FastPaste
1063,Manage up to four desktops in a 3D rotating cube.,Windows,Free,Yod'm 3D
1064,Change your IM look to the kitty from the hit summer movie.,Windows,Free,Garfield: A Tail of Two Kitties IM icons
1065,"Search definitions, synonyms, and antonyms in webster.com.",Windows,Free,Webster Dictionary / Thesaurus Search
1066,Track your CPU and RAM usage.,Windows,Free,Speed Test
1067,Stylize your Android mobile phone UI easily,Android,Free,Launcher 8
1068,Remember all what you have copied to clipboard with clipboard history manager.,Windows,Free to try,Clipdiary
1069,"Change standard icon of folders, hard drives, and flash memory.",Windows,Free,Folder iChanger
1070,Set and display a timer on your desktop.,Windows,Free,Stop Watch
1071,Control the bell system of your school or factory.,Windows,Free to try,SchoolBell
1072,Check the status of your hardware configuration.,Windows,Free,VSO Inspector
1073,Save your text and image which is copied in the clipboard.,Windows,Free,Free Clipboard Manager 
1074,Switch themes of different styles on your Android device.,Android,Free,PandaHome
1075,Customize Windows Start Menu with a personal data manager and art module.,Windows,Free,Start PDM
1076,Change the desktop wallpaper for Windows 7.,Windows,Free,Change Starter Wallpaper
1077,Monitor the latest downloads at download.com.,Windows,Free,Download.com Gadget
1078,Install Windows 7 Theme dedicated to the millions of galaxies in the universe. ,Windows,Free,Galaxies Windows 7 Theme
1079,"Overprint text, barcode, and image to the blank preprinted business card, working card, and forms.",Windows,Free to try,Business Card / Working Card DIY Maker
1080,"Pick color from the mouse pointer and get its name, RGB, and hexadecimal values.",Windows,Free,Colorblind Assistant
1081,Monitor status of Indian Railways tickets.,Windows,Free,PNR Status
1082,Get any information about movies.,Windows,Free,Eax Movie Catalog
1083,Get sets of animated and romantic Smileys for your messages.,Windows,Free,Love II Smiley Collection for PostSmile
1084,Display a mirror image of yourself.,Mac,Free,Mirror Widget
1085,Install and enjoy Graffiti Art Windows 7 Theme pack.,Windows,Free,Graffiti Art Windows 7 Theme
1086,Control your PC settings with this tweaker utility. ,Windows,Free,XdN Tweaker
1087,Listen to British live radio stations.,Windows,Free,BBC Radio Gadget
1088,Provide easy access to the applications on your computer.,Windows,Free,YzDock
1089,"Create, customize, organize, and display multiple timers.",Windows,Free,Timer
1090,View details about your age and birthday.,Windows,Free,Birthday-Calculator
1091,Try our real waterfall live wallpaper with soothing waterfall sounds for free.,Android,Free,Waterfall Sound Live Wallpaper
1092,"Open any application, document, folder or an Internet page, by your voice commands.",Windows,Free,Typle
1093,Deliver Google News to your desktop.,Windows,Free,Google News Gadget
1094,Record all mouse and keyboard events.,Windows,$19.99,Desktop Macros
1095,This app allows you to quickly change your wallpaper with one single click on a widget.,Android,Free,Wallpaper Changer
1096,Set the alarm and be notified when it goes on.,Windows,Free,Desktop Timer
1097,Hide any program from the desktop or the toolbar without terminating it.,Windows,Free,AppAway
1098,Create alarms with notes and use your favorite MP3 or WAV files as alarm sounds.,Windows,Free,B-Alarm
1099,Use a short-key combination to hide and restore one or all running programs.,Windows,Free,WinBoss
1100,Wake up for sure.,Mac,Free,Wake Up
1101,Boot into Windows faster.,Mac,Free,BootChamp
1102,intuitive disk cataloging utility,Mac,Purchase,CatFinder
1103,Access favorite folders quickly.,Windows,Free to try,Direct Folders
1104,Set wallpaper on computer setups with more than one screen.,Windows,Free,MultiWall
1105,Manage and clean-up programs that start-up with Windows.,Windows,$29.95,InControl
1106,PC emulator with MS-DOS compatible shell built in,Mac,Free,DOSBox
1107,View the current battery level of your PC.,Windows,Free,Battery Bar Widget
1108,Display custom messages and flash the Scroll or Num Lock lights.,Windows,Free,Simply Alarming
1109,Keep windows and icons arranged on your desktop across all monitors and workplaces.,Windows,Free to try,ZMover
1110,Have your computer chime out the hours.,Windows,Free,Chimer
1111,Create scalable icons for your computer.,Windows,Free to try,IconBuilder XP
1112,Completely customize your Dock's appearance with themes.,Mac,Free,DockMod
1113,Set up an alarm clock on your PC.,Windows,Free,Easy Timer
1114,Enable thumbnails and tool tips in Windows Explorer.,Windows,Free,ThumbView Lite
1115,"Customize your taskbar clock with time announcements, images, a calendar, alarms, and a to-do list.",Windows,Free to try,Your Voice Reminder
1116,"Find, remember, and learn menu shortcuts.",Mac,Free to try,KeyCue
1117,Extra Loud Ringtones is a collection of the loudest high quality sounds available on the Android market.,Android,Free,Extra Loud Ringtones
1118,Change your desktop wallpaper using images from multiple sources.,Windows,Free,Wally
1119,Change the background image on your computer periodically.,Windows,Free,John's Background Switcher
1120,Boot from a different startup disk.,Mac,Free,QuickBoot
1121,Get 49 colored freeware icons for your desktop.,Mac,Free,iComic Icons
1122,Design professionally looking icons.,Windows,Free to try,Metro Style Icon Studio
1123,Manage your schedules and events using a day planner and calendar widget.,Windows,Free,Day Planner - Calendar
1124,Keep track of your time with this simple program.,Windows,Free,UUR
1125,Hide the Windows taskbar using a customizable hot key.,Windows,Free,Taskbar Control
1126,Play against the computer in a variation of the popular Othello game.,Windows,Free,Othello
1127,Control iTunes via keyboard shortcuts and the menu bar.,Mac,Free to try,Synergy
1128,Reserve an area of your desktop that is shielded from maximized programs.,Windows,Free,DesktopCoral
1129,Access detailed weather conditions with alerts.,Windows,Free to try,Desktop Max by The Weather Channel
1130,open Tome archives on Apple system CDs to install individual items,Mac,Free,TomeViewer
1131,Copy and paste text from multiple clipboards.,Windows,Free,TenClips
1132,Copy and paste multiple text items with ease.,Windows,Free to try,Multiple Copy and Paste Software
1133,Scan for and click links and buttons on Web sites automatically.,Windows,Free to try,Auto Click Link Buddy
1134,Protect and restore your Windows desktop icon positions.,Windows,Free to try,DeskSaver
1135,Add a 3D dynamic quick launch bar for Windows 7 Aero theme.,Windows,Free,Aero QLaunch (64-Bit)
1136,Log mouse movement and clicks and the time you spend on the Internet.,Windows,Free,Mouse Tracks
1137,Place virtual sticky notes on your screen and stay notified with your schedules.,Windows,Free,Stickies Portable
1138,Display analogue clock on your desktop.,Windows,Free to try,Big Clock Pro
1139,Train your voice and learn to sing.,Windows,Free,CANTA
1140,Provide periodic pop-up reminders to take a break and rest your brain.,Windows,Free,Pop-Up Relaxation Reminder
1141,Place a magnifier and ruler with multiple features on your desktop.,Windows,Free,Super Magnifier
1142,Play a classic solitaire tile-matching game.,Windows,Free,Mahjongg
1143,View both local and selected times simultaneously with this Yahoo widget.,Windows,Free,Zonal Clock widget
1144,"Set up an alarm clock, countdown calendar, and create reminders.",Windows,Free,Free Countdown Timer
1145,Customize the appearance and functionality of your system.,Windows,Free to try,SecurDesk LV
1146,Display the local time in up to 80 cities simultaneously.,Windows,Free to try,Zonex Worldclock
1147,Make Windows 8 more like Windows 7.,Windows,Free to try,Thinix RetroUI Pro (64-bit)
1148,Listen to BBC radio stations.,Windows,Free,BBC Radio Player
1149,"Write colorful desktop notes, which contain text and images.",Windows,Free,MemoMe
1150,Organize and manage photos on Flickr.,Windows,Free,Flickr Widget
1151,Play audio and video files.,Windows,Free to try,Nano World's Smallest Mediaplayer
1152,Stick reminder notes to your desktop.,Windows,Free to try,Stick It Up
1153,Drink Soda on your iPhone and iPod touch.,iOS,$2.99,iSoda
1154,Use live wallpapers on your Windows desktop. ,Windows,Purchase,Wallpaper Engine
1155,Alter hidden features in OS X.,Mac,Free,iTweaX
1156,Saves and restores icon positions even if screen resolution changes.,Mac,Free,Desktop Icon Manager
1157,Darkens the desktop & icons to help you focus.,Mac,Free,Isolator
1158,"Schedule musical chimes at desired times, change the display color, and set fonts to display time.",Windows,Free to try,Chime Clock
1159,Place a virtual board to your desktop express creative ideas.,Windows,Free,Desktop Whiteboard
1160,widget displays system info,Mac,Free,iStat nano
1161,Unpacks files in .pkg installers to view/use without installing.,Mac,Free,unpkg
1162,Monitor and acquire information from any Web site.,Windows,Free,Active Dashboard
1163,Read the latest news from Times of India on your desktop.,Windows,Free,Times of India (All Editions)
1164,Customize your desktop UI with Sword Art Online look and feel.,Windows,Free,SAO Utils (64-bit)
1165,unarchive OS X from Previous System folders,Mac,Free,unArchive
1166,Magnify your screen with multiple features.,Windows,Free to try,Magnifying Glass Pro
1167,Calculate currency conversions between more than 200 world currencies.,Mac,Free,Currency Converter
1168,Generate lotto numbers for various lottery games.,Windows,Free,Lotto Generator
1169,Download a start-up greeting for your Mac OS.,Mac,Free,MacOS Greeter
1170,"J7 launcher Theme is a great, fast and beautiful, polished highly customizable launcher App available for all Android phone/devices and tablets.",Android,Free,Launcher Galaxy J7 for Samsung
1171,Track your baby's progress from pregnancy to after birth right from your desktop.,Windows,Free,ParentWeb Baby Tracker
1172,"Get a clock, countdown, and stopwatch for your desktop.",Windows,Free,AlfaMini
1173,Add Windows 7 theme to Mozilla Firefox.,Windows,Free,Firefox Windows 7 Theme
1174,Calculate mouse movements and keystrokes.,Windows,Free,My Mouse Meter
1175,Stay connected with latest BBC headlines on your desktop.,Windows,Free,Desktop BBC News
1176,Play a variety of solitaire card games on your desktop.,Windows,Free,Card Games
1177,Track and view network usage in realtime.,Windows,Free,Net Meter
1178,Place four virtual desktops on the screen to enhance your productivity.,Windows,Free to try,MultiDesktop
1179,"Shutdown, reboot, or re-logon to your computer automatically or at a scheduled time.",Windows,Free to try,RebootEx
1180,Check time in other cities of the world.,Windows,Free,Moo0 WorldTime
1181,Draw on your desktop with a multi-color pen.,Windows,Free to try,Desk Marker
1182,Set a cuckoo-clock on your PC.,Windows,Free,Reloj Cucu
1183,Access the menu bar from any window.,Mac,Free to try,MenuEverywhere
1184,Bring back the Start menu to Windows 8.,Windows,Free,iStartMenu
1185,Manage your pictures and slideshows and control iTunes.,Windows,Free,iPod Nano DP
1186,Automate tasks in Windows by creating DOS batch files.,Windows,Free to try,Easy Batch Builder
1187,Determine the size of a folder and locate large directories.,Windows,Free,Disk Usage Analyzer
1188,View and learn a new word everyday.,Windows,Free,Word of the Day Gadget
1189,Listen to the latest UK hits from local station broadcasting across North Eastern Scotland.,Windows,Free,Radio Tay FM Tuner
1190,Change Windows 7 or Vista logon background and login with your favorite image.,Windows,Free,Logon Controller for Windows Vista and Windows 7
1191,Replace any file icon with a custom one.,Windows,Free to try,SmartFileIcons
1192,Keep track of employees' hours without the use of time cards.,Windows,Free to try,The TimeClock Program
1193,Get the popular features of many search engines in one program.,Windows,Free,Desktop Portal
1194,Search Yahoo Maps with this custom widget.,Windows,Free,Yahoo Maps widget
1195,"Changes the location on your phone on the fly, now with routes and joystick.",Android,$3.99,Fake GPS Joystick & Routes Go
1196,Change the drive icons in My Computer to a Vista drive icon.,Windows,Free,Vista Drive Icon
1197,See each folder's size in Windows Explorer.,Windows,Free,Folder Size (64-bit)
1198,Increase the productivity of multiple monitor systems.,Windows,Free to try,UltraMon (64-bit)
1199,Edit and convert any images into icons.,Windows,Free to try,Image To Icon Convertor
1200,Reduce your taskbar clutter.,Windows,Free to try,Minimize Magic
1201,Share your mouse and keyboard with multiple networked computers.,Windows,Free,ShareMouse Portable Edition
1202,Display a customizable alarm clock.,Windows,Free,iTunes Alarm Clock
1203,Change your desktop wallpaper automatically.,Windows,Free,ScrollWall
1204,Create and add images to your Windows environment.,Windows,Free,IEmage
1205,Switch from Windows Media Center to HULU Desktop and back.,Windows,Free,Hulu Desktop Integration
1206,Compute subnetwork information on your desktop.,Windows,Free,IP Subnet Calculator
1207,Set off for fascinating adventure with famous characters of the world's most admired epic fantasy saga.,Windows,Free,Lord of the Rings Windows 7 Theme
1208,Shut down and restart Windows with a command line.,Windows,Free to try,Slam
1209,Change Windows start menu program to open programs and documents directly.,Windows,Free to try,Super Win Menu
