,Description,Platform,Price,Product
449,"Compare, edit, and merge similar files.  ",Windows,Free to try,Compare It
450,"Find, download, and install the latest, most correct driver updates for your PC.",Windows,Free to try,RadarSync PC Updater 2012
451,Maximize computer performance and bring back that new PC feeling.,Windows,Free,DiskMax
452,Recover and view your Microsoft product installation keys.,Windows,Free,MSKeyViewer Plus
453,Generate PDF files easily.,Windows,Free,PDF Ghostscript Tool
454,Fix problems with your PC automatically.,Windows,Free to try,First Aid 2000
455,Compress files in a graphically navigable program.,Windows,Free to try,SuperZip
456,Fix problems with your PC automatically.,Windows,Free to try,First Aid 2000
457,Format hard drives up to 2TB to FAT32 file system.,Windows,Free,2Tware Fat32Format
458,Write the ISO image file to USB disks,Windows,Free,ISO to USB
459,Compress files in a graphically navigable program.,Windows,Free to try,SuperZip
460,Remove locked malware files using advanced techniques.,Windows,Free,FileAssassin
461,Keep track of your system's resources by monitoring memory usage and space.,Windows,Free,FreeMeter
462,"Manage files and perform multiple tasks in a tabbed interface.
",Windows,Free to try,WinNc
463,Split and merge files on your PC.,Windows,Free,GF Split & Merge
464,Download specific dll files to fix your dll missing or not found errors.,Windows,Free,Free DLL Fixer
465,Find missing hot fixes and vulnerabilities in your Windows 2000/XP system.,Windows,Free,Microsoft Baseline Security Analyzer
466,Perform maintenance and other tasks on your Mac.,Mac,Free,OnyX (Mavericks)
467,Recover lost or deleted files from hard disks and removable media drives.,Windows,Free,eData Unerase Personal
468,Scan and check the versions of the installed software in your computer. ,Windows,Free,Update Checker
469,Create Windows setup using USB flash drive.,Windows,Free,Zotac WinUSB Maker
470,Integrate iPhone or iPod touch with your enterprise systems.,Windows,Free,iPhone Configuration Utility for Windows
471,"Recover deleted files, folders, damaged partitions.",Windows,Free to try,Active@ File Recovery
472,Monitor the current temperatures of your hard drives.,Windows,Free,HDD Temperature
473,"Take advantage of best-adapted, highly customizable, lightning-fast, safely secured, and private email experience",Windows,Free,Mozilla Thunderbird Portable
474,Find and fix incorrect or obsolete information in the Windows registry.,Windows,Free,Wise Registry Cleaner Portable
475,Analyze your computer and gather detailed information about system properties.,Windows,Free to try,SIW Portable
476,Enable faster delivery of data from the hard drive to the processor and other system level hardware.,Windows,Free,Intel Application Accelerator
477,"Clone, backup and migrate your Mac's Windows Boot Camp partition.",Mac,$29.99,Winclone
478,Manage your virtual machines.,Windows,Free,Qemu Manager
479,Rename your files and folders.,Windows,Free,Flexible Renamer
480,Recover deleted or damaged partitions on hard drives.,Windows,Free to try,Active@ Partition Recovery
481,Optimize your PC to regain frustration-free experience using advanced technology.,Windows,Free,Soluto
482,Copy non-Microsoft drivers on a Windows box.,Windows,Free,Driver Backup
483,Transfer files between any device without using internet at Wi-Fi speed.,Android,Free,Share Music & Transfer Files - Xender
484,Configuration utility & drivers for all-in-one printers,Windows,Free,KODAK All-in-One Printer Software
485,Improve your PC performance by deleting harmful programs and optimizing Windows startup.,Windows,Free,Startup Optimizer
486,Update your Tiger operating system.,Mac,Free,Apple Mac OS X Tiger 10.4.11 Combo Update
487,Edit your digital audio files right from any portable storage device.,Windows,Free,Audacity Portable
488,Simplify your Zip folder compression.,Windows,Free,JustZIPit
489,Replace Windows Explorer with this easy-to-navigate file manager.,Windows,Free,2xExplorer Z1
490,Keep important data safe with a backup on removable media.,Windows,Free to try,Backup Plus
491,"Browse, export, scan, re-sync, back up, and retrieve data between PC and multiple Android devices.",Windows,Free to try,Wondershare Dr.Fone for Android
492,Install of a batch of Android application files to your Android device.,Windows,Free,Android Multi-Install Tool
493,Run Android apps fast and full screen on a Mac.,Mac,Free,BlueStacks App Player
494,Create disk image files from your CDs and floppy and hard disks and write them back to disks.,Windows,Free to try,Undisker
495,Run Windows and other operating systems simultaneously with Mac OS X.,Mac,Free to try,Parallels Desktop for Mac
496,Display the Windows Product Key.,Windows,Free,Product Key Finder
497,Clean up the add/remove programs list and remove entries that are broken.,Windows,Free,Add Remove Program Cleaner
498,Find duplicate files on your computer.,Windows,Free,DoubleKiller
499,Connect to Samsung smartphones and transfer contents.,Windows,Free,Samsung Smart Switch
500,Change Minecraft version with one click.,Windows,Free,Minecraft Version Changer
501,Boot your PC from CD-ROM and have full access to NTFS volumes.,Windows,Free,BartPE Bootable Live Windows CD/DVD
502,Remove completely the contents of deleted files.,Windows,Free to try,Clean Disk Security
503,Split your files into any number of chunks and sizes.,Windows,Free,File Splitter
504,Recover from practically any type of data disaster.,Mac,$69.95,Boomerang Data Recovery
505,Analyze differences between files and folders.,Windows,Free,CSDiff
506,"Take backup, image, clone and restore logical drives and partitions.",Windows,Free,DriveImage XML
507,Burn ISO image to DVD/CD disc easily.,Windows,Free,Free DVD ISO Burner
508,Display the Windows Product Key.,Windows,Free,Product Key Finder
509,"Extract, back up, restore, and update all device drivers on your system.",Windows,Free to try,My Drivers
510,Configuration utility & drivers for all-in-one printers,Windows,Free,KODAK All-in-One Printer Software
511,Manage cross-platform files and resources.,Windows,Free to try,RageWork
512,"Compress PDF, JPEG, PNG, TIFF, Word documents, Excel spreadsheets and PPT presentations.",Windows,Free to try,NXPowerLite Desktop
513,"Split large files of any size or type, and then rejoin them.",Windows,Free to try,File Splitter Deluxe
514,Remove registry settings of Windows Installer.,Windows,Free,Microsoft Windows Installer Cleanup Utility
515,Copy disk to disk or create disk-image files for backup or duplication purposes.,Windows,Free to try,R Drive Image
516,Make your older PC or laptop run like new.,Windows,Free,Baidu PC Faster
517,Display the status of your battery in a small toolbar in the taskbar.,Windows,Free to try,BatteryBar
518,"Recover lost data on your hard disk or CDs, and repair damaged Microsoft Office files.",Windows,Free to try,FinalData Premium
519,Remove apps and related files via drag-and-drop.,Mac,Free to try,AppZapper
520,Install XAPK and APK games and apps to Android devices from PC.,Windows,Free,Pure APK Install
521,Recover files that have been deleted and emptied from the Windows Recycle Bin.,Windows,Free to try,Fast File Undelete
522,Clean up your system and optimize PC performance.,Windows,Free,Comodo System-Cleaner
523,Make any removable device as a bootable on your Windows PC.,Windows,Free,WinUSB Maker
524,Recover files from existing logical disks when file records are lost.,Windows,Free,R-Linux Free Recovery
525,Tweak your Windows 98 settings.,Windows,Free,Win98 Tweak
526,Check to see if your PC can play Blu-ray and 3D movies.,Windows,Free,CyberLink BD & 3D Advisor
527,Get this Y2K update for Internet Explorer 4.01.,Windows,Free,Outlook Express Year 2000 Update (SP2)
528,Universal .rar and .zip file opener.,Mac,Free,Zipeg
529,View drivers installed in your system.,Windows,Free,Double Driver
530,Clean the registry to speed up your computer and stop program crashes.,Windows,Free to try,Registry First Aid
531,Create macros for automating various tasks of your computer.,Windows,Free to try,Macro Express
532,Check your hard disk and keep track of the disk health.,Windows,Free,HD Tune
533,Configuration utility & drivers for all-in-one printers,Windows,Free,KODAK All-in-One Printer Software
534,Emulate Android on your PC.,Windows,Free to try,YouWave
535,Share single mouse and keyboard between multiple computers with different operating systems.,Windows,$29.00,Synergy
536,"Type on your keyboard automatically with shortcuts/hotkeys, or from a Popup Menu on Screen.",Windows,Free to try,Auto Typer
537,View all your DjVu documents easily.,Windows,Free,WinDjView
538,"Benchmark your PC, compare your results, and analyze how to improve your PC's performance.",Windows,Free,PCMark04
539,"Eliminate unwanted pages before you print saving paper, ink, money, and trees.",Windows,Free,GreenPrint World
540,Display the read/write speed of your disk.,Windows,Free,CrystalDiskMark
541,Enable users to use an USB flash drive as another layer of performance-boosting cache.,Windows,Free to try,eBoostr
542,Compare differences in files down to individual characters in changed lines.,Windows,Free to try,ExamDiff Pro (32 bit)
543,Manipulate the processes and services on your computer.,Windows,Free,Process Hacker
544,Optimize your Windows performance by cleaning the system registry.,Windows,Free,WinSysClean X10
545,Watch over system resource usage of your PC.,Windows,Free,Moo0 System Monitor
546,"Perform multiple simultaneous file transfers to and from FTP site, server, or host in a mere flick.",Windows,Free,FileZilla Portable
547,Retreive Windows 7 product keys from your system.,Windows,Free,Windows 7 Key Finder
548,The Windows 98 Operating system,Windows,Purchase,Microsoft Windows 98 SE
549,Convert asterisk-masked letters in password fields into normal text.,Windows,Free,2 Password
550,Repair browser settings and network settings changed by malware.,Windows,Free,Anvi Uninstaller
551,Optimize Windows settings and boost Internet connection speed.,Windows,Free to try,Internet Cyclone
552,Rename multiple files or create a file series in accordance with renaming rules.,Windows,Free,File and MP3 Renamer 2006
553,Disable or change the function of any key on your keyboard.,Windows,Free,MapKeyboard
554,Get a tool for Windows automation and scripting of repetitive tasks.,Windows,Free,AutoIt
555,Install apps from your SD card on Android 2.0+ phones.,Android,Free,Apps Installer for Android
556,Clean and repair your Windows registry.,Windows,Free,MV RegClean
557,"Delete unwanted files from your hard disk, optimize memory, and improve Internet connection.",Windows,Free to try,HS CleanDisk Pro
558,Exercise components of your PC simultaneously to test for endurance and reliability.,Windows,Free to try,BurnInTest Professional
559,Find and remove all types of duplicate files.,Windows,Free to try,Easy Duplicate Finder
560,"Fix all of the DirectX errors and problems, back up, restore, or rollback DirectX installation.",Windows,Free to try,DirectX Happy Uninstall
561,Optimize your PC so it runs smoothly and quickly.,Windows,Free to try,PC Optimizer
562,Compress files and documents on your Windows machine.,Windows,Free,7-Zip Portable
563,Find and fix many common PC problems with this free tool from Microsoft.,Windows,Free,Fix it Center
564,Monitor the processes and network from your desktop.,Windows,Free,System Explorer
565,Copy and resize entire hard disks or partitions.,Windows,Free to try,Casper
566,Package your applications into a single executable file that runs without installation.,Windows,Free,Cameyo
567,"Manage your PC's power-on, shutdown, and sleep modes.",Windows,Free to try,Auto Power-on and Shut-down
568,"Easily protect and restore your valuable pictures, music, movies and important data.",Windows,Free to try,BounceBack Ultimate
569,Record all your mouse and keyboard actions.,Windows,Free to try,Mouse and Keyboard Recorder
570,"Optimize, tweak, fix, and clean up your Windows 7.",Windows,Free to try,Windows 7 Manager
571,Put a menu bar item to temporarily disable sleep and screen savers.,Mac,Free,Caffeine
572,Get precise technical details on your computer's processor.,Windows,Free,WCPUID
573,Root and unroot your Android phone easily.,Windows,Free,SRS-Root
574,"Identify, locate, and update your computer drivers.",Windows,Free to try,DriverAgent
575,Convert multiple file types into Word or Excel.,Windows,Free,File Conversion Wizard for Word and Excel
576,Move installed software and games from one disk to another.,Windows,Free,SymMover
577,Get back any deleted or lost data.,Windows,Free,Active@ Uneraser
578,"Optimize, tweak, and clean up your Windows Vista.",Windows,Free to try,Vista Manager
579,"Clone, migrate, and image internal and mobile hard disks, SSD, and USB media.
",Windows,Free,HDClone Free Edition
580,"Optimize, repair, and protect your PC against Internet threats.
",Windows,Free to try,System Mechanic Professional
581,Battery information tool for MacBook/Pro/Air.,Mac,Free,coconutBattery
582,Collect information on computer's hardware and software.,Windows,Free to try,MvPCinfo
583,Make images of your CDs and edit their contents.,Windows,Free to try,ISOMagic
584,Index programs in your Start menu and launch them via keystrokes.,Windows,Free,Launchy
585,"Restore, back up, and update drivers and detect unknown devices.",Windows,Free to try,Driver Magician
586,"Search everything like files, videos, images, music on local drives and removable drives.",Windows,Free,Wise JetSearch
587,Organize server disk space usage and manage disk partitions.,Windows,Free,AOMEI Partition Assistant Lite Edition
588,Patch several vulnerabilities in IE 5.5 SP1.,Windows,Free,IE5.5 SP1 File Upload via Form Vulnerability Patch
589,Uninstall unwanted and broken programs accurately.,Windows,Free,Revo Uninstaller Portable
590,Search and restore deleted files on NTFS and FAT32 file systems.,Windows,Free,FreeUndelete
591,Optimize your startup process by delay.,Windows,Free to try,Startup Delayer
592,Release occupied files or folders to quickly modify or delete them.,Windows,Free,IObit Unlocker
593,automatically optimize  PC,Windows,Free,NVIDIA nTune
594,Defragment your drive while you work.,Windows,Free,Buzzsaw On-The-Fly Defragmenter
595,Validate the integrity of files downloaded from the Internet.,Windows,Free,HkSFV
596,Automate your work by recording macros for mouse and keystrokes.,Windows,Free to try,Easy Macro Recorder
597,Create installation media for Windows 8.1.,Windows,Free,Windows 8.1 Installation Media Creation Tool
598,Place an alarm clock on your desktop and use your audio files as alarm sounds.,Mac,Free,Alarm Clock
599,"Sort, organize, copy and backup files and folders with a single drag & drop, using your own rules.",Mac,Free to try,Sorterox
600,Evaluate your computer's accurately measured hardware capabilities with real-world cross-platform test suite.,Windows,Free,CINEBENCH
601,Place an alarm clock on your desktop and use your audio files as alarm sounds.,Mac,Free,Alarm Clock
602,Automate your work by recording macros for mouse and keystrokes.,Windows,Free to try,Easy Macro Recorder
603,service pack for Microsoft Windows Vista,Windows,Free,Microsoft Windows Vista Service Pack 1
604,"Sort, organize, copy and backup files and folders with a single drag & drop, using your own rules.",Mac,Free to try,Sorterox
605,"Show disk usage, print directories, find duplicate files, rename files.",Windows,Free to try,Directory Report
606,"Create archives in BH, CAB, GZIP, JAR, LHA, LZH, TAR, and ZIP formats.",Windows,Free to try,Acubix PicoZip
607,Are you looking for a powerful video player for your clouds?,iOS,Free,VidMate
608,Set your system to shut down and log off automatically.,Windows,Free to try,AutoShutdown
609,"Monitor temperature sensors, fan speeds, voltages, load, and clock speeds of a computer.",Windows,Free,Open Hardware Monitor
610,Keep your hard disk free from unwanted junk files.,Windows,Free,CleanDisk
611,Change Microsoft Works files into Excel files.,Windows,Free to try,MS Works Converter
612,Displays all accessible temperature sensors.,Mac,Free,Temperature Monitor
613,Boot up to 256 independent operating systems.,Windows,Free to try,Partition Boot Manager
614,Recover deleted or lost files from various storage media.,Windows,Free to try,iCare Data Recovery Pro
615,"Optimize, repair, protect your Microsoft Windows system.",Windows,Free to try,MindSoft Utilities 2011
616,"Download, fix, and unpack zip, rar, 7z, or splitted files automatically.",Windows,Free,AutoUnpack
617,Manage files on your iPhone or iPad in a windows like explorer.,Windows,Free,i-FunBox
618,"Rename, copy, move files and folders with a single drag-&-drop using presets.",Mac,Free to try,Renamerox
619,"Maintain, repair, and recover system disk/drive data.",Mac,$119.95,DiskWarrior
620,Install and run multiple operating systems on one hard disk.,Windows,Free to try,zBoot Manager
621,Use minimal resources to get your disk partitioned the way you want it.,Windows,Free,GParted Live
622,Test the RAM on your PC.,Windows,Free,Memory Diagnostic
623,Convert NTFS to FAT32 and vice versa without losing data.,Windows,Free,Aomei NTFS to FAT32 Converter Pro Edition
624,Open and extract ZIP file contents.,Windows,Free,Free ZIP File Opener
625,"Find duplicate files, photos, music, and documents comparing file content and free up disk space.",Windows,Free,Fast Duplicate File Finder
626,"Manage files, folders, and archives on your Windows PC.",Windows,Free,FAR Manager
627,Assign hot keys to almost any kind of action.,Windows,Free to try,Keyboard LaunchPad
628,Monitor the health status of your hard drive and check disk space usage.,Windows,Free to try,Active Smart
629,Convert NTFS to FAT32 and vice versa without losing data.,Windows,Free,Aomei NTFS to FAT32 Converter Pro Edition
630,"Record the repetitive tasks that you do, and have your computer do it for you.",Windows,Free to try,Ghost Control
631,Share data between MAC and Windows 8.,Windows,Free to try,Paragon HFS+ Free
632,Compare files and folders to keep your computer uncluttered and up to date.,Windows,Free,FileSync
633,Remove empty directories from your folder tree.,Windows,Free,Remove Empty Directories
634,Save hard drive space by detecting and removing duplicate files.,Windows,Free,CloneSpy
635,Perform all necessary partition operations on your hard disks.,Windows,Free to try,AOMEI Partition Assistant Professional Edition
636,Locate errors hard disk and performance impediments.,Windows,Free,Ashampoo HDD Control 2017
637,Prevent micro-lags and worst-case scenarios via process priority optimization and automation.,Windows,Free to try,Process Lasso
638,"Clean, optimize, and free up your computer's memory.",Windows,Free,WinCleaner Memory Optimizer
639,"Determine your PC's weaknesses, locate & fix system-related problems, and increase its performance.",Windows,Free,Magix PC Check & Tuning Free
640,"Get back lost or deleted data, regardless why.",Windows,Free to try,Boomerang Data Recovery
641,"Recover files accidentally lost in Windows OS and images from CF, SM, or SD cards.",Windows,Free to try,Handy Recovery
642,Scan and recover deleted or lost files and partitions.,Windows,Free,Puran File Recovery (64-bit)
643,Defragment and optimize your hard drive with this free app.,Windows,Free,MyDefrag
644,Compare textual files and merge found changes.,Windows,Free,Files Compare Tool
645,Manage the Ovi Maps application on your mobile via your computer.,Windows,Free,Nokia Map Loader
646,Protect and optimize your PC and solve virtually any computer problem.,Windows,Free,PC Brother System Care Free
647,Clean up your Windows registry.,Windows,Free to try,CleanReg
648,Optimize and customize your Windows XP system.,Windows,Free,RegToy
649,Get a battery monitor for your laptop and UMPC.,Windows,Free,Battery Meter
650,Clean up and remove unwanted files from your system.,Windows,Free,System Ninja
651,Record and playback all your actions.,Windows,Free,WinParrot
652,"Print directory tree, copy to clipboard and export into Word, Excel or HTML file.",Windows,Free to try,Directory List & Print Pro
653,"Monitor Windows file system activity, registry operations, and running processes.",Windows,Free,Process Monitor
654,Transfer and manage data between PC and mobile phone.,Windows,Free to try,Apowersoft Phone Manager
655,Restore Grub to your MBR and boot Linux without user intervention.,Windows,Free,Auto Super Grub Disk
656,"Make disk image, zip backup, copy and synchronize data.",Windows,Free to try,Backup2009 Pro
657,Compare and synchronize files and folders.,Windows,Free to try,FolderMatch
658,Transform your Windows XP sound effects to Vista system.,Windows,Free,Vista to XP Sound Theme
659,"Configure, manage, and scan hard disk partitions.",Windows,Free,Macrorit Disk Partition Expert Free
660,"Get a fast, easy-to-use solution for handling ZIP and CAB files.",Windows,Free to try,FileStream TurboZIP Express
661,Skip copying files that were unable to be copied and continue with other files.,Windows,Free,Ycopy
662,Save and retrieve files stored on your Gmail account via Windows Explorer.,Windows,Free,GMail Drive
663,"Emulate audio, data, and game CDs with disk or network virtual CD images.",Windows,Free to try,Virtual Original CD Drive Emulator
664,Search for files on your computer or local network.  ,Windows,Free,Effective File Search
665,Keep your computers running as your wish.,Windows,Free,Windows SteadyState
666,Compare and synchronize files.,Windows,Free,Folder Comparison
667,Check if your PC is able to run Windows 7.,Windows,Free,Windows 7 Upgrade Advisor
668,Scan your Windows Registry for errors quickly and efficiently.,Windows,Free,EZReg
669,Manage and view files of different formats.,Windows,Free to try,FileSee
670,Archive files into various formats using portable archive utility from your USB.,Windows,Free,IZArc2Go
671,Manage and organize data in your iPod or Motorola mobile phone.,Windows,Free,Floola
672,Scan your Windows Registry for errors quickly and efficiently.,Windows,Free,EZReg
673,Archive files into various formats using portable archive utility from your USB.,Windows,Free,IZArc2Go
674,Manage and view files of different formats.,Windows,Free to try,FileSee
675,Connect to the Web without censor or restrictions.,Android,Free,VPN Free - Betternet Hotspot VPN & Private Browser
676,"Locate your missing iOS device on a map, remotely lock it, even erase all the data on it to prevent data theft.",iOS,Free,Find My iPhone
677,"Archive and compress zip, tar, gzip, bzip2, rar, 7-zip, cpio, sit, hqx.",Mac,Free to try,BetterZip
678,Create and modify animated and static Windows cursors.,Windows,Free,RealWorld Cursor Editor
679,"Access, view, edit, save, transfer, back up, and sync files or folders across multiple devices in seconds.
",Windows,Free to try,SugarSync Manager
680,Recover ZIP password to open and extract the files.,Windows,Free to try,ZIP Password Unlocker
681,"Get help with printer features, such as scanning.",Windows,Free,MP Navigator for Windows
682,"Automate shutdown, restart, logoff, and sleep for your PC.",Windows,Free,PC Sleep
683,"Format any USB flash drive with FAT, FAT32, exFAT, or NTFS partition types.",Windows,Free,USB Disk Storage Format Tool
684,"Extract files from RAR, ZIP, 7z, ISO, JAR, LHA, CAB or TAR.",Windows,Free,Free RAR Extractor
685,"Capture, save, print, edit, or email all or part of your screen.",Windows,Free to try,ScreenShot 99
686,Learn how to type fast without looking at the keyboard.,Windows,Free,RapidTyping Portable
687,Split your large files and create a self-uniting executable file.,Windows,Free,GSplit
688,"Recover and rescue corrupted or lost data from damaged CDs, DVDs, BDs, HD DVDs.",Windows,Free,Bad CD/DVD Recovery
689,Back up only the new or changed files on your system.,Windows,Free to try,CopyRite
690,Display and remove various data from the registry.,Windows,Free,RegSeeker
691,Diagnose and repair common PC errors.,Windows,Free to try,PC Bug Doctor
692,"Protect and recover data, recover saved-over Office files.",Windows,Free to try,Undelete 2009
693,Rename a batch of files while changing their dates and file attributes in batch mode.,Windows,Free to try,Batch File Renamer
694,Remove unwanted toolbars from Web browsers.,Windows,Free,Anvi Slim Toolbar
695,Perform automatic real-time backup of all files and folders.,Windows,Free,Genie Timeline Free 2015
696,Unlock file or folder locked by system processes or applications.,Windows,Free,EMCO UnLock IT
697,Keep back up of associated hardware drivers on your PC.,Windows,Free,Driver Magician Lite
698,"Recover deleted files from USB, Flash, or SD cards.",Windows,Free to try,Auslogics File Recovery
699,Print the list of files and folders into a TXT or HTML file.,Windows,Free to try,PrintFolders
700,"Removes malware: FlashBack, MacKontrol, Sabpab and Olyx.",Mac,Free,Mac Malware Remover
701,Find and clean up garbage files.,Windows,Free to try,Fast Cleaner
702,"Backup, synchronize, and replicate files and folders.",Windows,Free to try,ViceVersa Pro
703,Manage data on Android device from PC.,Windows,Free,Mr.MobileHelper
704,Recover product keys from local and network computers.,Windows,Free to try,Product Key Explorer
705,Repair and maintain your hard drives and Mac systems.,Mac,$129.99,TechTool Pro
706,Extract individual files out of installer packages.,Mac,Free to try,Pacifist
707,Examine your laptop battery voltage and export data results to Microsoft Excel or Picture export.,Windows,Free,Laptop Battery Tester
708,Run Windows & other operating systems side-by-side with macOS.,Mac,Free to try,VMware Fusion
709,"Recover deleted or destroyed files, folders, videos, programs, web pages, and e-mail messages.",Windows,$39.95,Search and Recover
710,"Restore or repair your Registry, and correct or remove improper references.",Windows,Free to try,RegRestore PC TuneUp
711,"The next version of Android, with new power and performance optimizations coming summer 2017",Android,Free,Android 8.0 Oreo
712,"Access all of your documents, photos, and videos from anywhere!",iOS,Free,MediaFire
713,Enter text in any of the supported languages using a Latin (English / QWERTY) keyboard.,Windows,Free,Google Input Tools
714,Print from a desktop application and have the print job sent to a remote Google cloud printer.,Windows,Free,Paperless Printer
715,Speed up and clean out your computer.,Windows,Free,TechieBot
716,Recover photos from SD and CF memory card.,Windows,Free to try,CardRecovery
717,Convert RAR files to ZIP format.,Windows,Free,Free RAR to ZIP Converter
718,"Browse, export, scan, re-sync, back up, extract, and regain data between PC and iOS devices.",Windows,Free to try,Wondershare Dr.Fone for iOS
719,"Clean and optimize your computer.
",Windows,Free to try,Dr.Salman's WinBooster
720,"Keep PC problems at bay and accumulate maximum performance with worry-free, one-click maintenance.",Windows,Free,Glary Utilities Slim
721,"Clean and optimize your computer.
",Windows,Free to try,Dr.Salman's WinBooster
722,Update OS X Yosemite to version 10.10.3.,Mac,Free,Apple OS X Yosemite 10.10.3 Supplemental Update
723,Fit your large files into small places.,Windows,Free to try,File Chopper
724,"Recover data from crashed, non-mounting, reformatted hard drives and deleted or lost files.",Mac,$99.00,Data Rescue
725,"Provide an up-to-date, stable operating system for the average user, with a strong focus on usability  and ease of installation.",Linux,Free,Linux Mint Cinnamon (32-bit)
726,"Boot your PC in seconds to surf, e-mail, chat, and edit documents.",Windows,Free to try,Presto
727,Fix common PC problems and keep your computer running fast and trouble-free. ,Windows,Free to try,Norton Utilities
728,"Install Fedora, Ubuntu, or Debian Linux on Windows or Linux without needing a CD.",Windows,Free,UNetbootin
729,Decrease load time and improve application performance with this RAM-saving program.,Windows,Free,BySoft FreeRAM
730,Transfer and share files in an instant with only a few taps.,Windows,Free,Xender for Windows 10
731,Search and recover damaged excel files.,Windows,Free to try,ExcelFIX
732,Customize the context menu of the Windows Explorer.,Windows,Free,FileMenu Tools
733,"Transfer files, directories, or entire disks between computers.",Windows,Free to try,FastLynx
734,"Copy, move, or delete data from your PC.",Windows,Free,FastCopy (64 bit)
735,Defrag and optimize your Windows system registry.,Windows,Free,Quicksys RegDefrag
736,Extract data and files from your BlackBerry's .BBB or .IPD backup files and pwd encrypted backups.,Windows,Free to try,BlackBerry Backup Extractor
737,Synchronize your PC clock for Windows-based operating systems.,Windows,Free,Dimension 4
738,Create and process PAR/PAR2 files and unpack RAR archives.,Mac,Free to try,MacPAR deLuxe
739,Defrag and optimize your hard drive for enhanced performance.,Windows,Free to try,Auslogics Disk Defrag Ultimate
740,Run more than one operating system at the same time on one computer.,Windows,Free,Windows Virtual PC (32-bit)
741,"Recover data after file deletion, wrong formatting, lost partitions for NTFS and FAT file systems.",Windows,Free to try,EASIS Data Recovery
742,Eliminate duplicate and unused files cluttering up your hard drive.,Windows,Free to try,Space Hound 32
743,"Convert any file to over 150 formats including PDF, DOC, TIFF, and JPEG.",Windows,Free to try,Leadtools ePrint Professional
744,Run more than one operating system at the same time on one computer.,Windows,Free,Windows Virtual PC (32-bit)
745,Patch Java SE 6 components.,Mac,Free,Apple Java for OS X 10.7/10.8
746,"Recover file data from CD, DVD, Blu-ray discs, hard disks, flash drives, and memory cards.",Windows,Free to try,CDRoller
747,Translate virtually any file regardless of where it comes from.,Mac,Free to try,DataViz MacLinkPlus Deluxe
748,Monitor the Windows Registry status and repair problems.,Windows,Free to try,1 Click Fixer Plus
749,Manage start-up applications and improve your Windows loading time.,Windows,Free,Quick Startup
750,Tweak hundreds of hidden features of Windows Vista.,Windows,Free,TweakVI Basic
751,Perform defragmentation and optimization of your disk.,Mac,$29.95,iDefrag
752,Make your PC clock as accurate as possible.,Windows,Free,RocketTime
753,Duplicate the contents of your hard drive.,Windows,Free to try,Hard Drive Upgrader
754,Compress and uncompress files in various archive formats.,Windows,Free,TUGZip
755,System maintenance and antivirus utility.,Mac,Free to try,Mountain Lion Cache Cleaner
756,Improve performance and customize settings of your Windows Vista-based system.,Windows,Free to try,TweakVista
757,Reduce the memory footprint of user-selected processes.,Windows,Free,Minimem
758,Perform total data recovery on both internal hard drive and external removable devices.,Windows,Free,Glary Undelete
759,Remove programs installed on your system.,Windows,Free to try,Smarty Uninstaller
760,Prevent your laptop from sleeping on lid close.,Mac,Free,InsomniaX
761,Add archives to the list and extract them one by one.,Windows,Free,UnPacker
762,Read electronic books using this efficient and customizable reader.,Windows,Free to try,Starbuck
763,Type faster by sliding your finger from letter to letter.,Android,Free,Gboard - the Google Keyboard
764,"Move, rename, or delete files locked by your system.",Windows,Free,EMCO MoveOnBoot
765,Generate and print bar-code labels.,Windows,Free to try,Barcode Label Generator
766,Boost up your system speed without upgrading your hardware.,Windows,Free to try,SilverSoft Speed
767,Split and rejoin files quickly.,Windows,Free to try,RZSplit 2002
768,Create standard and self-extracting ZIP files and send them via e-mail.,Windows,Free to try,ExpressZIP
769,Diagnose your hardware components and view detailed information.,Windows,Free,Test My Hardware
770,Schedule reminders from the taskbar.,Windows,Free to try,Kirby Alarm Pro
771,Allow a user to clone the content of hard disk.,Windows,Free,Clonezilla
772,Transfer images from Nikon cameras.,Mac,Free,Nikon Transfer
773,Recover files from any type of media.,Windows,Free to try,DiskDigger
774,Invoke Windows installer in Safe mode.,Windows,Free,SafeMSI.exe
775,Archive files in almost 15 formats.,Windows,Free,FilZip
776,Split files into 1.44MB parts.  ,Windows,Free,Splitter light
777,"Provide infrastructure for enterprise instant messaging, presence, file transfer, and PSTN connectivity for your communications.",Windows,Free to try,Microsoft Lync 2010
778,"Recover files from damaged, scratched, or defective CD-ROM discs.",Windows,Free to try,CD Data Rescue
779,Manage your files and folders on your PC.,Windows,Free,Q-Dir
780,Perform computer configuration analysis on your computer hardware and generate reports.,Windows,Free to try,ASTRA
781,Detect portable drives and format them.,Windows,Free,Any Drive Formatter
782,Test your WD internal and external drives.,Windows,Free,Data Lifeguard Diagnostic for Windows
783,Delete data on hard disks with this portable version of DBAN.,Windows,Free,Darik's Boot and Nuke for floppy disks and USB
784,Repair browser and networking issues.,Windows,Free,Anvi Browser Repair Tool
785,Get the whole details of all TCP and UDP endpoints on your system.,Windows,Free,TCPView
786,Speed up your system's start-up time.,Mac,Free to try,Startup Doubler
787,Windows Server 2008 Service Pack 2 and Windows Vista Service Pack 2,Windows,Free,Windows Vista Service Pack 2 (All Languages)
788,Boost your Internet connection speed to its limits.,Windows,Free,Internet Cell Boost
789,"Delete files and folders permanently, without any possibility of data recovery.",Windows,Free,Active@ ZDelete
