,Description,Platform,Price,Product
870,Monitor your IP and receive reports about its changing.,Windows,Free to try,IP Detective Suite
871,Prevent controlled applications from sending data to Internet while VPN connection is down.,Windows,Free,VPN Watcher
872,"Filter out any IP, UDP, TCP, or ICQ packet using standard Windows filtering functions.",Windows,Free,KSSWare Extended IP Filter & Monitor
873,Diagnose your network and monitor PC's network connections.,Windows,Free,CyD Network Utilities
874,Monitor network server availability and performance.,Windows,Free to try,Alchemy Network Monitor PRO
875,Have event and system logs sent to a Syslog server.,Windows,Free,Datagram SyslogAgent
876,View & edit nearly all aspects of OS X preferences database.,Mac,Free to try,PrefEdit
877,Connect your phone to a nearby free WiFi network.,Android,Free,FreeWifi Connect
878,Apply atomic clock synchronization to your network.,Windows,Free to try,Atomic Time Zone Server.NET Edition
879,Open others' Public folders & manage your iDisk,Mac,Free,Apple iDisk Utility
880,Client for the Android app to support tethering.,Mac,Free to try,PdaNet for Android
881,Filter applications and remote destination addresses from your PC.,Windows,Free to try,AllProxy Lite
882,Get a graphical interface to Windows ipconfig command with multiple features.,Windows,Free,TEK911 Ip Config
883,"administer base station, access wireless network, more",Windows,Free,AirPort for Windows
884,Learn about routers and prepare for various certification exams.,Windows,Free to try,CertExams.com CCNA Network Simulator
885,Manage and upload your movie clips.,Windows,Free,PhpYouTube
886,A Web Gold Award-Winning Server for Windows 98/NT,Windows,$189.00,OmniHTTPd Professional Web Server
887,Update and monitor incoming and outgoing IP port connections in flight.,Windows,Free,Active IP Sensor
888,Operate network applications through a SOCKS or HTTPS proxy and chains.,Windows,Free to try,Proxifier Portable
889,Get a 64-bit FTP server for Windows.,Windows,Free to try,Nofeel FTP Server 64-bit
890,Diagnose condition of various tools within network.,Windows,Free to try,MFP Network Tools
891,Control and manage your Wi-Fi connections.,Windows,Free to try,Maxidix Wifi Suite
892,Scan countries IP ranges on your PC.,Windows,Free,IP Scanner
893,Detect network and Web site failures right away.,Windows,Free,Bello Network Monitoring WinGUI
894,"Maintain projects, collaborate on source files, and track changes with non-hindering shared control.
",Windows,Free,CS-CVS Client
895,Estimate time required for file downloads and transfers.,Windows,Free to try,Download Calculator
896,Do regular Internet speed tests in the background.,Windows,Free,JDs Auto Speed Tester
897,"Block access to unacceptable Web sites and generate clear, categorized employee Web use reports.",Windows,Free to try,CyBlock Web Filter for ISA Server
898,Pertform route checking and fix major bugs.,Windows,Free,VipVPN
899,Perform agent-less remote administration of Windows machines.,Windows,Free,WMIX
900,"Analyze, manage, and monitor your workstations.",Windows,Free to try,LabTech MSP
901,Get detailed information about a remote computer system.,Windows,Free to try,Remote Intel
902,"Capture, view and analyze network traffic.",Windows,Free,Microsoft Network Monitor
903,Attach a static hostname to a dynamic IP address.,Windows,Free to try,Dynamic IP Update Configuration
904,"TN5250, TN5250E, TN3270, TN3270E terminal emulator",Windows,Purchase,WRQ Reflection for IBM
905,Add a virtual Wi-Fi router to your Windows 8 PC.,Windows,Free,MO Virtual Router
906,Connect to the Internet via anonymous and secure VPN service.,Windows,Free,Anony VPN
907,Monitor student and employee activity in real time on networks.,Windows,Free to try,A.M.S.- Active Monitoring System
908,Collect and index your IT data for search and navigation.,Windows,Free,Splunk
909,Inspect network switches and get a report of the connected devices.,Windows,Free to try,SwitchInspector
910,Back up and control your Cisco router easily.,Windows,Free,Router Backup Tool
911,"Scan, draw, and fix problems of network layouts.",Windows,Free,Net-Probe
912,Query computers in your domain and return valuable asset information.,Windows,Free to try,WMI Asset Logger
913,Take screenshots of remote machines on your network.,Windows,Free to try,EMCO Remote Screenshot
914,Edit your image files.,Windows,Free,Adobe Lightroom Exporter For Pixelpost
915,Simplify development and testing of network management applications in a virtual network environment.,Windows,Free to try,AdventNet Agent/Network Simulation Toolkit
916,Share a scanner over the network and use it also as a copy machine.,Windows,Free to try,Capturix ScanShare
917,Monitor the whole network.,Windows,Free to try,CDP Cisco Client
918,Facilitate setup and installation of Fortinet products.,Mac,Free,FortiExplorer
919,Monitor your Web site and get information about its performance and possible errors.,Windows,Free to try,Radar Website Monitor
920,Enable IT administrators to manage roles and features that are installed on remote computers.,Windows,Free,Remote Server Administration Tools for Windows 7 with Service Pack 1 (64-bit)
921,Control remotely control PC with ease.,Windows,Free,WiFiRemote Server
922,Access your PC's screen remotely.,Windows,Free,BBQScreen
923,"Connect and manage PCs running VNC, RDP, HyperV, SSH, RAdmin, Team Viewer, and DameWare servers.",Windows,Free to try,SmartCode VNC Manager Enterprise Edition (64-bit)
924,Read incoming and outgoing messages on all your Yahoo Instant Message windows.,Windows,Free,Instant Message Reader
925,Connect in to your systems on the go without leaving any personal information behind.,Windows,Free,PuTTY Portable
926,Keep track of your network configuration with TCP/IP Manager!,Windows,Free,TCP/IP Manager
927,Access your computer from anywhere in the world with this intelligent network system.,Windows,Free to try,Virtual Domain Name Services
928,Scan IP address and MAC address.,Windows,Free to try,Colasoft MAC Scanner Pro
929,"Log all network traffic and sniff files, passwords, and hash.",Windows,Free to try,York Network Trace
930,Run your own enterprise level DDNS Service.,Windows,Free to try,MintDNS Enterprise
931,Traceroute & whois tool for network engineers.,Mac,Free,Layer Four Traceroute
932,Make your Win 8 PC into a Wi-Fi Hotspot easily and quickly.,Windows,Free,Easy Wi-Fi Portable
933,Enable tethering for rooted handset via USB.,Android,Free,Android Wired Tether
934,"Monitor access to shared folders, resources, and remote workstations.",Windows,Free to try,ShareAlarmPro
935,Convert IPv4 addresses to IPv6 addresses.,Windows,Free,IPConvert
936,Detect and send dynamic IP addresses information to a server.,Windows,Free,DynSite
937,"Log and graph bandwidth usage for WildBlue, Exede, DishNet, and other ViaSat Internet customers.",Windows,Free to try,Satellite Restriction Tracker
938,Forward data between serial ports and establish communication.,Windows,Free to try,HsTcp2Com Standard Edition
939,"Configure and manage routers, switches and firewalls.",Windows,Free to try,Kiwi CatTools
940,Filter and report on Internet use in your organization.,Windows,Free to try,CyBlock Proxy (32-bit)
941,Move your files to VoIP phones and routers.,Windows,Free,TFTPUtil
942,Send important information to all network users.,Windows,Free to try,LAN messenger
943,Download almost any Web page from the majority of Web servers.,Windows,Free,HTTP Sucker
944,Bring the power of high-performance computing (HPC) to the desktop and workgroup level.,Windows,Free to try,Windows Compute Cluster Server
945,Configure and manage wireless networks.,Windows,Free,WaveDeploy
946,Read local and remote logs with customizable monitoring and notification.,Windows,Free to try,LogMeister
947,Surf the web anonymously from your Windows 8 device.,Windows,Free,VPN in Touch for Windows 8
948,"Control Arduino, Raspberry Pi, or PIC from your smartphone over Bluetooth.",Windows,Free,Bluetooth Pi Arduino PC
949,"Design, document, and monitor computer networks.",Windows,Free to try,Didyma
950,"Let this Web log tool build your site, organize and archive your posts, and publish your content automatically.",Mac,Free to try,Radio UserLand
951,Manage and modify your blogs without browser.,Windows,Free to try,BlogJet
952,Get remote access to graphical desktops via slow network connection.,Linux,Free,TightVNC Server for Linux
953,"Manage,organize and monitor network devices.",Windows,Free to try,NetPalpus
954,Download and share Google maps.,Windows,Free to try,GoogleOzi
955,Monitor the internet connection activities on PC.,Windows,Free,Internet Connectivity Monitor
956,Host simple yet robust and reliable SSH(2) and SFTP Server for Windows.,Windows,Free,SilverSHielD
957,Get a dynamic port forwarding utility.,Mac,Free to try,Lighthouse
958,Manage configuration files for the Cisco routers.,Windows,Free to try,WinAgents IOS Config Editor
959,Replace your hardware router and configure it remotely.,Windows,Free to try,RouterOS
960,Make your network computer experience secure.,Windows,Free to try,NetTrooper
961,"Manage transactions and accounting for cyber cafes, generate and manage VIP/Regular tickets.",Windows,Free,Epro Cybersoft Server Edition
962,Use ELA to create simple reports and charts from Exchange 2000/2003 message tracking logs.,Windows,Free to try,Exchange Log Analyzer
963,Monitor and analyze exchange server transactions.,Windows,Free,ExInsight for Microsoft Exchange
964,Establish secure connection between computers over the Internet as if they were connected over a LAN.,Windows,Free,Radmin VPN
965,Browse the Management Information Base (MIB) exposed by systems with SNMP agents with ease.,Windows,Free,SNMP Explorer
966,Communicate with PLC Simatic S5 and S7 series using RK512 protocol.,Windows,Free to try,Merz OPC Server RK512-3964R-MPI for Simatic S5/S7
967,Track computer activities using a proxy server log analyzer.,Windows,Free,.Traf
968,Display the information about your Wi-Fi network parameters.,Windows,Free,Free WiFi Detector
969,Install VNC software onto computers throughout your network.,Windows,Free to try,VNC Installer Pro
970,Point your dynamic IP address to an easy to remember host name. ,Windows,Free,No-IP Dynamic Update Client
971,Monitor your LAN servers' availability and performance and get notified when a failure occurs.,Windows,Free to try,Alchemy Network Monitor
972,Perform network operations and analysis using scriptable terminal.,Windows,Free to try,IO Ninja
973,SSH & Telnet login bookmark manager.,Mac,$3.99,JellyfiSSH
974,Simplify visiting foreign Web sites for Chinese speaker.,Windows,Free,51vpn
975,Query Domain Name System (DNS) name servers.,Windows,Free,EzDig
976,Organize your Remote desktop and Hyper-V connections.,Windows,Free to try,Royal TS
977,Show in real time which processes in your machine are causing TCP or IP network traffic.,Windows,Free to try,Network Traffic Monitor
978,"Scan remote PC , networking and diagnostic tools.",Windows,Free to try,AssetDB
979,Network traffic monitor.,Mac,Free,ntop
980,Watch and log network activities of any applications.,Windows,Free,Trivial Proxy
981,"Capture Ethernet packets in Windows 10, 8, and 7 environments.",Windows,Free,Win10Pcap
982,Provide high-precision ping utility with advanced functionality and statistics.,Windows,Free,hrPing
983,Control network traffic bandwidth.,Windows,Free to try,Bandwidth Controller Enterprise
984,Transmit data between Internet servers and remote users securely.,Windows,Free to try,Insistsoft SSL VPN Server
985,Monitor IP bandwidth and generate graph reports.,Windows,Free to try,IPsO
986,Specify rewrite rules using regular expressions.,Windows,Free,Ionic's ISAPI Rewriting Filter
987,Use media server to your PlayStation 3 over your network.,Linux,Free,PS3 Media Server for Ubuntu (32-bit)
988,Send remote commands to your computer via e-mail.,Windows,Free,RemoteByMail
989,Access your PC from any OS platform through HTML5 browsers.,Windows,Free,ThinVNC
990,Control and manage your VNC connections.,Windows,Free to try,VNC Navigator
991,"Manage Web pages, user accounts and file downloads.",Windows,Free,Home Web Server
992,"Shutdown, restart or log off your PC remotely using Twitter.",Windows,Free,TweetMyPC
993,Support your clients remotely by connecting with their PC or Mac via the Internet.,Windows,Free to try,ISL Light
994,Monitor and display information about internet connection.,Windows,Free to try,Connection Monitor
995,Manage all of your UltraVNC connection files.,Windows,Free,VNC Address Book
996,Manage remote desktop connections and provide ping and port monitoring.,Windows,Free to try,Remote Desktop Assistant
997,"Get advanced routing, firewall, and VPN for your network.",Windows,Free,Vyatta Community Edition
998,Browse and manage local and remote file systems.,Windows,Free to try,SSH Navigator
999,"Collect the last logon information and present the final results in a file, or printed report.",Windows,Free to try,RealLastLogon
1000,"Scan your network for open ports (IPv4 and IPv6), ARP, SNMP, NetBIOS, WMI and Windows shares.",Windows,Free,CHScanner
1001,View download speed and upload speed in real time.,Windows,Free,NetTraffic
1002,enterprise edition,Windows,Free,Windows desktop search
1003,ActiveX wrapper classes for winpcap packet capture library,Windows,$49.95,PacketX
1004,Monitor file transfer on your network adapter.,Windows,Free,NetGraph2
1005,Support your network manager.,Windows,Free to try,Soliton e-Care
1006,"Monitor & administer your network with a suite of ten tools, including Ping, Traceroute, and DNS.",Windows,Free to try,Ping-Probe
1007,Send messages or text file lines to a syslog server.,Windows,Free,Adiscon Logger
1008,"Deploy multi-server including PXE, RIS, WDS, HTTP, FTP, TFTP, DHCP, proxy DHCP, BINL, DNS, SNTP, and SYSLOG.",Windows,Free,Serva Community (64-bit)
1009,Search IP address and ownership information.,Windows,Free,BeeThink IP Address WhoIs
1010,"Send non-obstrusive alerts, warnings, or messages to designated users.",Windows,Free to try,ePigeon Instant Messaging
1011,"Set up Wamp Server with Apache, MySQL, PHP, and SQLite.",Windows,Free,UwAmp
1012,Update your Macintosh Manager client software.,Mac,Free,Apple Macintosh Manager Update
1013,"Wake up, shutdown, and reboot your computer over a network.",Windows,Free to try,Network Shutdown Tool
1014,"Monitor, analyze, and collect statistical information about your network traffic.",Windows,Free,NADetector
1015,Monitor and manage a network computer.,Windows,Free,MobaSSH
1016,Collect and store syslog messages from your network devices.,Windows,Free,Syslog Watcher
1017,Create Wi-Fi network profiles for using the AuthenticateMyWiFi service.,Windows,Free,Wireless Network Profile Creator for AuthenticateMyWiFi
1018,Create and manage multiple user/computer/contact accounts on an Active Directory domain.,Windows,Free to try,Ad Infinitum
1019,Remotely control any Mac on your network.,Mac,Free to try,RIMS Admin
1020,Alert users of network trouble.,Windows,Free,Ping a Ding Ding
1021,"View and edit MIB tables and track and configure SNMP-enabled switches, servers, and routers.",Windows,Free to try,Unbrowse SNMP
1022,"Monitor, filter internet activities of network computers.",Windows,Free,WFilter Free
1023,Capture and analyze the traffic and protocols running on a computer network.,Windows,Free,Wireshark U3
1024,Manage and track your help desk calls.,Windows,Free to try,AmberCat Help Desk
1025,Protect your computer data and access your PC remotely from any Web-enabled mobile device.,Windows,Free,SoonR
1026,Manage and assign IP addresses with various features.,Windows,Free to try,IPMaster
1027,"RemotePad is an open source application that controls the mouse cursor of your desktop PC. This way, you can use your iPhone or iPod touch as a...",iOS,Free,RemotePad
1028,Enhance the use of the Windows serial and network interfaces of your computer.,Windows,Free to try,Ckubed Advanced Terminal Program
1029,"Provide remote support instantly; diagnose, troubleshoot and fix any PCs, tablets or mobile devices.",Webware,Free to try,LogMeIn Rescue
1030,Version control system that uses SCM protocol.,Mac,Free,Perforce
1031,Share your computer's Internet connection with other devices.,Windows,Free to try,Ez WiFi
1032,Communicate with SNMP devices manually or automate complex systemwide management tasks.,Windows,Free to try,SNMP HTML Explorer
1033,Oversee and protect your net connections.,Windows,Free to try,Connection Meter
1034,Set up a secure wireless network tuned for home or small office.,Windows,Free to try,Connect
1035,Automation of connecting remote network shares,Windows,Free,NetConnect
1036,"Access remote computers via ICA, RDP, and VNC connections.",Windows,Free to try,iShadow Desktop
1037,Change the MAC Address of your Ubiquiti device.,Windows,$15.00,Ubiquiti MAC Address Changer
1038,Connect to any type of network and update your passwords.,Mac,Free,AirTrafficControl
1039,"Access your computer from remote locations with Android device, GSM modem, or e-mail commands.",Windows,Free,PC Peregrinato
1040,Access to Web pages that would normally be blocked by your work place/school.,Windows,Free,At www
1041,Generate video test patterns from your computer.,Windows,Free,CalMAN HTPC Pattern Generator
1042,"Access YouTube videos, subscriptions, and play lists directly from your browser.",Windows,Free,Unofficial YouTube Toolbar
1043,Manage and limit the bandwidth and monitor network traffic.,Windows,Free to try,Crysnet Bandwidth Manager
1044,"Monitor servers, or Internet services on a server, for uptime and availability.",Windows,Free to try,Servers Alive
1045,Monitor and analyze network traffic and activities.,Windows,Free to try,Nexeye Monitoring Enterprise
1046,Monitor the internet traffic and receive alerts of dangerous or unexpected network activity.,Windows,Free,InterenetDUMeter
1047,Check your network programs and configure the network.,Windows,Free,UDP Client Server
1048,Create interactive network diagrams on your PC.,Windows,Free,Network Notepad
1049,Test and report your broadband Internet connection speed.,Windows,Free,Line Speed Meter
1050,Detect and analyze tcp/udp package.,Windows,Free,P-Net Detective
1051,"Perform multihost/multisession emulation for TN3270E, TN5250E, and VT100/420 protocols.",Windows,Free to try,z/Scope Classic Terminal Emulator
1052,Terminate processes on the local and remote computers.,Windows,Free,sysinternals PsKill
1053,Control your Android device from Windows desktop through USB connection or WiFi. ,Windows,Free,MyMobiler for Android
1054,Access InterMapper and manage your network from any location.,Windows,Free to try,InterMapper RemoteAccess
1055,Allow clients to connect to the internet via your phone's data connection.,Android,Free,Wireless Tether for Root Users
1056,"Print data from server-hosted console application onto a local printer, and return lost connections.",Windows,Free to try,Zilab Remote Console Server
1057,Add and delete share points like in Finder.,Mac,Free,SharePoints
1058,Activate the Compliance Test (Licensed) mode on your Ubiquiti devices of the Line AirMAX M.,Windows,$25.00,Ubiquiti airMAX M Toolkit
1059,"View active computers with logged user names (NetBIOS), MAC, and IP addresses.",Windows,Free,Bopup Scanner
1060,Control your Samsung Smart TV on Windows 8 device.,Windows,$4.99,Smart Remote for Windows 8
1061,Make yourself invisible in the network.,Windows,Free to try,Private WiFi 
1062,Ease your day-to-day desktop management.,Windows,Free,Desktop Central Free Windows Admin Tools
1063,Display all the connected MAC of computers.,Windows,Free to try,IP-MAC Scanner
1064,Control remote computers.,Windows,Free,RPS - Remote Power Source
1065,Enable the WPA Enterprise features of their Wi-Fi hardware for small business.,Windows,Free to try,Elektron
1066,Diagram an existing network and perform hardware and software inventory on network-attached devices.,Windows,Free to try,Vineyard
1067,Save and load the configuration of Cisco router.,Windows,Free to try,NetSaver
1068,Ping online computers and other equipments.,Windows,Free,Desktop Pinger
1069,Monitor server performance and create alerts when problems occur.,Windows,Free to try,Alchemy Eye Pro
1070,Create a VPN in less than 5 minutes.,Windows,Free to try,VNN
1071,Create virtual tunnel and connect your PC to various routers.,Windows,Free,tinyvpn
1072,Refresh Web pages with user specified interval.,Windows,Free to try,The Refresher
1073,Explore connected Bluetooth devices and show details.,Mac,$0.99,Bluetooth Explorer
1074,Gain network access to remote devices with this software.,Windows,Free to try,Net2Serial
1075,Monitor your Internet connection and network/server uptime stability and log ping time.,Windows,Free to try,Network Tester
1076,Display statistics of your computer's TCP connections.,Windows,Free,My TCP Viewer
1077,Unlock your Motorola phone online with ease.,Windows,Free to try,Ser-Rem Unlocker
1078,Interact with remote computers on PC.,Windows,Free to try,VNC Viewer Plus
1079,3270 terminal emulator,Mac,Free,Brown University tn3270 X
1080,"Add smileys to your Web sites, e-mails, and forums.",Windows,Free,Quick Smile
1081,Expand capabilities of your business through a shopping cart system.,Windows,Free,CRE Loaded Standard
1082,"Build, validate, and organize multi-layer neural networks.",Windows,Free to try,EasyNN-plus
1083,Turn your computer into a WiFi hot spot and share your Internet connection.,Windows,Free to try,Virtual WiFi Plus
1084,Store Internet and network configuration settings and switch between location profiles easily.,Windows,Free to try,Easy Net Switch
1085,Modify the hostname and IP address of local host.,Windows,Free,Localhost Spoofer
1086,Sniff and view IP packets.,Windows,Free,PacketViewer
1087,"Check the health of your network with this ping monitor.
",Windows,Free,MetaPing FREE Visual Ping Monitor
1088,Shut down any number of Windows workstations remotely.,Windows,Free to try,Remote Shutdown
1089,Manage all built-in NFS features.,Mac,Free to try,NFS Manager
1090,GUI for the CiscoVPN Unity client,Mac,Free,VPNConnect
1091,Manage all your network connections.,Windows,Free,IQonn Lite
1092,Connect and mix local and remote program on UNIX and Linux platforms on your desktop.,Windows,Free,Mocha X Server
1093,"Manage user accounts, statistics, and server settings easily.",Windows,Free,Sami HTTP Server
1094,"Ping Web sites, servers, or IP addresses and log activities.",Windows,Free,Server Tester
1095,Monitor and check your network regularly and analyze reports.,Windows,Free to try,Network Eagle Monitor Professional
1096,Ping domains and IPs.,Mac,Free,Super Ping Pro
1097,Configure access restrictions for OS X's built-in Web server.,Mac,Free,Weblock
1098,    Connect to the Internet and monitor state of the dialup connection.,Windows,Free,Dialup Manager
1099,"Perform port forwarding, packet routing, cloning, and many other networking functions.",Windows,Free,Multi Port Forwarder
1100,Make your Win 8 PC into a Wi-Fi Hotspot easily and quickly.,Windows,Free,Easy Wi-Fi
1101,Build your own SMS-based services.,Windows,Free to try,SMS in a Box
1102,"Manage, analyze, and monitor your network route.",Windows,Free to try,Path Analyzer Pro (Windows)
1103,Widget reports the geographic location of an IP address.,Mac,Free,IP Locator
1104,"choose Mac OS X, Windows, or Linux each time Mac boots",Mac,Free,BootPicker
1105,Redirect network traffic and connections by analyzing TCP based protocols.,Windows,Free to try,TunnelEx
1106,Disable the periodical background scan activity for wireless networks.,Windows,Free,WLAN Optimizer
1107,Access your desktop from any other MacOS X computer.,Mac,Free to try,Desktop Transporter
1108,Switch pre-configured network settings without reboot.,Windows,Free,Free IP Switcher Portable
1109,Monitor the efficiency of your bandwidth usage by your employers.,Windows,Free to try,Internet Access Monitor for MS ISA Server
1110,Use Xbox SmartGlass to enhance your entertainment on Xbox 360.,iOS,Free,Xbox SmartGlass
1111,Collaborate conveniently with other members of your ad hoc community.,Windows,Free,Sonbuddy Lite
1112,Transfer data via TFTP protocol.,Linux,Free,Tftpd32 for Linux
1113,Control your PC remotely via MSN.,Windows,Free,Remote MSN Robot
1114,Switch network parameters without rebooting your system.,Windows,Free to try,Switch Network
1115,"Create, edit, and control VPN connections.",Windows,Free to try,Viscosity
1116,"Create and upload compliant sitemaps for Google, Yahoo, and MSN.",Windows,Free to try,"Google, Yahoo and HTML Sitemap Generator v3.1"
1117,Manage billings and operate broad range of Internet services.,Windows,Free to try,UTM for Windows
1118,Be more productive using the device you already own to get more screen real estate.,Android,Free to try,ScreenSlider
1119,record both keyboard & mouse actions,Windows,Free,nMacro Recorder
1120,Authenticate dial-in users with multiple features.,Windows,Free to try,Radius Test
1121,Extract tabular data from Web pages.,Windows,Free to try,Web Page Table Extractor
1122,Configure and manage the thin clients and user's connection settings.,Windows,Free,2X ThinClientServer for Windows
1123,Monitor employees Web activity and generate reports on the Web usage.,Windows,Free to try,Cyfin Reporter
1124,"Mount AFP, SMB, CIFS, FTP, WebDAV network shares silently in the background.",Mac,Free to try,Bonjour Mounter
1125,Establish network with wide range of configurations.,Windows,Free,OpenVPN
1126,Monitor internet or network services.,Windows,Free to try,First Alert Service Monitor
1127,Create/modify ADM and ADMX templates.,Windows,$60.00,ADM(X) Template Editor
1128,Test the performance and reliability of a WiFi network and help identify and troubleshoot problems.,Windows,Free to try,NetSurveyor Pro
1129,Create and test large virtual networks in minutes.,Windows,Free to try,Multi Server Simulator
1130,Block access to you computer.,Windows,Free,Lock computer
1131,Host a light-weight HTTP proxy srver for your needs. ,Windows,Free to try,TinyProxy
1132,Analyze and view your remote connections.,Windows,Free,mRemoteNG Portable
1133,Implement and de-bug TCP/IP or UDP/IP-based protocols with commands in textual and binary code.,Windows,Free to try,TCP Port Toolkit
1134,Get a utility for testing the TCP and UDP performance of a wireless or wired network.,Windows,Free,TamoSoft Throughput Test
1135,Send thousands of simulated BGP routes to the routers.,Windows,Free to try,Nantech TrafficGen
1136,"Bandwidth shaper which allows you to cap upstream bandwidth, prioritize ACK packets, and keep download speeds high.",Mac,Free,throttled
1137,"Monitor your network usage, health, and traffic in real time.",Windows,Free to try,Link Logger for Netgear FVS318v3
1138,"Capture, view, and analyze network traffic.",Windows,Free to try,ESP: Edge Security Profiler
1139,Transfer files between two PCs connected over LAN.,Windows,Free,Dukto Portable
1140,Inventory your hardware and software assets.,Windows,Free,NetPoint
1141,Get a pop3 email notifier.,Windows,Free,EMail Notifier
1142,Search and download movie information and DVD box art.,Windows,Free,Movie411
1143,Configure and manage DHCP network objects.,Windows,Free,Open DHCP Server
1144,Audit and manage the machines on your network from your desk.  ,Windows,Free to try,Super Suite
1145,Map DriveHQ cloud storage as a network drive.,Windows,Free,WebDAV Drive Mapping Tool
1146,Get reports on files and associated access rights in your network.,Windows,Free to try,Galileo
1147,"Use just one tool to check (X)HTML, accessibility, spelling and broken links.",Mac,Free,Total Validator
1148,Perform administrative tasks on remote Windows-powered systems.,Windows,Free,S.E. Remote Control
1149,Simple to use interface to configure and run a VPN server.,Mac,$4.99,VPN+
1150,"Query and control remote servers or other connected network devices. 
",Windows,Free,Vallum GMI Agent
1151,Download various files from Usenet Newsgroups.,Windows,Free,Sponge
1152,Test network devices connections and create connection reports.,Windows,Free,Connection Checker
1153,Control online status and accessibility of network services and hosts.,Windows,Free to try,NetWatcher
1154,Change IP address every few minutes.,Windows,Free to try,IP Rotation
1155,Monitor all the servers/desktops on the network.,Windows,Free to try,Server Watch
1156,Monitor and manage network computer activities.,Windows,Free to try,WinManager
1157,Control login of wireless Hotspot or wired network.,Windows,Free to try,SIPHotSpotManager
1158,Recover lost Wi-Fi password.,Windows,Free,Free Wi-Fi Key Finder
1159,Connect to a Terminal Server for reliable printing to its local printers.,Windows,Free to try,Net2Printer RDP Client
1160,Organize Internet and intranet servers into cluster domains and groups.,Windows,Free to try,eCluster NT
1161,Manage and administer your accounts.,Windows,Free,Active Directory Account
1162,Manage your daily administrator tasks.,Windows,Free,CSM
1163,Test your full bandwidth speed.,Windows,Free to try,Speed Test Gold
1164,Test and debug SNMP requests against a device in your network.,Windows,Free,Paessler SNMP Tester
1165,HTTP client or server test application designed to pinpoint critical performance issues in your web site or web server.,Windows,Free to try,Webserver Stress Tool
1166,"Monitor TCP ports applications with SMS, mail, and sound alerts.",Windows,Free,TCP Ports Monitor & Alert
1167,shows WAN/LAN IP address in the menu bar,Mac,Free,BwanaDik
1168,GUI to manage SSH tunnels,Mac,Purchase,SSH Tunnel Manager
1169,Ping and trace route multiple addresses.,Windows,Free,Ping Manager
1170,Open source server for streaming QT data.,Mac,Purchase,Apple Darwin Streaming Server
1171,This small SMTP server works for a small number of users.,Windows,Free to try,Mady MTA Service
1172,Manage your TFTP based network communications on PC.,Windows,Free,Open TFTP Server
1173,Connect to Wi-Fi at commercial free hotspots and Boingo hotspots automatically.,Windows,Free,Boingo Wi-Finder Vista/7
1174,network capacity & resource trending tool,Windows,"$1,090.00",Denika Performance Trender
1175,Record network data from any device with your PC.,Windows,Free to try,Advanced TCP IP Data Logger
1176,Take the strain off the network.,Windows,Free to try,Active Distribution Console
1177,Emulate a variety of terminals with secure login and Secure Shell data-transfer capabilities.,Mac,Free to try,SecureCRT
1178,Manage your router with the custom tomato firmware with more options for customization.,Windows,Free,Tomato Firmware
1179,Monitor your network from a Web browser or WAP-enabled cell phone.,Windows,Free to try,DeviceMonitor
1180,Reset Active Directory user passwords.,Windows,Free,Password Control
1181,Lock and unlock vital parts of your Windows.,Windows,Free,Fast Unlock Kool
1182,Control your PC remotely over the network.,Windows,Free to try,RdClient
1183,Connect to VPN easily.,Mac,Free to try,Shimo
1184,"Create your own FTP, SFTP, FTPS, HTTP, HTTPS, or WebDAV server.",Mac,Free to try,CrushFTP
1185,Connect and manage calls on your computer.,Windows,Free,AsteriskControl
1186,Manage multiple remote desktop connections.,Windows,Free,JDRemoteDesktop
1187,Check and monitor your IP Address and Internet connection.,Windows,Free,IP Freely
1188,Run a Web server on your computer with an IP address.,Windows,Free,Dynamic DNS
1189,"Collect and report network software, hardware, and programs.",Windows,Free to try,Network Inventory Reporter
1190,Turn your PC into a hot spot.,Windows,Free to try,Maxidix HotSpot
1191,"Add SMS feature, Web sites, and other applications to your wireless devices.",Windows,Free to try,Mobile Sender
1192,Analyze network traffic and find the download address for all stream media.,Windows,Free,BitAnalyzer
1193,Take control of your PC via a mobile device.,Windows,Free,myControlServer
1194,Connect remotely to any of your Windows XP or Windows Server PCs.,Windows,Free to try,PMG Connect
1195,"Get visualization of IP traffic in your PC, monitor hosts in LAN by MAC or IP address.",Windows,Free,TMeter 
1196,Create lists of IP addresses for a specified range.,Windows,Free,IP List Generator
1197,Test the network devices and generate analysis summary report.,Windows,Free,Network Test Guy
1198,automated approach website maintenance via FTP,Mac,$20.00,Fetch-O-Matic
1199,Tunnel applications through proxy and SSH servers.,Mac,Free to try,ProxyCap
1200,Share portable devices remotely from other computer.,Windows,Free to try,USB Redirector Client
1201,Download or backup files from any remote computer freely.,Windows,Free to try,Lanboot File Downloader
1202,Monitor and analyze network traffic data from your Windows machine.,Windows,Free to try,Network Monitor
1203,Make network mapping automatic and well designed for studying certifications.,Windows,Free,NetBrain Workstation Personal Edition+
1204,Observe desktop of a remote computer and control its activity.,Windows,Free to try,Remote Desktop Inspector
1205,Deploy your own mail server.,Mac,Free,SurgeMail Mail Server
1206,Scan your network and create map of discovered devices.,Windows,Free,AdRem MyNet Toolset
1207,Use bot to click on Web links and earn money.,Windows,Free to try,BuxBot
1208,Keep your clocks in synch over the network.,Windows,Free to try,Tardis 2000
1209,Unlock phone automatically when it connects to designated WiFi.,Android,Free,Unlock With WiFi
1210,Record radio shows streaming on the Web.,Windows,Free,Radio Recorder
