,Description,Platform,Price,Product
1807,Enable image viewing features for most popular image formats in your applications.,Windows,Free to try,ImageViewer ActiveX Control
1808,Set up and maintain an automated online showroom of your vehicle inventory.,Windows,Free to try,PHP Auto Dealer
1809,Create your own Windows installer.,Windows,Free to try,MSI Factory
1810,Fill in and submit XML based smart forms.,Windows,Free,Software602 Form Filler
1811,Develop your projects using an open source object database engine.,Windows,Free,Db4o for Java
1812,Make Google Desktop Search index Java source files.,Windows,Free,Java Sorce File Indexer Plug-in
1813,"Scan, display, and print TIFF, JPEG, PDF, UNICODE files.",Windows,Free to try,Image PDF SDK ActiveX Plug-In
1814,Convert Twips to Pixels and Pixels to Twips.,Windows,Free,Twip/Pixel Converter
1815,"Enables rapid GUI stylization with Office2003, XP native Themes and custom visual styles.",Windows,Free to try,ToolThemeBox
1816,Get an administrative template for various converters.,Windows,Free,2007 Microsoft Office System Open XML Format converters Administrative Template (ADM)
1817,Develop your software using easy-to-use ActiveX component to compress files.,Windows,Free,ActiveXZip
1818,Switch your browser's user agent.,Windows,Free,User Agent Switcher
1819,Compare SQLite schema and data for differences.,Windows,Free to try,SQLite Compare
1820,Create site themes easily.,Windows,Free,Drupal Theme Generator
1821,Minimize efforts while creating the most used codes.,Windows,Free to try,Code VBA
1822,"Play, analyze, convert, and compare YUV or RGB video data.",Windows,Free to try,YUVTools
1823,"Run your mail server, create multiple domains and mail accounts, block spam, and scan for viruses.",Windows,Free to try,ISMail
1824,Build applications for the M90 PLC.,Windows,Free,U90 Ladder
1825,"Write, beautify, refactor your SQL code easily, and boost your productivity dramatically.",Windows,Free to try,dbForge SQL Complete
1826,Upload large files to your Web server in real time.,Windows,Free to try,AspnetUpload
1827,View and create ID3 tags for your MP3s.,Windows,Free,ID3 Tag
1828,Compile PHP project into exe file.,Windows,Free to try,PHP Compiler
1829,Write games and simulations in Java using integrated development environment. ,Windows,Free,Greenfoot
1830,"Extract RGB Hex colour code from your photos, documents, and windows.",Windows,Free,Colour Spy
1831,Create self-extracting installers for your Pocket PC applications.,Windows,Free to try,PocketPC Installer
1832,Get a PDF SDK for your windows system.,Windows,Free,Debenu Quick PDF Library Lite
1833,"Design responsive HTML5 web content, banners, animation, and other multimedia.",Windows,Free to try,Opus Creator
1834,Use an Excel document to generate SQL code and tables.,Windows,Free,SQL generator
1835,Create Office XP style menus in your Visual Basic Applications.,Windows,Free to try,Office XP and .NET Style ActiveX Menu Control
1836,"Accelerate performance: New Intel C++ Compiler Pro 11.1 for Mac OS.
",Mac,Free to try,Intel C++ Compiler Professional
1837,Design graphical user interfaces for your Java applets and applications.,Windows,Free to try,Jvider
1838,Add various compression-related functions to your Visual Basic/ C++ applications.,Windows,Free to try,ZipTV for Visual Basic / C++ (ActiveX)
1839,Track and analyze your modbus slave devices.,Windows,Free to try,Modbus Poll (64-Bit)
1840,"Create top quality Web sites for companies, clubs or for private needs.",Windows,Free to try,Xara Web Designer Premium
1841,Upload any number of new RSS feeds to Web servers and manage existing RSS feeds.,Windows,Free,RSS Publisher
1842,Get ODBC connector to SQL Server database for Windows (32/64 bit).,Windows,Free to try,SQL Server ODBC driver (32/64 bit)
1843,"Compare and merge files, folders, DBs, and XML.",Windows,Free to try,Altova DiffDog Enterprise Edition
1844,Write your applications faster.,Windows,Free to try,CodeGeneratorPro
1845,Add Office XP-style menus and toolbars to your Web pages.,Windows,Free to try,Active WebMenu
1846,Transfer data between various database formats without writing any scripts.,Windows,Free to try,ESF Database Migration Toolkit Pro
1847,Create native Windows launchers for your Java applications.,Windows,Free,JSmooth
1848,Palm OS update for the Visor Platinum & Prism,Windows,Free,Handspring Visor
1849,Offer 6 hands on labs in Visual Basic .NET and C#.,Windows,Free,Hands On Labs - Enterprise Library for .NET Framwork 2.0 - January 2006
1850,"Export, print, and convert your HTML pages into various formats.",Windows,Free,HTML Code Export
1851,Easily build Windows Installer packages.,Windows,Free to try,Advanced Installer
1852,Parse documents in Borland C++ Builder.,Windows,Free to try,Ice XML SAX/DOM Parser
1853,Get an SQL editor & developer tool.,Mac,Free to try,Aqua Data Studio
1854,Add a SitePal speaking character into your Web pages making them interactive.,Windows,Free,SitePal Dreamweaver Extension
1855,Create diskettes for a copy-protected software distribution.,Windows,Free to try,Alkonost ContraCopy
1856,Create a menu system on your Web page,Windows,Free to try,Javascript StretchMenu Builder
1857,"Create, edit, and study HTML and DHTML pages.",Windows,Free to try,The Designer HTML-DHTML
1858,Search/replace multiple substrings in multiple files.,Windows,Free to try,String-O-Matic
1859,Configure and maintain your TCP/IP network easily.,Windows,Free to try,vDHCP Server
1860,Create HTML-based training sites.,Windows,Purchase,Macromedia Coursebuilder for Dreamweaver
1861,Perform HTML editing with full support to W3C CSS standards.,Windows,Free to try,Style Studio
1862,Add a toolbox featuring 15 neural models and 5 learning algorithms to MATLAB.,Windows,Free to try,NeuroSolutions for MATLAB
1863,Find the color code of your desired color in RGB and Hex and copy them.,Windows,Free,RGB Color Finder
1864,Enhance the power of WinDaq Data Acquisition software.,Windows,Free to try,WinDaq Add-ons
1865,Connect and manage any database with multiple features.,Windows,Free,DB Explorer
1866,Stop attackers from adjusting your system.,Windows,Free,.NET Framework 1.0 Service Pack 3 SYSTEM.WEB.DLL and MSCOREE.DLL Security Update for Windows XP Media Center Edition and Windows XP Tablet PC Edition
1867,embeddable SQL database engine,Mac,Free,SQLite
1868,Keep your website fresh and up-to-date with this content management tool.,Windows,Free to try,ActivEdit HTML Editor Plug-in
1869,"Recover passwords in Microsoft Access (accdb, accde, accdm) databases.",Windows,Free to try,ACCDB Password
1870,Search and replace many strings in multiple files at one time.,Windows,Free,Batch Replacer
1871,Learn how to use Visual C# 2005 with databases.,Windows,Free,Visual C# 2005 Database Projects
1872,"Get example reports that demonstrate creating group sums, report sums, page sums, and running sums.",Windows,Free,Access 2003/2002/2000 Sample: Summing in reports sample database
1873,Convert your documents and Web pages into PDF documents.,Windows,Free to try,Macromedia HomeSite
1874,Upload a chat room plug-ins to your Web site or Web pages.,Windows,Free,Uzoom Free Chat Room Software
1875,Convert your video files into various formats.,Windows,Free to try,ActSoft Video Converter ActiveX
1876,Create installation packages easily.,Windows,Free,InstallAnywhere Standard Edition
1877,Display data in rows and colums in your Java and Web applications.,Windows,Free to try,Advanced Data Grid Control
1878,Complete the content and reverse proxy server solution for 32 or 64-bit Windows.,Windows,Free to try,ServeTrue IQ Proxy Server
1879,Edit the start-up properties for a Microsoft Access database without opening the database directly.,Windows,Free,Property Editor (For Microsoft Access)
1880,Set up a pass-through connection between two devices using two serial ports on your PC.,Windows,Free to try,ComTrace
1881,Customize your Web sites with a drop-down of over 3 million world cities.,Windows,Free,World Cities Database
1882,"Map and transform data between XML, DB, flat file, EDI, Excel, XBRL, and/or Web service.",Windows,Free to try,Altova MapForce Professional Edition
1883,Run client/server applications on a single operating system.,Mac,Free,Sybase ASE
1884,patches and hotfixes for SQL Server 7,Windows,Free,Microsoft SQL Server Service Pack 2
1885,"Create, edit, and debut ASP projects.",Windows,Free to try,ASP Studio 2006
1886,Create professional application with native VCL components.,Windows,Free,LMD-Tools Special Edition (Delphi 7)
1887,Add Outlook style interfaces to your applications.,Windows,Free to try,Janus WinForms Controls Suite
1888,"Query ODBC data sources, author SQL scripts, and execute multiple SQL scripts simultaneously.",Windows,Free to try,SQL Query Tool (Using ODBC) x64 Edition
1889,"Create PHP scripts for the selected Firebird tables, views, and queries.",Windows,Free,Firebird PHP Generator Free
1890,Promote your Web pages on the Internet and create traffic to your site.,Windows,Free to try,BuildTraffic Search Engine Tools
1891,Retrieve files from a floppy disk.,Windows,Free,Undelete from Floppy Disks
1892,Monitor your CPU and RAM usage.,Windows,Free,SysTrayMeter
1893,"Build conceptual, logical, and physical data models, design database structures.",Windows,Free to try,Navicat Data Modeler 3
1894,Convert Visual Basic code to Visual FoxPro code.,Windows,Free,Visual FoxPro 6.0 Sample: Using the SliderBar ActiveX Control in Visual FoxPro (Slidebar.exe)
1895,Add some extras to AppleScript for OS 8.6.,Mac,Free,AppleScript Extras
1896,"Edit your HTML, XHTML, and CSS files in a single program.",Windows,Free to try,TopStyle
1897,Convert your PDFs into easy HTML using this versatile application.,Windows,Free to try,PDFapps Convert PDF to HTML
1898,Turn your applications into a shareware or demo edition.,Windows,Free to try,Shareware Guard
1899,Find multicore performance bottlenecks in serial and parallel applications without needing to know the processor architecture or assembly code.,Windows,Free to try,Intel Parallel Amplifier
1900,Enable your applications to visualize numeric data in the form of charts.  ,Windows,Free to try,Oscilloscope/Chart ActiveX Control
1901,Create sitemaps for your Web site that is recognized by various search engines.,Windows,Free,Offline Site Map Generator
1902,"Prepare JPEG, GIF & PNG image files for the web.",Windows,$61.42,Image Optimizer
1903,Perform Visual Source Safe functions from any location in the world.,Windows,Free to try,Source Safe Web Interface
1904,Online viewing tools for exploring Adobe FrameMaker documents,Windows,$49.00,Adobe FrameViewer
1905,"Convert XML to Excel, Text, HTML, Access, XML, support batch mode.",Windows,Free to try,Easy XML Converter
1906,Control and display images in different multimedia file formats.,Windows,Free to try,Viewer ActiveX Control
1907,Offer source code and debugging symbols for ASP.NET 2.0 AJAX Extensions 1.0.,Windows,Free,ASP.NET 2.0 AJAX Extensions 1.0 Source Code
1908,Format your Visual Basic code for readability.,Windows,Free to try,VBIndent
1909,Find a control option for your professional development works.,Windows,Free to try,LightTool ActiveX Controls
1910,Generate lottery numbers.,Windows,Free,Joe's Lottery Number Generator
1911,"Make your photos, music, and videos instantly available to anyone on the Internet.",Windows,Free to try,Vibe
1912,Create your own Web pages with video and audio controls without HTML knowledge.,Windows,Free to try,HTML Author
1913,Get a front-end load and performance testing software.,Windows,Free to try,AppLoader
1914,"Develop enhanced game functions with powerful, flexible, multi-feature, cross-platform, professional C++ engine. ",Windows,Free,Torque 2D
1915,Get a Qt4 graphic user interface that will provide a workflow for HDR imaging.,Windows,Free,Luminance HDR
1916,"Manage database tables, views, and procedures.",Windows,Free,SQL Admin Studio (32-Bit)
1917,"Edit XML, XSD, XSL, DTD files on your Mac.",Mac,Free to try,oXygen XML Editor
1918,Add colorful texts to your Web sites.,Windows,Free to try,Coolcolor Text Generator
1919,JavaScript development tool,Windows,Free,Adobe ExtendScript Toolkit
1920,"Create and develop reports using any language, and any operating system.",Windows,Free to try,Rpv Business Reports
1921,Design your PCB's with ease and create your own layout.,Windows,Free to try,Sprint-Layout
1922,Keep your IP address in sync with your configured DNS host names.,Windows,Free,DDNS Enterprise Client
1923,Get the open source database for your Linux device.,Linux,Free,MySQL for Linux
1924,Offer files required for installing SQL Server 2005 Compact Edition.,Windows,Free,Microsoft SQL Server 2005 Compact Edition Developer Software Development Kit
1925,Display rain and lightning effect on your Web page.,Windows,Free,AP_Rain
1926,Display time in various zones on your Web page.,Windows,Free,TimeZone
1927,Decipher 1D barcodes from a Webcam or image files.,Windows,Free to try,Eym Barcode Reader OCX
1928,Utilize a developer-friendly serial communication library for Windows and DOS systems.,Windows,Free to try,COMM-DRV/Lib
1929,Add an attractive skin to your application.,Windows,Free to try,VB Squared Skin Control
1930,Learn and build desktop and small server applications.,Windows,Free,Microsoft SQL Server 2008 Express Edition SP1 (32-bit)
1931,Enable remote file downloads and uploads.,Windows,Free to try,FTPShell Server
1932,Add music to your applications.,Mac,Free,MIDWorld
1933,Compare and synchronize structures of SQL Server databases.,Windows,Free to try,dbForge Schema Compare for SQL Server
1934,Create menus in DHTML format for your Web site.,Windows,Free to try,Pop-Up Menu Creator
1935,Learn and create PDF files using different applications with multiple features.,Windows,Free to try,PDF Creator Pilot
1936,Offer a complete development environment for creating applications for Pocket PC 2002.,Windows,Free,Pocket PC 2002 SDK
1937,Modify the size and position of an application window.,Windows,Free,Window Sizer
1938,"Enable teams to reduce risk, streamline interactions, and eliminate waste throughout the software delivery process.",Windows,Free,Microsoft Visual Studio Team Explorer 2010
1939,Highlight characters in your browser.,Windows,Free,Videoke Javascript
1940,"Provide a C/C++ interpreter for scripting, numerical computing, and 2D/3D plotting.",Windows,Free to try,Ch Professional
1941,Edit batch file by clicking in textbox and typing by hand.,Windows,Free,Auto Batch Creator
1942,Generate .NET Windows forms and ASP.NET Web forms applications from your SQL Server database schema.,Windows,Free to try,CodeGen.NET RAD Tool
1943,Supply overlay icons and context menus in your file explorer.,Windows,Free,TortoiseHg (64-bit)
1944,"Split your images into smaller segments, including percentage or pixel splitting.",Windows,Free to try,Split and Tile Image Splitter
1945,Simulate high processor or memory loads and test your computer.,Windows,Free,Obrut
1946,"Protect your Web pages source code, images, JavaScripts, and meta tags.",Windows,Free to try,Net Encoder Pro
1947,Arduino is an open-source electronics platform based on easy-to-use hardware and software.,Windows,Free,Arduino IDE for Windows 10
1948,Generate HTML/ASP Web pages automatically by listing the files from your hard drive.,Windows,Free to try,AutoSite
1949,Upgrade all service levels of SQL Server 2005 to SP2.,Windows,Free,Microsoft SQL Server 2005 Service Pack 2 (64-bit)
1950,Create professional-looking Web image galleries with a few mouse clicks.,Windows,Free to try,Instant Gallery Maker
1951,Create apps for multiple mobile platforms using standards-based web technologies.,Windows,Free,PhoneGap
1952,Create self-extracting Win32 installers and uninstallers.,Windows,Free,EzInstall Free
1953,"Build, test, market games for Android, iOS, and Windows app stores.",Windows,Free,Intel XDK
1954,"Send and receive Unicode long SMS with the support of VC++, VB, VB.NET, C#, Delphi.",Windows,Free to try,Kylix SMS ActiveX Control
1955,Optimize your Google Web page ranking.,Windows,Free,Google Ranking Search Engine Optimization Tool
1956,Create mobile phone games and other software.,Windows,Free,APX Basic
1957,Add pie charts to your Web page.,Windows,Free,Pie Chart
1958,Create various executable and DLL files.,Windows,Free to try,IBasic Professional
1959,Make full-history patches for your software and other electronic content.,Windows,Free to try,Visual Patch
1960,Sign multiple PDF documents.,Windows,Free to try,PDF Signer
1961,Simplify Windows installer with different set-up themes.,Windows,Free to try,InstallAware NX
1962,Create protected installation packages for your applications.,Windows,Free,SPS Copy Protection Installer
1963,Search and open index and default html files on folders.,Windows,Free,HTML Template Browser
1964,"Develope interactive, database-enabled Web sites without programming knowledge.",Windows,Free,ODBscript
1965,Create password-protected Web interface for any local and remote databases.,Windows,Free to try,PHPRunner
1966,Develop web page scripts using powerful language.,Mac,Free,PHP
1967,"Manage and develop your database in MySQL, SQL Server, SQLite, PGSQL, and Oracle.",Mac,Free to try,Navicat Premium Essentials (Multiple Databases GUI)
1968,Create XML files for WPS-based Wi-Fi hotspot deployments.,Windows,Free,WPS Authoring Tool
1969,Optimize and compress your JPEG files.,Windows,Free to try,JPEG Optimizer Pro
1970,Play any audio files and Internet radio channels.,Windows,Free,MP3 Web Player
1971,Extract and merge data from mailboxes on servers running Exchange.,Windows,Free,Microsoft Exchange Server Mailbox Merge Wizard (ExMerge)
1972,Manage document printing operations from any local and network printers.,Windows,Free to try,Print HTML ActiveX DLL for Windows
1973,Extend the limits of WinAmp skins.,Windows,Free,Maki Epp
1974,Create Web-based client or server applications without CGI programs.,Windows,Free to try,Web+
1975,See on your PC the GUI of a Java application running on a networked server.,Windows,Free,Bullant Remote for Windows
1976,Create and develop your own applications using Web server technologies.,Windows,Free,XAMPP
1977,"Use Delphi/C++Builder components to display, edit, and print hypertext documents.",Windows,Free to try,TRichView
1978,"Understand your site's performance, identify hotspots, and fix problems fast.",Windows,Free,dynaTrace AJAX Edition
1979,Transform your MP3 links into playable MP3.,Windows,Free,Flash MP3 Player
1980,Edit or remove unwanted tags from HTML source files.,Windows,Free to try,Detagger
1981,Run and program python from a USB storage device.,Windows,Free,Portable Python
1982,Create virtual keyboards for your kiosk and point-of-sale applications.,Windows,Free to try,MountFocus Keyboard Designer
1983,Place a Java-based calculator on your PC.,Windows,Free,Java Scientific Calculator
1984,Edit your Web pages.,Windows,Free,HotEditor
1985,Access MS Access databases using DAO (Data Access Objects) and ACEDAO.,Windows,Free to try,DAO Database Collection
1986,"Design, view, and convert XML-based documents.",Windows,Free to try,x-Forms Print
1987,Integration of Subversion into the Finder.,Mac,Free,SCPlugin
1988,Translate numerical values into text in 4 different languages.,Windows,Free to try,DC Num2Text
1989,Manage and view reports designed using Microsoft reporting technology.,Windows,Free,Microsoft Report Viewer 2010 Redistributable
1990,Add functionality to your Visual FoxPro 9.0 applications when using ADO and COM components.,Windows,Free,Visual FoxPro VFPCOM Utility
1991,Read barcodes using any model of scanner connected via RS232 interface.,Windows,Free,Barcode Scanner Driver for 1C
1992,Create MS Access databases  queries easily.,Windows,Free,Access SQL Query Interface
1993,Export Cryptographic service worldwide.,Windows,Free,Cryptographic Service Provider Developer's Toolkit (CSPDK)
1994,"Decompile, recover, convert .NET binaries to C#, VB.Net, J#, Delphi.",Windows,Free to try,Spices.Net Decompiler
1995,Automate Crystal Reports barcode handling.,Windows,Free,IDAutomation Crystal Reports Linear UFL
1996,Edit and compile code directly from the database.,Windows,Free to try,OraEdit Pro
1997,Create your own web pages without having to learn HTML.,Windows,Free,Trellian Webpage
1998,Defragment your fragmented files to make your Windows run faster.,Windows,Free to try,Defrag for Windows
1999,Send your Web sites to various search engines and directories.,Windows,Free to try,GSA Auto Website Submitter
2000,"Create HTML forms, PHP online forms, and e-mail contact forms for your Web site.",Windows,Free to try,Arclab Web Form Builder
2001,"Examine, test, and debug modbus systems.",Windows,Free to try,Simply Modbus RTU/ASCII Master
2002,Create reports from any data source.,Windows,Free,Jaspersoft Studio (64-bit)
2003,"Get the ASP.NET and Windows Forms Chart Controls for .NET Framework 3.5 SP1.
",Windows,Free,Microsoft Chart Controls for Microsoft .NET Framework 3.5
2004,Make your business XML-driven.,Windows,Free to try,DbToXml
2005,Create HTML and Web help documents.,Windows,Free to try,FlyHelp
2006,Demonstrate how to perform various kinds of operations with Microsoft Agent.,Windows,Free,Agent 2.0 Sample: Visual FoxPro Sample Code
2007,Build and revise HTML source codes.,Windows,Free,Lambda HTML Editor
2008,Develop your databases with Sybase Adaptive Server.,Windows,Free to try,SQL Toast
2009,Apply obfuscation features to your .NET assemblies.,Windows,Free to try,Phoenix Protector
2010,Retrieve and export images and binary data directly from popular databases.,Windows,Free to try,SQL Image Viewer
2011,Manage files on your PC.,Windows,Free,Unreal Commander
2012,Java development tools for Windows,Windows,Free,Microsoft SDK for Java
2013,Log and display Web site statistics as interactive charts and reports.,Windows,Free to try,Web Log Storming
2014,Automate your common tasks in Web development.,Windows,Free to try,Maguma Workbench
2015,Access ODBC databases and copy/save query results.,Windows,Free to try,DataView
2016,Access ODBC databases and copy/save query results.,Windows,Free to try,DataView
2017,"Generate native T-SQL, model your information, and generate your database.",Windows,Free,RISE SQL Server Code Generator
2018,Create and manage Help systems and online manuals.,Windows,Free to try,XDK
2019,cross-platform framework for Mac/Win C++ development,Mac,$50.00,CPLAT
2020,Protect MS .NET Framework 1.1 from security issues.,Windows,Free,Microsoft .NET Framework 1.1 Service Pack 1 for Windows Server 2003
2021,"Send commands to a serial device, make branch, and loop decisions.",Windows,Free to try,Serial Basic
2022,Edit and create LaTeX documents on your PC.,Windows,Free to try,WinEdt (64-bit)
2023,Monitor a session activity or send messages to Oracle users.,Windows,Free to try,Oracle Session Manager
2024,Build and deploy XML data exchanges with visual XML editor tools and SQL extraction.,Mac,Free,CAM XML Editor
2025,"Connect, browse, update & manage databases from one database client.",Mac,Free to try,RazorSQL
2026,Design Web sites ready for browsing from mobile devices.,Windows,Free to try,SiteSpinner Pro
2027,View application traces or server logs in real-time for Windows.,Windows,Free to try,Hoo WinTail
2028,View a complete list of US ZIP codes and other cities and states information.,Windows,Free to try,USA 5-digit ZIP Code Database - Premium Edition
2029,Access the content of a SecuRec password-protected disk.,Windows,Free,SecuViewer
2030,Generate C# source code for database access and SOAP/JSON web services.,Windows,Free,RISE C# Code Generator
2031,Create true Control Panel applets without programming.  ,Windows,Free to try,Control Panel Applet Generator
2032,"Count source code, blanks, and comments lines.",Windows,Free to try,Code Line Counter
2033,Create DirectX 9-based games and applications.,Windows,Free,Construct
2034,Manage remote files from your applications.,Windows,Free to try,nBit Easy FTP DLL
2035,Create macros and edit text in scripting-based editor which supports Unicode and large files. ,Windows,Free to try,EmEditor Professional (64-Bit)
2036,Learn how to build and design a Visual C# Express Windows project.,Windows,Free to try,Home Projects With Visual C# Express
2037,Create a variety of 2D and 3D Web buttons using predefined templates.,Windows,Free to try,Agama Web Buttons
2038,Protect database applications and automate data testing.,Windows,Free to try,GS DataGenerator Standard Edition
2039,"Download the latest version of the PlayReady PC Runtime.
",Windows,Free,PlayReady PC Runtime v1.3 (x86)
2040,Use Clipper to maintain your DBF files and manage data entry.,Windows,Free to try,Clipper Data Entry Program Generator
2041,Take advantage of the latest XML and XML-related technologies.,Mac,$60.00,EditiX
2042,Get access to hundreds of database systems.,Windows,Free,ODBCSDK for Windows
2043,Record software process execution at multiple levels and view complete summary.,Windows,Free,Repro
2044,Modify Web pages with an advanced tool for Web design and coding.,Windows,Free,Roden Web Editor
2045,Insert maps on your applications for tracking.,Windows,Free,DecisionViewer OCX
2046,Analyze CDs or DVDs and show contents which Windows Explorer can not display.,Windows,Free to try,CD&DVD Analyse
2047,Add updating and upgrading capabilities to your software.,Windows,Free to try,AutoUpdate+
2048,Monitor and simulate Modbus communications on your PC.,Windows,Free to try,ModbusView
2049,Build ribbons for the latest Microsoft Office's menu UI.,Windows,Free,Office Ribbon Editor
2050,Perform MySQL administration and development.,Mac,Free to try,Navicat (MySQL GUI)
2051,Add visual HTML editing to Blogger.com for creating and editing blogs.,Windows,Free to try,BlogWeaver for Blogger.com
2052,Monitor your Web site and get information about its performance and possible errors.,Windows,Free to try,Radar Website Monitor
2053,Simplify and speed up access to your data in Amazon Redshift.,Windows,Free,Aginity Workbench for RedShift (64-Bit) 
2054,Avoid coding and edit JavaFX application user interfaces on PC.,Windows,Free,JavaFX Scene Builder (32-Bit)
2055,"Put together up to 28 color schemes, each with up to three colors.",Windows,Free,Color Schemes
2056,Upgrade your SQL Server 2005 with Service Pack 1.,Windows,Free,Microsoft SQL Server 2005 Service Pack 1 (32-bit)
2057,Optimize and simplify SQL development.,Windows,Free,SQL Visualizer
2058,Develop VoIP SIP applications on your Windows machine.,Windows,Free to try,PCBest Network SIP SDK
2059,Embed creative media into ASP.NET Web sites.,Windows,Free to try,ASPNetFlash
2060,Get an OCX that reads images from TWAIN scanners and cameras.,Windows,Free to try,TwainControlX
2061,"Generate native MySQL scripts, model your information and generate your database.",Windows,Free,RISE MySQL Code Generator
2062,Manage your MySQL data and generate PHP scripts for the selected tables and queries.,Windows,Free to try,Data Wizard for MySQL
2063,Add new features to your Google Talk.,Windows,Free,Gplus
2064,Manage your Web site s advertising functionality.,Windows,Free to try,Ads Pro
2065,Java-based build tool.,Mac,Free,Apache Ant
2066,Protect and convert your Visual Basic scripts into .exe files.,Windows,Free to try,VBScript2Exe
2067,"Edit HTML, CSS, ASP, PHP, VBScript, and JavaScript.",Windows,Free to try,HotDog Professional
2068,Let your applications capture Web pages as image.,Windows,Free to try,HTML Snapshot
2069,View multimedia books made in TK3 Author,Windows,Free,TK3 Reader
2070,Manage and customize your MSDE or MS SQL Server database.,Windows,Free to try,MSDE Plus
2071,Create appealing user interfaces with using ActiveX Control.,Windows,Free to try,Sonic Click Ultra Button ActiveX Control
2072,Create a Vista-style interface for your applications.,Windows,Free to try,Telerik RadControls for WinForms
2073,Create and manage your own cheat site.,Windows,Free,Game Cheats Script
2074,Learn and build desktop and small server applications.,Windows,Free,Microsoft SQL Server 2008 Express Edition SP1 (64-bit)
2075,Get the runtime binaries needed to deploy your Visual Studio 2008 Shell-based application.,Windows,Free,Microsoft Visual Studio 2008 Shell (integrated mode) Redistributable Package
2076,"Track and analyze your Web site's performance, size, and stability.",Windows,Free to try,Network Supervisor
2077,"Manage your SQLite database with export, import, and store history option.",Windows,Free,SQLiteStudio
2078,Compile HTML application into an executable standalone program.,Windows,Free to try,HTML Compiler
2079,Visually compare & merge files.,Mac,Free,SourceGear DiffMerge
2080,"Make versatile, high-quality image management with much loved and tweaked essential editing tools.",Windows,Free,GFLAx
2081,"View and use oscilloscope GUI library for data simulation, debugging, and acquisition.",Windows,Free,Universal Software Oscilloscope Library
2082,scripting language & interpreter,Windows,Free,Tcl/Tk
2083,Create a Web site or PHP application on a CD-ROM.,Windows,Free,Server2Go
2084,C++ framework for modern Carbon development.,Mac,Free,Nano
2085,Get a cross-platform IDE tailored to the needs of Qt developers.,Linux,Free,Qt Creator IDE for Linux
2086,Create and manage online image galleries.,Windows,Free,4images - Image Gallery 
2087,Get a multi-purpose XML editor and XSLT debugger.,Windows,Free to try,EditiX
2088,Adds comprehensive printing capability to Java applications.,Windows,Free to try,Java Print Dialog Framework
2089,"Protect your software against piracy, illegal use, or being copied.",Windows,Free to try,ElecKey Express
2090,Protect your ASP pages.,Windows,Free to try,ASPProtect
2091,Create charts for technical and scientific applications with this 32-bit chart control.,Windows,Free to try,DynaPlot
2092,Create professional blogs without prior programming on wordpress.,Windows,Free to try,BlogHatter Demo
2093,"Edit, convert, and validate XML documents.",Windows,Free to try,XMLFox Advance XML/XSD Editor
2094,Create MSI installer packages on your PC.,Windows,Free to try,Advanced Installer Professional
2095,Design your own event calendar for your Web site.,Windows,Free,aspWebCalendar
2096,Create enterprise Web and mobile applications by drawing visual diagrams instead of writing code.,Windows,Free,Tersus Visual Programming Platform
2097,Create installer to distribute your software.,Windows,Free,Multi Install
2098,Create professional HTML help files or WebHelp sites.,Windows,Free to try,Helpmatic Pro HTML
2099,Publish your IP to a WAP page that is customizable; obtain your IP by using your phone.,Windows,Free,IP2XML
2100,Design and develop Windows-based applications.,Windows,Free to try,Synopsis - Visual Programming Tool
2101,"Query, design, compare, and convert relational databases.",Windows,Free to try,Altova DatabaseSpy Enterprise Edition
2102,"Create, navigate, modify, and debug Java code.",Windows,Free,Jcoder Java IDE and Compiler
2103,Build Service-Oriented Architecture compliant applications without advanced programming.,Windows,Free,EnterpriseTenFold SOA Personal Edition
2104,Demonstrate or test your application without Visual Studio 2005.,Windows,Free,Microsoft Device Emulator Standalone Release (64-bit)
2105,Compare and synchronize structures between multiple databases.,Windows,Free,Very Simple Database Inspector
2106,"Manage your Web site content, ad campaigns, and keyword lists.",Windows,Free to try,A1 Keyword Research
2107,Perform document processing tasks from your .NET application.,Windows,Free to try,Aspose.Words for .NET
2108,"Simplify migration, management, and deployment of IIS Web servers, Web applications, and Web sites.",Windows,Free,Web Deploy (64-bit)
2109,"Assemble structure models, compute mass, and match the fragments.",Windows,Free,GlycoWorkbench (64-bit)
2110,Offer packaged forms of redistributable files.,Windows,Free,Merge Modules for Visual Basic 6.0 SP6 and Visual C++ 6.0
2111,Search commands that are not supported by Visual FoxPro ODBC driver version 1.0.,Windows,Free,Visual FoxPro ODBC Driver 1.0/Data Access Components (MDAC) 2.5 Sample: Utility Finds Commands Not Supported by ODBC (Unsup.exe)
2112,Add zip compression capabilities to your 32-bit Windows application.,Windows,Free to try,BigSpeed Zip OCX
2113,Develop database-stored procedures for Oracle and SQL Server.,Windows,Free to try,Lattice.SPGen - Stored Procedures Generator
2114,"Generate and debug innovative Web and cloud applications with lightweight, yet high-powered source code editor.",Windows,Free,Visual Studio Code
2115,Build robotics applications in a .NET-based programming environment.,Windows,Free,Microsoft Robotics Developer Studio 2008 R3
2116,"Read your TXT, RTF, DOC, HTML and PDF documents with SAPI4 and SAPI5-compliant high quality voices.",Windows,Free to try,Speaking Notepad
2117,Create and manage HTML Help files.,Windows,Free,Microsoft HTML Help Image Editor
2118,Perform regular tasks on version controlling.,Windows,Free,TortoiseGit (32-bit)
2119,Microsoft's runtime verification tool for unmanaged code.,Windows,Free,Microsoft Application Verifier (32-Bit)
2120,Get Visual Basic .NET code samples that demonstrate different aspects of the language.,Windows,Free,Visual Basic .NET Code Samples: Master Set of 101 Samples
